report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
1999-02-16,185713,8862,77268,17046,131789,60983,28016,30416
1999-02-23,190553,8938,79003,17149,136697,64885,27769,29516
1999-03-02,191522,17147,75294,17527,127699,70785,29149,27916
1999-03-09,182305,32899,35104,18218,96704,102391,34484,26592
1999-03-16,165270,11160,39610,18412,103547,74584,32151,32664
1999-03-23,174143,7997,62020,17489,118186,62293,30471,32341
1999-03-30,187558,6836,87076,17987,134373,52219,28362,30276
1999-04-06,196125,9350,97713,18249,139047,47357,29479,32806
1999-04-13,196091,11955,93046,17417,135918,53306,30801,32322
1999-04-20,196996,12075,85765,18901,137066,62025,28954,30305
1999-04-27,204378,14087,94179,18487,142084,58108,29720,33604
1999-05-04,193275,18454,68306,17778,121417,79119,35626,28072
1999-05-11,187427,12626,75976,18677,118496,58436,37628,34338
1999-05-18,196892,8173,88719,20960,134284,55652,33475,31561
1999-05-25,199633,7689,93127,19482,139741,51666,32721,35358
1999-06-01,198487,9625,88396,18662,141084,58694,29116,32735
1999-06-08,203955,9281,94516,19173,142345,54138,33156,36128
1999-06-15,212568,10132,95118,20463,147656,61240,34317,35747
1999-06-22,213680,9930,96789,21024,147990,61086,34736,34781
1999-06-29,208222,8971,92582,20522,142021,60945,36708,34173
1999-07-06,218365,8728,95291,23030,142531,60534,44076,39510
1999-07-13,211594,9914,88774,21555,144152,62918,35973,38347
1999-07-20,206266,10323,89538,20112,141284,59797,34547,36819
1999-07-27,198760,13624,81518,19872,131089,60265,34175,37105
1999-08-03,188933,17758,74198,17527,122268,66222,31380,30986
1999-08-10,193698,15272,70336,15362,127509,78111,35555,29889
1999-08-17,191776,21260,56502,15372,114180,92288,40964,27614
1999-08-24,191040,16211,75298,14261,124090,68671,36478,32810
1999-08-31,198692,17219,78710,14938,130394,71153,36141,33891
1999-09-07,201266,16931,79841,15882,130654,70246,37799,35297
1999-09-14,201806,18500,72632,13644,130041,78513,39621,37017
1999-09-21,205259,27235,65077,14386,120486,90995,43152,34801
1999-09-28,225467,47881,62196,16509,102879,105629,58198,41133
1999-10-05,215041,43094,64951,18741,105128,92730,48078,38619
1999-10-12,216938,35722,52723,21652,114325,112367,45239,30196
1999-10-19,223090,35601,52897,21582,122130,119616,43777,28995
1999-10-26,217916,33470,47085,20800,122596,120181,41050,29850
1999-11-02,208907,27786,43069,20582,121293,117147,39246,28109
1999-11-09,203057,23669,42788,19002,121448,111331,38938,29936
1999-11-16,182148,28090,25319,17969,96271,112823,39818,26037
1999-11-23,171564,33610,24256,17285,81966,105069,38703,24954
1999-11-30,163574,31811,25682,16128,79135,95935,36500,25829
1999-12-07,156712,24409,27381,16289,84902,85788,31112,27254
1999-12-14,155142,10261,30814,14959,99201,82783,30721,26586
1999-12-21,156318,11393,39362,18962,102262,83833,23701,14161
1999-12-28,156526,10876,39829,19186,101938,83816,24526,13695
2000-01-04,155835,12360,41068,18440,102766,80116,22269,16211
2000-01-11,157326,17699,41917,18428,100041,81647,21158,15334
2000-01-18,148055,19895,26998,21104,84768,85786,22288,14167
2000-01-25,142913,19469,25003,21062,78940,83689,23442,13159
2000-02-01,134305,19414,28247,18061,78709,73869,18121,14128
2000-02-08,153976,40614,31600,18110,69057,93527,26195,10739
2000-02-15,157231,42107,21410,17973,69135,105530,28016,12318
2000-02-22,168125,52079,21071,17715,69951,116433,28380,12906
2000-02-29,166509,41099,22312,19417,80273,111356,25720,13424
2000-03-07,161362,38403,19732,11737,80997,108116,30225,21777
2000-03-14,161540,34577,17282,18578,86418,110852,21967,14828
2000-03-21,164397,33068,18135,19256,90849,110567,21224,16439
2000-03-28,150712,15152,29437,16597,98639,85603,20324,19075
2000-04-04,155378,19129,42440,17628,98801,76842,19820,18468
2000-04-11,153144,18432,40617,17784,96251,75006,20677,19737
2000-04-18,153546,18580,38933,17906,95886,77253,21174,19454
2000-04-25,156486,17428,44970,19327,100286,71993,19445,20196
2000-05-02,168231,18529,51124,22114,107120,72779,20468,22214
2000-05-09,162759,19708,45430,21588,100796,76508,20667,19233
2000-05-16,160373,15748,45278,22850,97133,71449,24642,20796
2000-05-23,163062,17625,53467,18804,102216,69092,24417,21699
2000-05-30,159156,19861,60485,17196,102206,59616,19893,21859
2000-06-06,140841,26029,30046,15411,79617,81597,19784,13787
2000-06-13,141504,31474,16814,14848,72711,97773,22471,12069
2000-06-20,143814,32680,13622,14257,72771,103693,24106,12242
2000-06-27,143700,31821,15602,15406,76236,101409,20237,11283
2000-07-05,150096,31351,15523,15291,81135,107920,22319,11362
2000-07-11,146022,29093,16695,15376,82973,101830,18580,12121
2000-07-18,136090,26606,17591,16309,72418,88264,20757,13926
2000-07-25,122177,24352,20809,15340,61847,69338,20638,16690
2000-08-01,111188,23120,28717,15283,54380,49413,18405,17775
2000-08-08,122540,21171,46194,16280,67758,40607,17331,19459
2000-08-15,132994,19597,52483,16223,78853,43753,18321,20535
2000-08-22,130211,22255,48476,15989,74630,45762,17337,19984
2000-08-29,132014,22128,50766,15807,75631,45785,18448,19656
2000-09-05,125433,23403,42285,14611,67240,48772,20179,19765
2000-09-12,133431,22031,49029,16090,73339,46655,21971,21657
2000-09-19,137565,22874,53435,14944,77684,46399,22063,22787
2000-09-26,133035,24033,49984,10800,75429,49827,22773,22424
2000-10-03,124815,23444,43555,11252,68457,51489,21662,18519
2000-10-10,134015,25477,51003,11783,73756,51341,22999,19888
2000-10-17,129680,29308,46045,11103,66289,52572,22980,19960
2000-10-24,135064,30738,49309,11771,70588,53438,21967,20546
2000-10-31,137818,24308,56030,11363,80001,48155,22146,22270
2000-11-07,138300,22498,56618,12891,81661,48216,21250,20575
2000-11-14,140258,16145,61121,10462,90323,47484,23328,21191
2000-11-21,132633,16495,62951,9343,84678,39827,22117,20512
2000-11-28,124950,16405,52606,9615,75542,43041,23388,19688
2000-12-05,113455,16902,43823,8336,65082,43640,23135,17656
2000-12-12,110455,18834,36776,8766,60144,49041,22711,15872
2000-12-19,114708,17208,39376,9458,65914,49079,22128,16795
2000-12-26,114850,18940,33199,9023,63002,56717,23885,15911
2001-01-02,114491,17745,41480,9709,68027,47517,19010,15785
2001-01-09,126527,15778,54004,10348,81142,42641,19259,19534
2001-01-16,139180,13743,70903,9195,96907,37419,19335,21663
2001-01-23,140120,15626,73324,9262,93293,36630,21939,20904
2001-01-30,141156,18847,72662,6853,97509,41884,17947,19757
2001-02-06,135682,16396,69102,6865,93974,39671,18447,20044
2001-02-13,143725,15639,74611,8086,102809,40634,17191,20394
2001-02-20,148782,16291,83022,7233,106088,38562,19170,19965
2001-02-27,143173,17753,68548,10447,92299,44440,22674,19738
2001-03-06,133440,17806,59788,10847,84196,43989,20591,18816
2001-03-13,126821,19050,43294,9806,72102,58437,25863,15284
2001-03-20,123758,11598,49567,10794,79069,46841,22297,16556
2001-03-27,122944,12006,45310,10031,78979,49332,21928,18271
2001-04-03,118398,10226,61580,8202,79740,28757,20230,19859
2001-04-10,130116,10961,69094,10178,88319,30329,20658,20515
2001-04-17,122146,10091,55660,9671,79692,37051,22692,19764
2001-04-24,114900,11752,46763,9712,69126,41204,24310,17221
2001-05-01,110868,12738,40708,11148,61633,41814,25349,17198
2001-05-08,109018,12867,38655,11083,60306,43059,24762,16221
2001-05-15,106947,28829,27298,12261,38943,52858,26914,14530
2001-05-22,133866,53505,14569,12107,27867,93117,40387,14073
2001-05-29,133990,55117,11881,11191,31273,99716,36409,11202
2001-06-05,109182,34718,9707,10264,36233,78547,27967,10664
2001-06-12,114065,32243,13688,9524,42617,79161,29681,11692
2001-06-19,118500,33983,14981,9651,45070,85297,29796,8571
2001-06-26,125033,37204,15131,9993,45563,90256,32273,9653
2001-07-03,117731,32764,16594,11009,47467,80059,26491,10069
2001-07-10,118688,31178,20576,11231,50380,74912,25899,11969
2001-07-17,116292,30150,19384,11886,47165,72672,27091,12350
2001-07-24,111764,31387,18013,11642,40651,69562,28084,12547
2001-07-31,100943,24089,26795,10209,41533,47679,25112,16260
2001-08-07,98582,25067,26757,10193,38190,45328,25132,16304
2001-08-14,119311,50435,17566,10118,26735,81962,32023,9665
2001-08-21,131631,57049,17515,11279,28387,92799,34916,10038
2001-08-28,120108,46567,18745,11507,29845,80697,32189,9159
2001-09-04,121687,44767,18850,12236,31650,81489,33034,9112
2001-09-10,119518,42337,21513,11892,34261,77504,31028,8609
2001-09-18,120062,47155,18007,11812,29086,78542,32009,11701
2001-09-25,129840,55700,19062,9953,24492,82834,39695,17991
2001-10-02,132653,54976,19721,9828,27883,95005,39966,8099
2001-10-09,134663,53926,21148,10207,31042,95771,39488,7537
2001-10-16,126767,43774,19686,11104,36316,88132,35573,7845
2001-10-23,117875,35467,20788,11879,37139,62330,33390,22878
2001-10-30,118614,32041,19881,12142,44910,78109,29521,8482
2001-11-06,115880,32582,19052,13655,41334,76769,28309,6404
2001-11-13,111255,29312,23885,8899,46091,69728,26953,8743
2001-11-20,115326,25380,34553,9393,51619,54108,28934,17272
2001-11-27,111942,23633,35773,9280,53349,51611,25680,15278
2001-12-04,105023,26142,36171,9775,43346,45880,25760,13197
2001-12-11,115485,25806,47523,10014,54864,41238,24801,16710
2001-12-18,110873,30819,31680,11673,41158,56356,27223,11164
2001-12-21,110971,28075,30978,11003,46856,58832,25037,10158
2001-12-28,113672,28829,29474,10727,47939,62494,26177,10977
2002-01-08,113020,29232,23876,10423,43737,67779,29628,10942
2002-01-15,128197,47510,18069,10192,36265,90203,34230,9733
2002-01-22,132005,44800,18871,11266,41689,92648,34250,9220
2002-01-29,124540,29044,16610,11605,53566,85081,30325,11244
2002-02-05,138370,53810,19722,10579,41428,99608,32553,8461
2002-02-12,148022,61706,25373,11969,37963,100186,36384,10494
2002-02-19,148242,61748,27384,12218,38355,98409,35921,10231
2002-02-26,144384,58404,29325,12560,36376,92785,37044,9714
2002-03-05,144154,55673,25211,12843,37550,96216,38088,9884
2002-03-12,140978,50525,20039,14319,36820,95327,39314,11293
2002-03-19,140007,48393,20406,14291,38406,94525,38917,10785
2002-03-26,148479,53695,19301,15942,38055,103943,40787,9293
2002-04-02,153322,62448,24787,14069,33449,105362,43356,9104
2002-04-09,152187,63780,27273,13746,34255,101786,40406,9382
2002-04-16,154615,58851,26769,15006,40119,103285,40639,9555
2002-04-23,162580,65168,25503,14927,39629,112332,42856,9818
2002-04-30,180829,73449,27382,17248,42451,124832,47681,11367
2002-05-07,192242,76757,32322,18859,46163,128868,50463,12193
2002-05-14,191721,70071,32232,17224,52774,129726,51652,12539
2002-05-21,189679,75332,28418,16525,45289,133932,52533,10804
2002-05-28,190444,75210,33887,13883,44076,131508,57275,11166
2002-06-04,181999,73044,31101,14486,40497,125717,53972,10695
2002-06-11,171476,68206,21750,16566,44066,121249,42638,11911
2002-06-18,169101,63445,22204,17633,44277,117060,43746,12204
2002-06-25,176291,62956,24989,18420,47064,121261,47851,11621
2002-07-02,167318,53434,23361,19866,48192,114067,45826,10024
2002-07-09,169837,45598,22970,19320,54081,115807,50838,11740
2002-07-16,173241,47062,23151,19092,55729,120093,51358,10905
2002-07-23,171233,48196,21958,19070,51743,118696,52224,11509
2002-07-30,147221,27460,27075,16648,63814,96047,39299,7451
2002-08-06,140484,24859,23882,14521,58217,89596,42887,12485
2002-08-13,144723,25632,26108,14875,63031,92463,41185,11277
2002-08-20,149693,28280,23572,15629,63419,97708,42365,12784
2002-08-27,150531,27532,25150,16028,63271,97340,43700,12013
2002-09-03,149202,29706,23591,15707,57919,98586,45870,11318
2002-09-10,161170,45693,25872,15349,49522,110002,50606,9947
2002-09-17,164036,46110,20924,14975,50462,116966,52489,11171
2002-09-24,187501,68074,25893,13362,49259,137650,56806,10596
2002-10-01,178261,67739,25037,14793,44523,128220,51206,10211
2002-10-08,173762,61992,24320,14984,46732,123359,50054,11099
2002-10-15,158344,40830,24916,15475,56350,105202,45689,12751
2002-10-22,155085,34838,25376,15556,58942,100539,45749,13614
2002-10-29,152205,33696,18365,16399,56328,105184,45782,12257
2002-11-05,152269,38982,18997,15799,49341,106044,48147,11429
2002-11-12,174682,57600,20693,18546,43611,122035,54925,13408
2002-11-19,169985,56665,18809,18411,43159,118941,51750,13824
2002-11-26,166371,52488,14934,16638,47799,119364,49446,15435
2002-12-03,158433,48545,15584,16944,41407,109565,51537,16340
2002-12-10,180754,73216,21857,13926,37865,128689,55747,16282
2002-12-17,205550,86949,31749,15914,36725,138211,65962,19676
2002-12-23,201761,86100,28995,15893,36551,140004,63217,16869
2002-12-31,206914,88002,28497,17128,39250,143666,62534,17623
2003-01-07,215299,93664,30101,17965,40513,149899,63157,17334
2003-01-14,214684,93046,32384,18688,38005,142982,64945,20630
2003-01-21,218286,95013,33331,19498,35901,144173,67874,21284
2003-01-28,229819,91912,35045,23931,36327,149177,77649,21666
2003-02-04,241161,105154,38340,23149,35779,162286,77079,17386
2003-02-11,216608,89620,39511,21427,45786,140146,59775,15524
2003-02-14,202671,69759,33952,21318,54707,132506,56887,14895
2003-02-25,196138,60864,33899,20640,57629,126289,57005,15310
2003-03-04,189928,60149,29173,19226,56069,127232,54484,14297
2003-03-11,193841,62022,28473,21363,56078,130668,54378,13337
2003-03-18,189983,51897,30476,21117,65053,121895,51916,16495
2003-03-25,182966,45220,15690,19943,73435,130380,44368,16953
2003-04-01,171558,40659,16292,18959,69948,119919,41992,16388
2003-04-08,173293,45496,19799,18169,66333,118940,43295,16385
2003-04-15,180817,47667,26362,20057,67965,116587,45128,17811
2003-04-22,177869,50301,25224,20813,62217,114835,44538,16997
2003-04-29,176123,49345,24578,19687,61323,114157,45768,17701
2003-05-06,178933,53877,14586,20379,59479,129288,45198,14680
2003-05-13,183957,58093,15673,21509,57917,131631,46438,15144
2003-05-20,196238,79694,13953,22060,45003,143069,49481,17156
2003-05-27,206318,78295,9546,22982,44032,141663,61009,32127
2003-06-03,205219,94155,9108,20688,47320,160932,43056,14491
2003-06-10,201381,79118,13519,21911,51645,145025,48707,20926
2003-06-17,199642,81499,17324,23119,51869,146075,43155,13124
2003-06-24,192790,65690,16806,23928,59389,136408,43783,15648
2003-07-01,187164,59522,14308,24897,60916,132919,41829,15040
2003-07-08,187327,56977,15649,25219,63710,132545,41421,13914
2003-07-15,186983,51045,23530,28489,66125,119797,41324,15167
2003-07-22,192848,60068,20659,26767,62487,130912,43526,14510
2003-07-29,238119,93311,17864,28341,57122,167454,59345,24460
2003-08-05,200599,75623,17812,26154,52412,145598,46410,11035
2003-08-12,209187,84578,18065,26184,49254,151016,49171,13922
2003-08-19,229142,104223,14225,26558,48481,174211,49880,14148
2003-08-26,243009,117340,17113,25910,47524,184612,52235,15374
2003-09-02,274981,146230,23383,24647,45994,209840,58110,17111
2003-09-09,283325,151530,36438,25111,46865,204805,59819,16971
2003-09-16,283175,144818,39002,26176,52270,200273,59911,17724
2003-09-23,291738,146587,38919,29543,53760,204257,61848,19019
2003-09-30,277922,136571,41383,24867,56237,193254,60247,18418
2003-10-07,255935,110811,30046,25505,66122,182162,53497,18222
2003-10-14,246133,108615,31723,23159,60855,174060,53504,17191
2003-10-21,252897,115942,35078,23405,58549,177380,55001,17034
2003-10-28,261514,126193,35580,21221,55341,183200,58759,21513
2003-11-04,262696,119702,35092,22201,60871,184866,59922,20537
2003-11-11,270895,124456,41878,23951,63501,186704,58987,18362
2003-11-18,285620,136229,43069,21287,60181,194784,67923,26480
2003-11-25,285510,134093,26065,15786,67023,217576,68608,26083
2003-12-02,278759,142642,29787,15813,56851,215807,63453,17352
2003-12-09,276302,140647,33619,16022,53459,206979,66174,19682
2003-12-16,278928,148033,31925,18093,49454,211647,63348,17263
2003-12-22,273517,143783,35511,17145,49352,203489,63237,17372
2003-12-30,278641,146647,34047,18234,48694,208608,65066,17752
2004-01-06,284500,151691,35706,18156,49723,210164,64930,20474
2004-01-13,300273,147745,40513,23929,61098,218408,67501,17423
2004-01-20,277381,125320,40285,22862,68541,196700,60658,17534
2004-01-27,275490,118100,32044,19837,66120,199090,71433,24519
2004-02-03,236512,95128,27564,17789,66869,176314,56726,14845
2004-02-10,237396,95652,35366,17384,62967,169358,61393,15288
2004-02-17,241858,106632,36327,16990,58109,177706,60127,10835
2004-02-24,241721,95788,32730,21656,64021,168520,60256,18815
2004-03-02,237352,83802,39923,18072,70486,160877,64992,18480
2004-03-09,230009,95130,34591,17981,58037,164459,58861,12978
2004-03-16,245495,98116,35637,17293,65943,176447,64143,16118
2004-03-23,281839,144353,41842,17049,49762,204617,70675,18331
2004-03-30,295044,159753,34615,15626,53537,231882,66128,12921
2004-04-06,305661,176285,32032,15485,47013,243320,66878,14824
2004-04-12,305423,174575,35879,15305,48309,239183,67234,15056
2004-04-20,255395,109438,36162,22133,60461,182891,63363,14209
2004-04-27,246504,98229,40425,22376,68224,169845,57675,13858
2004-05-04,246863,91845,37182,28082,72166,161564,54770,20035
2004-05-11,254742,86776,48760,29688,83705,153147,54573,23147
2004-05-18,253647,82288,54775,29866,87190,144769,54303,24237
2004-05-25,252665,76713,54504,30885,88917,138156,56150,29120
2004-06-01,228721,78293,46310,23929,76601,136960,49898,21522
2004-06-08,225921,78878,48547,23600,74331,134807,49112,18967
2004-06-15,223243,80534,51418,23793,70809,127617,48107,20415
2004-06-22,219524,83340,43442,23551,64397,134977,48236,17554
2004-06-29,226773,86673,46506,20648,68603,140786,50849,18833
2004-07-06,226957,82019,50616,21402,73312,136553,50224,18386
2004-07-13,247735,112049,41615,20104,63996,170313,51586,15703
2004-07-20,256572,114160,43702,18114,71997,177908,52301,16848
2004-07-27,232007,78464,45149,23039,70511,137016,59993,26803
2004-08-03,217814,81545,47091,18822,71215,134926,46232,16975
2004-08-10,219062,85056,38949,18243,68536,146879,47227,14991
2004-08-17,227948,91881,38091,18625,68688,155438,48754,15794
2004-08-24,259849,126481,41720,17974,64326,184274,51068,15881
2004-08-31,269575,130720,50223,18863,66831,184906,53161,15583
2004-09-07,256711,111967,49824,17343,72594,171923,54807,17621
2004-09-14,249885,101047,46191,17678,76180,170130,54980,15886
2004-09-21,256086,108228,43901,17203,76546,179508,54109,15474
2004-09-28,266565,124815,42697,16970,69397,191559,55383,15339
2004-10-05,296592,162941,48849,16126,61921,216187,55604,15430
2004-10-12,302197,165529,50392,16282,59577,217073,60809,18450
2004-10-19,305225,172649,51735,16231,60297,219891,56048,17368
2004-10-26,321849,185342,57447,16780,60217,223855,59510,23767
2004-11-02,313532,176069,64632,15394,63188,213245,58881,20261
2004-11-09,342146,187528,69675,22898,69495,231763,62225,17810
2004-11-16,362336,196371,73370,28206,73269,239496,64490,21264
2004-11-23,352638,202921,64289,25983,60802,237632,62932,24734
2004-11-30,345646,201218,72765,17948,66242,234572,60238,20361
2004-12-07,353244,211208,78861,16575,67132,236389,58329,21419
2004-12-14,316029,160002,72208,17282,84079,206877,54666,19662
2004-12-21,319955,162396,72143,18771,84261,210579,54527,18462
2004-12-28,330965,169514,70761,19125,85507,223002,56819,18077
2005-01-04,302298,140471,67228,16838,89301,195043,55688,23189
2005-01-11,275461,109497,72710,19170,94433,164780,52361,18801
2005-01-18,275630,107825,78259,20038,93319,156259,54448,21074
2005-01-25,273430,107378,79033,18722,86831,146415,60499,29260
2005-02-01,253116,102388,74270,15382,87665,145237,47681,18227
2005-02-08,255424,97630,86455,15041,95269,133451,47484,20477
2005-02-15,262589,109421,87714,15731,88032,139509,49405,19635
2005-02-22,267860,119318,80413,17941,77524,151123,53077,18383
2005-03-01,287761,135741,79060,19973,78389,169645,53658,19083
2005-03-08,296335,143930,73453,20514,75163,184237,56728,18131
2005-03-15,335503,178724,67602,21632,78689,226180,56458,20089
2005-03-22,299531,148089,56328,21920,74842,200820,54680,20463
2005-03-29,281601,139491,37970,19722,70361,204216,52027,19693
2005-04-05,272946,143487,37223,17593,66117,201057,45749,17073
2005-04-12,279545,150611,37267,18207,64126,206155,46601,17916
2005-04-19,280432,152815,38423,20037,61372,204959,46208,17013
2005-04-26,302084,173826,36049,19296,57612,226901,51350,19838
2005-05-03,290539,153914,46186,20270,67838,205533,48517,18550
2005-05-10,282478,134719,54341,19727,79372,187921,48660,20489
2005-05-17,274382,124569,68625,20727,81363,161224,47723,23806
2005-05-24,272748,114965,75456,19646,91915,152378,46222,25268
2005-05-31,255995,113002,80037,18579,80741,133737,43673,23642
2005-06-07,252151,111796,72689,21766,71621,138673,46968,19023
2005-06-14,257034,119458,62597,22054,65549,153639,49973,18744
2005-06-21,289771,162238,53728,21105,51923,195985,54505,18953
2005-06-28,303385,175520,45589,24791,49769,215343,53305,17662
2005-07-05,281186,146733,41859,23779,54747,195088,55927,20460
2005-07-12,269891,124585,50863,23532,66138,177046,55636,18450
2005-07-19,270001,116572,62461,23347,75991,160039,54091,24154
2005-07-26,256886,110685,61663,20454,68301,151110,57446,23659
2005-08-02,244488,118941,53372,18462,55334,155141,51751,17513
2005-08-09,287839,168613,50914,19873,48576,199406,50777,17646
2005-08-16,331633,208558,50951,22514,46115,239481,54446,18687
2005-08-23,331804,206898,47211,23456,48371,242245,53079,18892
2005-08-30,291894,158841,49008,23232,58835,198485,50986,21169
2005-09-06,299192,159922,44670,26577,56461,205078,56232,22867
2005-09-13,321200,175285,48487,27202,63202,221991,55511,23520
2005-09-20,363315,219963,61837,29553,58120,245197,55679,26728
2005-09-27,366819,219648,53548,34288,53912,248026,58971,30957
2005-10-04,363529,229464,57966,26620,51172,253896,56273,25047
2005-10-11,370844,234060,56650,28970,49551,262265,58263,22959
2005-10-18,362699,224424,54000,30249,51648,251155,56378,27295
2005-10-25,339388,206809,53457,30260,54314,235105,48005,20566
2005-11-01,334470,180554,49986,30031,69529,229860,54356,24593
2005-11-08,317076,167250,44139,30469,67808,218224,51549,24244
2005-11-15,324719,177421,47735,28940,67453,221732,50905,26312
2005-11-22,350603,201765,38783,33292,56380,236621,59166,41907
2005-11-29,350225,199521,40616,29998,70700,251219,50006,28392
2005-12-06,341011,208466,41053,30240,52222,242514,50083,27204
2005-12-13,337574,189931,33600,32349,56475,237205,58819,34420
2005-12-20,324429,182723,26553,31141,55214,244745,55351,21990
2005-12-27,320115,179324,24802,31308,53560,242794,55923,21211
2006-01-03,325524,180688,29726,34714,51741,239049,58381,22035
2006-01-10,343419,184408,38602,37270,59932,240141,61809,27406
2006-01-17,361704,191650,43171,38494,66156,248147,65404,31892
2006-01-24,356080,188928,46079,39439,63004,238009,64709,32553
2006-01-31,339645,187406,48156,33268,63986,231268,54985,26953
2006-02-07,341727,180971,53622,37576,67909,222347,55271,28182
2006-02-14,338143,167910,48996,44084,71566,220771,54583,24292
2006-02-21,333410,163886,45202,45150,69049,219002,55325,24056
2006-02-28,339859,169963,42593,46246,69177,226038,54473,24982
2006-03-07,338325,167144,46255,46172,71482,221233,53527,24665
2006-03-14,322360,143697,47757,44644,78233,208569,55786,21390
2006-03-21,319618,149946,45682,42567,72080,207882,55025,23487
2006-03-28,334042,163056,42470,43446,66109,215821,61431,32305
2006-04-04,342721,178040,45832,38347,60499,231414,65835,27128
2006-04-11,342632,175000,50668,45969,62155,228104,59508,17891
2006-04-18,353757,177870,47576,54648,58342,230866,62897,20667
2006-04-25,354108,175346,45968,55672,62298,229153,60792,23315
2006-05-02,359539,177709,47421,58171,60931,232651,62728,21296
2006-05-09,351933,175709,41773,54158,61535,232868,60531,23134
2006-05-16,338720,163773,37616,53321,62710,225860,58916,21923
2006-05-23,316143,144247,33149,54996,61059,210062,55841,17936
2006-05-30,314494,133475,31988,49314,78942,218251,52763,14941
2006-06-06,283161,134649,38753,48951,51439,180808,48122,14649
2006-06-13,288981,138766,39479,51884,51699,186100,46632,11518
2006-06-20,288148,131864,41643,52900,58813,181084,44571,12521
2006-06-27,292789,128310,42686,55557,61095,177336,47827,17210
2006-07-03,292500,131186,39266,56358,60102,182269,44854,14607
2006-07-11,312684,142194,40265,61204,64408,196455,44878,14760
2006-07-18,324276,143202,35828,67348,63969,204060,49757,17040
2006-07-25,315635,132268,30713,70067,65461,204950,47839,9905
2006-08-01,304907,132781,30020,62624,59866,198299,49636,13964
2006-08-08,309097,138971,32873,62653,60258,202183,47215,11388
2006-08-15,313327,132019,31475,65293,61402,196531,54613,20028
2006-08-22,306171,128897,32949,66198,64509,192582,46567,14442
2006-08-29,307583,124421,36705,67159,70804,188049,45199,15670
2006-09-05,319998,133991,35657,67421,66731,197996,51855,18924
2006-09-12,310510,121455,37233,68241,76201,186896,44613,18140
2006-09-19,325852,116119,38251,80189,86123,188048,43421,19364
2006-09-26,322937,108117,36873,80462,88639,184004,45719,21598
2006-10-03,330065,107570,38136,86368,88721,180715,47406,24846
2006-10-10,334329,106211,43762,92454,95161,177763,40503,20350
2006-10-17,329875,107993,46734,90464,92428,175566,38990,17111
2006-10-24,331598,104099,48049,92994,93641,174150,40864,16405
2006-10-31,323481,107472,42756,85790,84097,175993,46122,18942
2006-11-07,335036,121406,40240,85217,78904,193360,49509,16219
2006-11-14,356575,126907,38073,90726,87908,211429,51034,16347
2006-11-21,355430,123021,38728,93503,87188,206164,51718,17035
2006-11-28,349517,120078,40212,94351,79380,197104,55708,17850
2006-12-05,330530,122145,38506,83786,70965,191133,53634,17105
2006-12-12,333101,120128,38299,87301,76784,193066,48888,14435
2006-12-19,337096,109682,39789,91050,89467,191199,46897,15058
2006-12-26,340473,110486,42394,92526,89611,192679,47850,12874
2007-01-03,353494,120639,42756,98844,82085,194532,51926,17362
2007-01-09,347491,105157,52289,98403,95765,177439,48166,19360
2007-01-16,344685,109386,46436,94391,94910,187019,45998,16839
2007-01-23,361114,128463,43962,90070,90640,209217,51941,17865
2007-01-30,348035,143964,43619,80465,75716,211327,47890,12624
2007-02-06,360936,151891,43345,82955,75896,222560,50194,12076
2007-02-13,383169,167479,42729,86755,75344,240808,53591,12877
2007-02-20,396115,168838,38905,91205,81923,250073,54149,15932
2007-02-27,415155,182456,40364,98037,82029,265779,52633,10975
2007-03-06,382550,136421,34723,94622,97335,234646,54172,18559
2007-03-13,394090,129078,32736,99750,112843,243759,52419,17845
2007-03-20,359726,125201,31777,85276,96485,226379,52764,16294
2007-03-27,359434,126413,31290,82070,91430,229954,59521,16120
2007-04-03,347817,131858,37913,75698,90718,220216,49543,13990
2007-04-10,369536,150573,37617,76470,87446,240650,55047,14799
2007-04-17,380800,170601,35243,75344,79882,254480,54973,15733
2007-04-24,403388,169703,35861,85916,90211,261984,57558,19627
2007-05-01,396276,163823,33378,85991,92693,258846,53769,18061
2007-05-08,411273,168350,32064,90032,97353,269817,55538,19360
2007-05-15,408936,149772,35874,96272,108784,256077,54108,20713
2007-05-22,416813,141294,45479,103507,117506,241722,54506,26105
2007-05-29,425688,134404,39507,107867,125989,244684,57428,33630
2007-06-05,385046,143052,35435,91821,106068,242464,44105,15326
2007-06-12,412150,125076,49180,111179,133800,231805,42095,19986
2007-06-19,410324,126207,44602,112837,127209,236429,44071,16456
2007-06-26,407640,119068,55991,113183,133598,217182,41791,21284
2007-07-03,375642,109652,43990,106759,115835,207067,43396,17826
2007-07-10,387916,113510,41290,109146,115881,219066,49379,18414
2007-07-17,385595,114788,35069,107076,111437,223945,52294,19505
2007-07-24,401603,154251,31321,102578,91670,253272,53104,14432
2007-07-31,351185,113706,32817,95149,96154,208798,46176,14421
2007-08-07,352908,123391,34020,93393,90267,211513,45857,13982
2007-08-14,347973,118978,24767,94401,88846,214740,45748,14065
2007-08-21,330204,102578,33648,87526,99513,191507,40587,17523
2007-08-28,325767,103844,26633,85943,96677,195541,39303,17650
2007-09-04,339439,126346,29366,83449,83446,207800,46198,18824
2007-09-11,373686,155317,28648,83570,83992,244914,50807,16554
