report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
1987-12-15,158831,20912,9291,16825,81462,96123,39632,36592
1987-12-31,150106,14523,9354,15990,85947,89586,33646,35176
1988-01-15,146350,13275,9794,13696,82475,80747,36904,42113
1988-01-29,146192,9803,19037,12773,93908,69580,29708,44802
1988-02-12,150569,3759,26630,9589,106136,69098,31085,45252
1988-02-29,158223,4067,29807,8455,90624,74906,55077,45055
1988-03-15,161792,6054,23501,11205,92072,82814,52461,44272
1988-03-31,148310,5401,24023,8840,79820,75633,54249,39814
1988-04-15,156961,5491,24441,11750,87218,82172,52502,38598
1988-04-29,154184,2580,19679,10338,117459,84352,23807,39815
1988-05-13,153681,4835,13402,11580,113514,86621,23752,42078
1988-05-31,146461,8320,11067,12734,89780,82730,35627,39930
1988-06-15,142022,7185,10455,10821,86033,79009,37983,41737
1988-06-30,151645,4658,23026,12595,101902,71375,32490,44649
1988-07-15,149809,8779,22871,11364,96018,71106,33648,44468
1988-07-29,139382,3850,18769,8836,99489,68930,27207,42847
1988-08-15,139252,4761,18548,9307,96217,72158,28967,39239
1988-08-31,142631,4905,18415,10100,100622,76063,27004,38053
1988-09-15,155243,3567,27502,9545,109460,66481,32671,51715
1988-09-30,156546,4427,33064,7433,113359,73347,31327,42702
1988-10-14,159467,4517,33787,10310,113352,76238,31288,39132
1988-10-31,160894,4381,31358,10369,118197,79984,27947,39183
1988-11-15,148897,8125,15896,10630,101825,84867,28317,37504
1988-11-30,148286,5517,17263,7577,106343,82705,28849,40741
1988-12-15,145811,5445,17648,9398,107723,79027,23245,39738
1988-12-30,152731,6837,21800,11368,112108,78299,22418,41264
1989-01-13,163937,5233,29394,13293,118240,73501,27171,47749
1989-01-31,170221,5009,37911,17904,125090,67239,22218,47167
1989-02-15,168943,5828,32830,17013,120632,75634,25470,43466
1989-02-28,165774,4394,32432,16041,116638,72416,28701,44885
1989-03-15,165615,6347,25675,16103,108780,81707,34385,42130
1989-03-31,163649,3422,33947,15505,120884,71844,23838,42353
1989-04-14,158340,6079,29001,15817,106915,69206,29529,44316
1989-04-28,168488,2448,32920,18276,121679,70134,26085,47158
1989-05-15,188114,6010,30245,16420,136797,87394,28887,54055
1989-05-31,179513,3414,28885,13509,139249,86952,23341,50167
1989-06-15,163699,5891,24023,13325,121475,85527,23008,40824
1989-06-30,157858,8381,21462,12453,111938,86700,25086,37243
1989-07-14,154241,7662,19453,13567,105367,81687,27645,39534
1989-07-31,148279,3696,18587,13920,107310,71153,23353,44619
1989-08-15,147488,6197,20394,14160,104463,75201,22668,37733
1989-08-31,156595,3477,28851,14262,117348,71879,21508,41603
1989-09-15,154493,10113,23924,13170,104836,73183,26374,44216
1989-09-29,147468,5134,16802,13553,97489,82389,31292,34724
1989-10-13,143681,3906,20467,13857,103066,75001,22852,34356
1989-10-31,151142,15567,12768,14529,84825,90281,36221,33564
1989-11-15,153379,22440,9204,13667,71252,95573,46020,34935
1989-11-30,147759,28985,11049,13907,58418,89124,46449,33679
1989-12-15,156019,30438,8513,14939,62011,97361,48631,35206
1989-12-29,150931,22982,8581,15233,74736,91444,37980,35673
1990-01-15,149393,21782,5238,15746,65795,93951,46070,34458
1990-01-31,131994,13694,7321,16174,58218,76338,43908,32161
1990-02-15,130564,20315,5565,12665,53767,76179,43817,36155
1990-02-28,121920,11965,8989,12390,57161,63372,40404,37169
1990-03-15,132871,13967,18303,11472,65716,66537,41716,36559
1990-03-30,116812,9414,21463,9224,66504,50523,31670,35602
1990-04-12,118177,7110,21181,8860,73591,56269,28616,31867
1990-04-30,123601,6364,20632,7917,80985,59142,28335,35910
1990-05-15,118492,5297,19403,7834,75378,52444,29983,38811
1990-05-31,104625,5233,18710,7787,63869,44851,27736,33277
1990-06-15,117247,4110,26452,7378,80735,46810,25024,36607
1990-06-29,112142,4316,20190,7250,73148,50545,27428,34157
1990-07-13,107275,5878,15214,8213,64335,52652,28849,31196
1990-07-31,98923,8016,5875,8805,50139,56633,31963,27610
1990-08-15,125895,23830,7522,9581,43347,75837,49137,32955
1990-08-31,123147,20892,10597,9128,50615,74660,42512,28762
1990-09-14,113077,13775,7718,9579,55320,66701,34403,29079
1990-09-28,116620,24684,3187,8603,42594,81102,40739,23728
1990-10-15,116656,17794,9063,9502,56851,63409,32509,34682
1990-10-31,114534,10974,9392,11086,61123,60718,31351,33338
1990-11-15,111194,5893,8204,8323,66635,61633,30343,33034
1990-11-30,101946,7264,6135,8618,58680,59946,27384,27247
1990-12-14,111586,4781,10532,9108,75789,60314,21908,31632
1990-12-31,107610,9228,4426,10125,60179,70360,28078,22699
1991-01-15,118173,17648,6122,7647,53902,78605,38976,25799
1991-01-31,93496,2044,14302,4645,62619,44343,24188,30206
1991-02-15,95750,2515,16880,5666,66286,42163,21283,31041
1991-02-28,98025,1612,16447,5212,68140,42842,23061,33524
1991-03-15,98708,3111,14868,5314,64098,48855,26185,29671
1991-03-28,102541,1724,21208,6191,72228,39820,22398,35322
1991-04-15,97290,4002,18163,6407,65132,43436,21749,29284
1991-04-30,108217,4300,25710,6487,76391,44499,21039,31521
1991-05-15,99903,6949,17450,5236,63768,49088,23950,28129
1991-05-31,91485,8125,17440,3149,54483,44089,25728,26807
1991-06-14,91953,19823,11956,2258,34066,52219,35806,25520
1991-06-28,87349,18540,9247,5574,34622,48041,28613,24487
1991-07-15,95164,19663,9095,6785,36268,54405,32448,24879
1991-07-31,87490,12649,15454,6959,42988,36950,24894,28127
1991-08-15,101756,12421,27321,6781,62082,33916,20472,33738
1991-08-30,107993,7227,31854,7122,73497,33794,20147,35223
1991-09-16,107449,7736,29869,8244,70495,36166,20974,33170
1991-09-30,97904,9403,20755,7224,55772,40650,25505,29275
1991-10-15,92152,11464,9834,9873,44529,48658,26286,23787
1991-10-31,100311,13595,10032,11172,47307,54327,28237,24780
1991-11-15,103034,10191,13131,11186,56116,50752,25541,27965
1991-11-29,115496,32242,4002,12829,34930,75660,35495,23005
1991-12-13,103659,16792,6313,12304,46254,61304,28309,23738
1991-12-31,114144,9018,13620,12697,70346,57166,22083,30661
1992-01-15,104052,11190,15685,8932,60556,48784,23374,30651
1992-01-31,102940,13351,12438,10418,54833,53562,24338,26522
1992-02-14,100473,13917,13429,10479,52162,50194,23915,26371
1992-02-28,102931,12912,19139,10860,55362,47033,23797,25899
1992-03-13,113645,11724,26279,10541,62242,48439,29138,28386
1992-03-31,103658,10876,23488,8247,60693,42566,23842,29357
1992-04-15,109312,4260,29372,8526,72591,42019,23935,29395
1992-04-30,113724,9025,27004,10019,68658,46656,26022,30045
1992-05-15,109747,10494,18809,8375,61619,52312,29259,30251
1992-05-29,102788,6295,22164,7629,61668,45653,27196,27342
1992-06-15,103229,16252,9864,8989,44841,60652,33147,23724
1992-06-30,91162,13062,9401,8908,36761,51484,32431,21369
1992-07-15,111763,29782,5632,10521,31806,74286,39654,21324
1992-07-31,112384,32345,6932,9586,32110,76128,38343,19738
1992-08-14,102784,6668,19887,9825,60889,44540,25402,28532
1992-08-31,99349,6194,19845,8798,60763,44304,23594,26402
1992-09-15,100717,5167,13592,9023,59957,53290,26570,24812
1992-09-30,99191,6206,8706,10547,56577,56161,25861,23777
1992-10-06,101946,6573,8550,11071,55250,59291,29052,23034
1992-10-13,101717,5552,10250,10321,63340,56536,22504,24610
1992-10-20,99420,3774,12210,9818,64490,52513,21338,24879
1992-10-27,108776,3248,18553,7615,74709,51524,23204,31084
1992-11-03,106734,3350,20778,6754,72969,49814,23661,29388
1992-11-10,116747,5307,27347,6870,76352,50427,28218,32103
1992-11-17,112935,4157,25377,7370,72936,47126,28472,33062
1992-11-24,108774,3396,23825,7217,70339,46797,27822,30935
1992-12-01,98384,2612,24775,6462,64665,39077,24645,28070
1992-12-08,96886,3555,22253,5895,59900,40700,27536,28038
1992-12-15,99913,3231,22110,6536,63847,43574,26299,27693
1992-12-22,103836,6638,21541,7375,63632,46547,26191,28373
1992-12-29,107682,5600,24445,7460,70347,47847,24275,27930
1993-01-05,113329,5051,26772,7355,76298,48961,24625,30241
1993-01-12,113657,3937,31804,6072,78498,43962,25150,31819
1993-01-19,115828,3271,31316,6670,79009,45458,26878,32384
1993-01-26,109548,3778,25046,6262,71146,46785,28362,31455
1993-02-02,104396,4374,22919,7359,69104,45450,23559,28668
1993-02-09,113003,4978,23564,6394,77411,51955,24220,31090
1993-02-16,111624,6559,17211,6920,66797,62861,31348,24632
1993-02-23,108001,6419,15221,6113,66329,58746,29140,27921
1993-03-02,109864,5831,19213,6335,71241,58300,26457,26016
1993-03-09,118364,5010,29273,5694,80433,49849,27227,33548
1993-03-16,118169,10013,25153,6099,73169,53417,28888,33500
1993-03-23,112481,16471,14010,5881,52355,64122,37774,28468
1993-03-30,127614,32032,9314,6634,45502,86772,43446,24894
1993-04-06,134202,44080,3972,6386,40345,100146,43391,23698
1993-04-13,134188,44184,3174,5975,41368,102372,42661,22667
1993-04-20,137431,43522,7029,6281,43678,101029,43950,23092
1993-04-27,156996,57655,7490,7080,49008,121077,43253,21349
1993-05-04,164403,65914,9316,8178,41121,121269,49190,25640
1993-05-11,167088,65778,11210,8110,41612,123213,51588,24555
1993-05-18,178417,73031,5758,8395,38596,137038,58395,27226
1993-05-25,174530,61808,8643,8670,41338,128913,62714,28304
1993-06-01,175145,61163,10146,10300,46439,126824,57243,27875
1993-06-08,171089,56205,9226,9743,49340,123911,55801,28209
1993-06-15,164461,49164,10595,9872,56725,114096,48700,29898
1993-06-22,167368,54439,11130,10460,53056,114832,49413,30946
1993-06-29,174697,60965,12036,10791,47144,123614,55797,28256
1993-07-06,199471,73775,17138,12745,48718,138294,64233,31294
1993-07-13,204057,76537,13336,13834,49761,143151,63925,33736
1993-07-20,204642,74337,9855,14117,51185,146683,65003,33987
1993-07-27,197704,69330,10481,12979,49019,140657,66376,33587
1993-08-03,206869,82076,12479,12848,37142,150213,74803,31329
1993-08-10,176847,55725,13359,13538,51696,116081,55888,33869
1993-08-17,172814,41868,12872,14559,60168,112831,56219,32552
1993-08-24,172556,44404,11738,14290,62404,118570,51458,27958
1993-08-31,175913,48894,12805,13770,63290,119754,49959,29584
1993-09-07,179032,45493,18741,13229,78805,114683,41505,32379
1993-09-14,171512,38360,17840,10438,80158,107192,42556,36042
1993-09-21,159931,32735,16165,10375,75554,103273,41267,30118
1993-09-28,154198,31272,15137,9882,72225,100288,40819,28891
1993-10-05,151216,29815,16588,9378,73281,95448,38742,29802
1993-10-12,151204,36607,10716,8764,60068,103903,45765,27821
1993-10-19,149633,37249,9111,8594,57287,106630,46503,25298
1993-10-26,154785,41405,10361,9626,56961,108815,46793,25983
1993-11-02,146843,37080,11946,9599,56427,97575,43737,27723
1993-11-09,154670,44920,13504,8338,48124,104921,53288,27907
1993-11-16,151618,41735,6983,8016,45116,109067,56751,27552
1993-11-23,154281,42924,7011,11238,45351,108417,54768,27615
1993-11-30,147175,35713,11162,12475,54605,97414,44382,26124
1993-12-07,142524,40747,8594,11936,41318,98989,48523,23005
1993-12-14,156428,52864,7980,12159,37153,110796,54252,25493
1993-12-21,159335,53916,8322,12158,38474,112882,54787,25973
1993-12-28,159847,54009,8224,12248,40212,113683,53378,25692
1994-01-04,170497,59294,9532,20268,31550,115035,59385,25662
1994-01-11,157271,50144,8811,16975,36364,99590,53788,31895
1994-01-18,159083,51621,6893,15900,32632,109092,58930,27198
1994-01-25,147945,38287,9784,9176,45607,97420,54875,31565
1994-02-01,134302,35258,14480,7312,42783,82628,48949,29882
1994-02-08,136106,34704,14233,7568,49322,86181,44512,28124
1994-02-15,140211,34398,13788,7273,52011,89918,46529,29232
1994-02-22,139965,30012,17832,7417,55220,85071,47316,29645
1994-03-01,148260,33205,25729,6460,59637,81717,48958,34354
1994-03-08,146116,28210,27146,5481,65989,79981,46436,33508
1994-03-15,142387,35954,15216,6853,49538,91010,50042,29308
1994-03-22,147001,37614,15374,7723,47872,96175,53792,27729
1994-03-29,147441,39949,16234,7580,44989,98182,54923,25445
1994-04-05,138683,35281,17876,8547,42664,89039,52191,23221
1994-04-12,140190,30231,27193,8618,53837,76023,47504,28356
1994-04-19,150065,25666,42487,9186,68830,64190,46383,34202
1994-04-26,149682,21360,48075,9300,74124,61806,44898,30501
1994-05-03,150507,23855,49230,6988,74892,61492,44772,32797
1994-05-10,142039,25958,34299,6075,63828,71306,46178,30359
1994-05-17,144784,30099,32281,7749,58995,75802,47941,28952
1994-05-24,154408,37509,29218,7872,60829,89041,48198,28277
1994-05-31,148143,45219,23705,6783,53859,92327,42282,25328
1994-06-07,136615,31353,25920,7108,58939,79078,39215,24509
1994-06-14,138822,33843,23618,7278,55774,81599,41927,26327
1994-06-21,161383,55391,21845,7373,45752,107129,52867,25036
1994-06-28,148851,39328,23394,9670,51710,89550,48143,26237
1994-07-05,146005,36631,23603,8720,51644,87620,49010,26062
1994-07-12,145019,32962,23307,8727,56076,87407,47254,25578
1994-07-19,153041,33006,22995,8738,68665,94952,42632,26356
1994-07-26,149109,34041,22650,7980,62897,92908,44191,25571
1994-08-02,145660,33034,37935,7563,65127,66527,39936,33635
1994-08-09,155058,32524,46074,9466,73031,65591,40037,33927
1994-08-16,160298,27649,45377,10458,79665,64758,42526,39705
1994-08-23,156684,30405,38306,9751,75417,73616,41111,35011
1994-08-30,156676,38628,23584,8304,65755,95446,43989,29342
1994-09-06,157364,40107,21267,9023,62716,99828,45518,27246
1994-09-13,159123,42907,11099,8863,57174,109582,50179,29579
1994-09-20,174646,58124,11079,8166,53595,129859,54761,25542
1994-09-27,184697,66886,8688,9938,53032,137926,54841,28145
1994-10-04,188054,66676,9236,9647,56367,141031,55364,28140
1994-10-11,164252,38255,10971,12277,64796,111155,48924,29849
1994-10-18,156161,32979,15993,12512,63875,99679,46795,27977
1994-10-25,157554,35388,13717,11031,64591,104776,46544,28030
1994-11-01,163943,30039,37703,11225,79368,81999,43311,33016
1994-11-08,166608,30702,41118,10542,79173,80941,46191,34007
1994-11-15,166090,26522,41122,12291,80445,77390,46832,35287
1994-11-22,170691,23152,37251,17037,82960,75907,47542,40496
1994-11-29,172690,19279,39679,16944,94165,78915,42302,37152
1994-12-06,180619,14632,59710,17657,112946,64192,35384,39060
1994-12-13,179346,14093,60972,17518,109896,61920,37839,38936
1994-12-20,175686,14095,54202,18599,104448,66311,38544,36574
1994-12-27,179759,13482,53710,18282,110098,71461,37897,36306
1995-01-03,178399,13004,47070,19506,107348,75580,38541,36243
1995-01-10,196271,14517,64096,15927,130319,73773,35508,42475
1995-01-17,188429,15750,53584,15436,121211,80263,36032,39146
1995-01-24,175858,16319,38233,15456,109250,84863,34833,37306
1995-01-31,171777,14708,45288,15587,110145,76920,31337,33982
1995-02-07,172009,15943,47046,15148,107861,71652,33057,38163
1995-02-14,171401,15637,44891,14972,108789,75137,32003,36401
1995-02-21,169377,15597,39363,15542,101870,80903,36368,33569
1995-02-28,174285,14603,43836,15104,110501,81075,34077,34270
1995-03-07,168151,15813,25347,17058,92777,94106,42503,31640
1995-03-14,167938,19918,12967,16618,88890,107100,42512,31253
1995-03-21,168138,15352,11719,17240,93215,107852,42331,31327
1995-03-28,162245,12659,11818,17428,89743,105159,42415,27840
1995-04-04,187495,39871,6180,15306,83346,138602,48972,27407
1995-04-11,191233,43265,6820,14895,83303,144141,49770,25377
1995-04-18,198168,44945,6259,14921,85055,151666,53247,25322
1995-04-25,196084,42702,6829,15745,86275,148863,51362,24647
1995-05-02,177178,25653,6962,15517,91720,128869,44288,25830
1995-05-09,170206,12615,13750,15103,103960,111444,38528,29909
1995-05-16,173860,13179,19220,14993,108613,107049,37075,32598
1995-05-23,181812,11361,21878,15522,117613,110597,37316,33815
1995-05-30,159456,11716,17770,11700,99640,98694,36400,31292
1995-06-06,170887,13907,18187,9288,109786,110995,37906,32417
1995-06-13,164848,17242,12814,7377,102130,115450,38099,29207
1995-06-20,183209,33046,6879,6166,103006,141191,40991,28973
1995-06-27,177052,29025,7584,5428,104276,136051,38323,27989
1995-07-03,175928,18389,21962,5374,120041,117925,32124,30667
1995-07-11,184850,14673,26780,5330,129634,118300,35213,34440
1995-07-18,171900,20360,12480,5591,107914,121954,38035,31875
1995-07-25,168448,16627,14624,5554,108254,112565,38013,35705
1995-08-01,170099,13084,40233,5579,117679,87760,33757,36527
1995-08-08,177811,15272,46262,8190,117389,86027,36960,37332
1995-08-15,173296,14838,32053,5889,114219,101377,38350,33977
1995-08-22,175852,12195,45313,5993,121716,90693,35948,33853
1995-08-29,177422,11333,47660,6183,122962,88188,36944,35391
1995-09-05,183988,12639,53989,6342,126514,83849,38493,39808
1995-09-12,186741,15444,44478,7415,122310,96028,41572,38820
1995-09-19,188070,16915,38672,7032,121328,105347,42795,37019
1995-09-26,184643,14513,41360,6537,124246,101213,39347,35533
1995-10-03,180193,13167,44756,5998,123498,92411,37530,37028
1995-10-10,180595,15392,40580,5824,119805,99354,39574,34837
1995-10-17,181415,13493,41915,6677,123875,99061,37370,33762
1995-10-24,191143,13266,54685,6714,134142,93322,37021,36422
1995-10-31,192942,14314,52940,7216,134532,96123,36880,36663
1995-11-07,187463,15493,41697,9729,120337,100476,41904,35561
1995-11-14,172130,23423,15186,8095,96779,118017,43833,30832
1995-11-21,155570,17247,14347,8705,88430,102092,41188,30426
1995-11-28,150937,14863,17285,10275,84850,89721,40949,33656
1995-12-05,139049,15236,15528,10849,76282,86287,36682,26385
1995-12-12,144601,24462,13377,10230,69524,95566,40385,25428
1995-12-19,142709,16148,13121,11125,76641,93422,38795,25041
1995-12-26,141213,15493,13233,11278,75655,92325,38787,24377
1996-01-02,148656,22223,11829,11590,73546,99829,41297,25408
1996-01-09,196205,56064,6413,12346,75052,147039,52743,30407
1996-01-16,213033,64825,6689,12995,79728,165217,55485,28132
1996-01-23,226823,72631,3289,13299,78002,176451,62891,33784
1996-01-30,223800,73978,6284,14140,77403,171610,58279,31766
1996-02-06,235728,72958,9113,14133,89164,183472,59473,29010
1996-02-13,224779,55477,6884,11783,95235,174281,62284,31831
1996-02-20,221187,49123,8013,10713,100192,171978,61159,30483
1996-02-27,220205,44106,5830,11621,102754,175501,61724,27253
1996-03-05,206708,32146,9856,13511,100702,152643,60349,30698
1996-03-12,208236,34232,9423,10725,98394,156826,64885,31262
1996-03-19,197708,29171,12107,9063,97546,147751,61928,28787
1996-03-26,201147,39469,7768,9681,84317,154441,67680,29257
1996-04-02,189385,36397,11592,9740,88576,140144,54672,27909
1996-04-09,202031,42220,12257,9574,92202,149859,58035,30341
1996-04-16,201839,24271,17681,10174,109777,138722,57617,35262
1996-04-23,203351,24144,23597,10075,114426,137205,54706,32474
1996-04-30,206658,24448,25486,11107,115145,138926,55958,31139
1996-05-07,201442,25875,21051,10282,104407,137787,60878,32322
1996-05-14,205744,23187,28223,8977,112867,135835,60713,32709
1996-05-21,205874,23277,34180,9792,115820,127772,56985,34130
1996-05-28,202685,23843,31809,11064,109750,126013,58028,33799
1996-06-04,183865,25230,37997,10547,97804,103709,50284,31612
1996-06-11,189544,16825,53384,10725,114523,92795,47471,32640
1996-06-18,192486,18772,50728,11717,117940,98312,44057,31729
1996-06-25,194460,18980,49010,10613,118840,99091,46027,35746
1996-07-02,196152,13499,52310,11027,126988,95449,44638,37366
1996-07-09,197471,13856,49630,11414,126504,99214,45697,37213
1996-07-16,187816,10183,42189,12896,117518,97101,47219,35630
1996-07-23,176128,10760,38907,12730,106893,89040,45745,35451
1996-07-30,169384,11780,35384,11502,105049,91351,41053,31147
1996-08-06,158371,14155,17964,10825,89608,101842,43783,27740
1996-08-13,160705,13969,17399,11776,90375,104334,44585,27196
1996-08-20,157653,12948,19352,12479,90037,99636,42189,26186
1996-08-27,160819,14313,16841,12458,90764,105725,43284,25795
1996-09-03,162775,10839,27442,13787,95941,93677,42208,27869
1996-09-10,186183,10988,58020,12871,120065,83328,42259,31964
1996-09-17,191988,11628,63874,12076,126902,82889,41382,33149
1996-09-24,189340,9958,65772,11440,128476,78937,39466,33191
1996-10-01,197398,10856,69120,11065,139012,82577,36465,34636
1996-10-08,193843,12001,66246,10964,133689,82330,37189,34303
1996-10-15,196753,14657,65430,9996,132953,88501,39147,32826
1996-10-22,187813,12240,48255,10244,122605,95927,42724,33387
1996-10-29,187475,10169,54543,10753,125555,88769,40998,33410
1996-11-05,193964,10481,64187,11194,134149,83834,38140,34749
1996-11-12,189454,13614,53794,11580,124540,90543,39720,33537
1996-11-19,175954,10143,50202,11944,113842,81820,40025,31988
1996-11-26,191221,10662,65255,12355,133250,81260,34954,32351
1996-12-03,188166,11865,65840,11789,129083,78002,35429,32535
1996-12-10,185516,13689,51181,12413,124975,89990,34439,31932
1996-12-17,185415,12219,49246,11174,126060,91688,35962,33307
1996-12-24,186187,11874,49415,11925,129300,92681,33088,32166
1996-12-31,189805,11848,53773,12388,132509,89076,33060,34568
1997-01-07,201412,11368,59524,13493,142810,92461,33741,35934
1997-01-14,204117,7643,60612,13077,148436,91838,34961,38590
1997-01-21,205471,7815,58085,13451,146541,92667,37664,41268
1997-01-28,189160,10226,49182,13256,131672,89781,34006,36941
1997-02-04,191347,7438,55221,13834,135757,89711,34318,32581
1997-02-11,195275,8403,55053,12010,139125,94371,35737,33841
1997-02-18,194794,14150,48011,12969,131009,99942,36666,33872
1997-02-25,184459,14009,35250,13671,121543,103504,35236,32034
1997-03-04,174030,21214,18641,13700,100996,112632,38120,29057
1997-03-11,170832,15219,16432,14227,99498,110335,41888,29838
1997-03-18,172691,12800,23671,13631,101843,99951,44417,35438
1997-03-25,163639,16865,23580,12660,96276,97554,37838,29845
1997-04-01,152107,10496,19958,11560,95210,92335,34841,28254
1997-04-08,148359,10019,18882,12046,91818,89007,34476,28424
1997-04-15,159410,8895,37248,12228,101797,74791,36490,35143
1997-04-22,162911,9131,46631,11809,104100,70038,37871,34433
1997-04-29,163585,8071,48003,12234,105901,69213,37379,34135
1997-05-06,168134,8661,48910,12728,107085,70016,39660,36480
1997-05-13,162528,14204,31887,11941,93680,81341,42703,37359
1997-05-20,159466,10213,40450,12352,97955,72917,38946,33747
1997-05-27,158811,10253,39801,12288,97036,72994,39234,33728
1997-06-03,150801,8479,39277,12889,96893,68789,32540,29846
1997-06-10,160675,7903,44095,12983,104606,71374,35183,32223
1997-06-17,164407,8277,45856,12707,109496,73328,33927,32516
1997-06-24,185491,9490,64083,13310,125591,70159,37100,37939
1997-07-01,196108,5230,72241,14239,139801,69136,36838,40492
1997-07-08,217966,6339,78779,19518,157324,78253,34785,41416
1997-07-15,217370,7397,81985,17717,156780,74629,35476,43039
1997-07-22,204631,10794,72280,20306,140751,72776,32780,39269
1997-07-29,194719,11544,68170,13463,133032,72713,36680,40373
1997-08-05,197799,6513,77419,12110,147444,70830,31732,37440
1997-08-12,196685,14018,63722,13153,129979,79231,39535,40579
1997-08-19,201656,7183,63592,13664,140302,84641,40507,39759
1997-08-26,196870,7589,59131,13491,133381,85437,42409,38811
1997-09-02,195898,6674,66468,13110,138746,82096,37368,34224
1997-09-09,202432,6595,66009,12856,144584,85178,38397,38389
1997-09-16,205520,4357,66787,11896,148037,84679,41230,42158
1997-09-23,201439,4678,67575,11728,146080,83998,38953,38138
1997-09-30,182284,22302,42134,12732,100304,101704,46946,25714
1997-10-07,182549,41536,38086,12543,79426,106616,49044,25304
1997-10-14,176930,30291,38030,11998,85885,95722,48756,31180
1997-10-21,175223,13909,43706,12623,102442,87675,46249,31219
1997-10-28,217825,7117,71623,15011,147762,89397,47935,41794
1997-11-04,217937,8017,71591,16039,151730,91958,42151,38349
1997-11-11,214765,8834,68744,16429,147357,90349,42145,39243
1997-11-18,214353,13705,64354,14987,140488,92443,45173,42569
1997-11-25,192531,9687,69449,15961,133374,73859,33509,33262
1997-12-02,194540,10682,71170,15420,133401,71488,35037,36462
1997-12-09,197049,10623,73243,15614,132395,71638,38417,36554
1997-12-16,187364,9866,68635,16162,123302,64942,38034,37625
1997-12-23,183073,10200,61984,16929,109997,64425,45947,39735
1997-12-30,177704,9580,60624,16667,109536,65092,41921,35321
1998-01-06,189409,9714,68298,19237,121497,65006,38961,36868
1998-01-13,191691,9852,68380,16016,123854,68498,41969,38797
1998-01-20,181245,10105,61779,16726,111193,65943,43221,36797
1998-01-27,162174,12390,36522,16221,92532,77266,41031,32165
1998-02-03,164191,14549,38547,15078,95566,80855,38998,29711
1998-02-10,169296,15393,36662,16368,96853,87563,40682,28703
1998-02-17,172572,14602,38649,16651,101077,85270,40242,32002
1998-02-24,178732,13023,46469,17835,112478,81205,35396,33223
1998-03-03,181113,15161,43053,17991,108038,87020,39923,33049
1998-03-10,184128,13496,48149,18393,113872,83364,38367,34222
1998-03-17,200258,7047,58345,18815,135033,83753,39363,39345
1998-03-24,172915,6820,48971,16625,109127,72431,40343,34888
1998-03-31,161065,14151,35778,16721,90868,79111,39325,29455
1998-04-07,180125,35912,30665,17882,80360,104876,45971,26702
1998-04-14,182619,39334,31138,17225,79027,107599,47033,26657
1998-04-21,184930,41712,29121,16954,76768,112982,49496,25873
1998-04-28,183719,41569,23684,16503,77633,114737,48014,28795
1998-05-05,173676,33098,27867,15266,81123,98834,44189,31709
1998-05-12,156329,12860,31575,16058,87130,76681,40281,32015
1998-05-19,154467,12490,29737,14879,86888,78181,40210,31670
1998-05-26,149778,11717,33923,14462,85218,69898,38381,31495
1998-06-02,171275,7556,60612,15217,115290,58744,33212,36702
1998-06-09,171755,7000,58174,16308,114066,61281,34381,35992
1998-06-16,182514,5082,65909,17186,127101,63397,33145,36022
1998-06-23,167070,5441,42956,16326,111188,73389,34115,34399
1998-06-30,164716,5022,40939,15542,111528,77599,32624,30636
1998-07-07,167652,8467,42482,16866,110070,78169,32249,30135
1998-07-14,171176,6518,44177,18329,111476,76352,34853,32318
1998-07-21,170503,6425,40077,17941,111414,81205,34723,31280
1998-07-28,164221,7801,47568,16376,107815,67478,32229,32799
1998-08-04,179832,8618,67413,15518,124980,62611,30716,34290
1998-08-11,185167,9059,68769,16459,129913,65851,29736,34088
1998-08-18,195394,12089,71699,18020,133248,68147,32037,37528
1998-08-25,199774,10539,72049,16474,139764,72597,32997,38654
1998-09-01,207005,6779,76568,17178,150324,73995,32724,39264
1998-09-08,197099,7890,59215,16055,133363,81709,39791,40120
1998-09-15,173813,10405,30520,16957,109857,93866,36594,32470
1998-09-22,174705,13273,32286,17540,106870,96553,37022,28326
1998-09-29,175102,18982,24893,18329,97831,104569,39960,27311
1998-10-06,190174,36588,12919,19886,90267,132205,43433,25164
1998-10-13,187179,32954,12822,19568,92675,129522,41982,25267
1998-10-20,184842,29034,13243,20750,94588,123504,40470,27345
1998-10-27,184784,21174,13968,20406,106270,123022,36934,27388
1998-11-03,180415,9917,27612,21212,113225,100392,36061,31199
1998-11-10,172069,11354,18465,20259,100977,103687,39479,29658
1998-11-17,153511,15147,11960,19345,81854,96527,37165,25679
1998-11-24,150873,17284,10369,19069,76749,94409,37771,27026
1998-12-01,143535,12857,16775,20752,82066,80961,27860,25047
1998-12-08,145386,12306,17456,20964,82599,83223,29517,23743
1998-12-15,148455,8951,23617,20417,91654,77427,27433,26994
1998-12-22,158623,8703,35495,20515,101641,72653,27764,29960
1998-12-29,162536,8174,42760,20617,106847,69641,26898,29518
1999-01-05,173200,9127,53151,20578,115550,68930,27945,30541
1999-01-12,172413,11435,53161,17498,114634,74034,28846,27720
1999-01-19,184145,9596,64878,18845,124609,69290,31095,31132
1999-01-26,181330,9861,70853,15552,125046,60260,30871,34665
1999-02-02,181292,13654,73572,17962,122419,59582,27257,30176
1999-02-09,181688,10261,71310,17691,126315,64297,27421,28390
