report_date,open_interest_all,noncomm_positions_long_all,noncomm_positions_short_all,noncomm_postions_spread_all,comm_positions_long_all,comm_positions_short_all,nonrept_positions_long_all,nonrept_positions_short_all
2012-08-28,311925,45927,147488,3467,224688,97055,37843,63915
2012-09-04,314363,46580,148886,3578,225276,100488,38929,61411
2012-09-11,332637,43180,136838,16083,230240,117157,43134,62559
2012-09-18,234394,48817,122299,1411,140884,53819,43282,56865
2012-09-25,218363,53345,103583,1694,119654,59930,43670,53156
2012-10-02,217516,48335,98600,2395,123654,64024,43132,52497
2012-10-09,227541,39946,112516,3202,142542,60144,41851,51679
2012-10-16,219809,42041,95536,3420,131046,63590,43302,57263
2012-10-23,216842,38171,93390,3069,133705,64140,41897,56243
2012-10-30,221524,38189,96393,2863,139267,64121,41205,58147
2012-11-06,227725,45212,112353,2672,143191,54864,36650,57836
2012-11-13,231660,39863,123509,2568,150428,48432,38801,57151
2012-11-20,232328,36692,128092,2846,155028,45063,37762,56327
2012-11-27,210234,35799,102492,3742,130148,50616,40545,53384
2012-12-04,217546,48300,81095,4540,117877,78193,46829,53718
2012-12-11,241932,51536,83159,9628,133355,98757,47413,50388
2012-12-18,193681,69460,79196,2993,71803,64052,49425,47440
2012-12-24,202591,75072,77621,2851,72084,76154,52584,45965
2012-12-31,207608,81932,76806,2969,71891,82481,50816,45352
2013-01-08,194251,66329,74364,2725,77301,67829,47896,49333
2013-01-15,211373,80174,72859,2810,73119,88184,55270,47520
2013-01-22,216059,83840,62459,3807,74708,102356,53704,47437
2013-01-29,237856,93791,66319,4668,81422,116865,57975,50004
2013-02-05,251236,97397,59445,5548,89236,131946,59055,54297
2013-02-12,239566,87135,62954,4132,92973,126202,55326,46278
2013-02-19,234039,81014,61911,4930,91704,118002,56391,49196
2013-02-26,230567,74832,84226,5803,101311,93280,48621,47258
2013-03-05,218469,63355,89471,6755,107811,69195,40548,53048
2013-03-12,213113,57473,82260,7701,104909,68989,43030,54163
2013-03-19,195073,48958,93842,5562,102319,44157,38234,51512
2013-03-26,204257,41260,90355,6404,117345,54862,39248,52636
2013-04-02,235871,44459,110160,6015,147918,63699,37479,55997
2013-04-09,220353,35343,86201,5533,141694,72488,37783,56131
2013-04-16,215657,49321,79085,5758,121372,76858,39206,53956
2013-04-23,220051,47807,82082,5603,127780,78147,38861,54219
2013-04-30,222618,56771,86920,5367,113781,77610,46699,52721
2013-05-07,214597,52517,86050,5894,115146,69030,41040,53623
2013-05-14,232417,52843,99764,6696,132700,65854,40178,60103
2013-05-21,265194,43037,123986,5979,177851,69705,38327,65524
2013-05-28,264212,36916,121560,6565,180752,70174,39979,65913
2013-06-04,240733,43804,95425,7766,148967,78413,40196,59129
2013-06-11,260418,68956,76489,14860,128701,106793,47901,62276
2013-06-18,213331,91304,71274,4883,64586,80432,52558,56742
2013-06-25,211651,87192,69835,5051,70649,86799,48759,49966
2013-07-02,196064,59270,75360,5948,88115,61074,42731,53682
2013-07-09,225051,52159,93059,6299,124661,62042,41932,63651
2013-07-16,220137,53228,90393,5735,126783,65982,34391,58027
2013-07-23,219429,63130,91030,5637,109572,68740,41090,54022
2013-07-30,222957,78211,86715,4880,96694,73239,43172,58123
2013-08-06,228726,85239,79178,5302,90858,86556,47327,57690
2013-08-13,225665,89984,73927,5258,85283,87207,45140,59273
2013-08-20,249660,113092,76346,5839,78210,109391,52519,58084
2013-08-27,248672,113592,73511,5664,78540,114408,50876,55089
2013-09-03,244563,98589,75851,6755,99298,107939,39921,54018
2013-09-10,257969,82772,70076,9079,122829,123285,43289,55529
2013-09-17,218264,100963,69056,3547,73890,94356,39864,51305
2013-09-24,254464,129862,64018,3662,72759,138915,48181,47869
2013-10-01,255067,128580,60304,5366,73837,140700,47284,48697
2013-10-08,263859,127301,58618,6565,81614,147287,48379,51389
2013-10-15,257199,121327,60953,6042,84477,138835,45353,51369
2013-10-22,278139,137061,64627,5763,82406,153006,52909,54743
2013-10-29,282923,136054,65437,5808,87462,156340,53599,55338
2013-11-05,252554,103333,70190,6975,93269,124922,48977,50467
2013-11-12,229166,86121,69295,7399,97194,93189,38452,59283
2013-11-19,232326,81070,72159,7361,105889,95999,38006,56807
2013-11-26,243049,74118,74549,10456,120631,99633,37844,58411
2013-12-03,253653,82230,72918,10180,120205,109636,41038,60919
2013-12-10,302100,91669,75739,8285,152652,149951,49494,68125
2013-12-17,230955,97780,69857,3934,83222,97675,46019,59489
2013-12-24,240206,102462,70290,4825,87272,106981,45647,58110
2013-12-31,242071,101916,71327,4817,88251,108680,47087,57247
2014-01-07,238570,88119,73621,4954,105422,99143,40075,60852
2014-01-14,243434,87059,77813,5512,107883,98891,42980,61218
2014-01-21,255300,79321,83093,6165,131073,96012,38741,70030
2014-01-28,260799,86963,72616,6663,126816,118340,40357,63180
2014-02-04,274146,67614,81224,8973,160736,119781,36823,64168
2014-02-11,281037,75048,81977,7684,157239,131888,41066,59488
2014-02-18,291360,88634,80035,7108,149375,142788,46243,61429
2014-02-25,296924,93003,79103,7648,149693,149405,46580,60768
2014-03-04,304308,103868,80416,7736,144494,155241,48210,60915
2014-03-11,322020,110103,73718,8421,148565,170697,54931,69184
2014-03-18,264443,117819,64828,4614,91888,130331,50122,64670
2014-03-25,262179,106914,67280,4978,103755,126788,46532,63133
2014-04-01,260075,101849,68611,4294,111333,125794,42599,61376
2014-04-08,261439,92635,69335,5074,120001,125354,43729,61676
2014-04-15,270722,106252,78564,4972,116428,125819,43070,61367
2014-04-22,266259,101204,75430,4597,116984,123395,43474,62837
2014-04-29,271515,102285,76551,6632,118635,124082,43963,64250
2014-05-06,277013,110673,78122,7909,108249,123865,50182,67117
2014-05-13,268142,84383,86558,6715,131899,112028,45145,62841
2014-05-20,268199,75013,84233,6590,145672,114357,40924,63019
2014-05-27,274051,70753,87386,6335,157716,116315,39247,64015
2014-06-03,280747,57109,90134,7714,177505,116655,38419,66244
2014-06-10,331636,43739,100924,22501,224523,136545,40873,71666
2014-06-17,285489,51405,113240,4260,196143,103622,33681,64367
2014-06-24,291244,55062,112565,4893,197697,107032,33592,66754
2014-07-01,291488,52665,113441,5354,196567,105198,36902,67495
2014-07-08,294381,51595,110860,5479,204115,107205,33192,70837
2014-07-15,310661,59506,122352,5590,212426,109017,33139,73702
2014-07-22,339706,58142,146965,5184,239961,108966,36419,78591
2014-07-29,356865,56562,164637,5631,259960,104377,34712,82220
2014-08-05,379004,55179,183926,6607,283373,104329,33845,84142
2014-08-12,376424,51596,177613,6157,282707,107353,35964,85301
2014-08-19,396460,56774,195599,6697,299068,109422,33921,84742
2014-08-26,402709,53989,204646,6029,306073,109975,36618,82059
2014-09-02,419850,59398,220821,7231,317713,108749,35508,83049
2014-09-09,484306,59376,216881,45519,342823,133916,36588,87990
2014-09-16,397652,79552,216701,4985,283275,94029,29840,81937
2014-09-23,398937,60654,202619,8158,297160,106324,32965,81836
2014-09-30,409986,67030,204555,6697,302134,114913,34125,83821
2014-10-07,425656,61467,207679,7667,324023,124709,32499,85601
2014-10-14,434873,60158,215500,6602,337436,132670,30677,80101
2014-10-21,439863,60188,219559,7394,340562,132521,31719,80389
2014-10-28,441369,59054,224761,7802,343150,130765,31363,78041
2014-11-04,465332,59566,238587,7742,367033,129740,30991,89263
2014-11-11,463976,60454,224347,6928,365507,142559,31087,90142
2014-11-18,465168,58048,226778,9306,365846,141782,31968,87302
2014-11-25,465339,57982,223062,9076,366561,144526,31720,88675
2014-12-02,462058,57272,216551,12321,358219,143333,34246,89853
2014-12-09,477861,58306,195218,18529,367178,174825,33848,89289
2014-12-16,368171,56179,182834,9077,268612,95144,34303,81116
2014-12-23,376849,40690,187294,9848,295843,99595,30468,80112
2014-12-30,386295,43202,195421,9745,302896,101172,30452,79957
2015-01-06,406624,46016,207056,7171,322212,105617,31225,86780
2015-01-13,422426,50858,218709,7111,331934,106709,32523,89897
2015-01-20,450262,52047,232777,9226,350433,114236,38556,94023
2015-01-27,449726,50489,235234,8949,355311,111048,34977,94495
2015-02-03,457209,47719,244028,8168,366203,113239,35119,91774
2015-02-10,444139,47217,241858,7686,355674,110223,33562,84372
2015-02-17,438411,47175,232757,7500,349201,111559,34535,86595
2015-02-24,431217,45511,223247,6845,343315,116354,35546,84771
2015-03-03,440733,48467,220856,9169,347041,122394,36056,88314
2015-03-10,496465,61271,242344,25191,369650,136170,40353,92760
2015-03-17,449508,56329,250103,7806,348754,101065,36619,90534
2015-03-24,460950,50148,271111,6291,366788,94933,37723,88615
2015-03-31,459746,41709,268269,7236,372420,97951,38381,86290
2015-04-07,441624,39444,254702,7616,356228,96223,38336,83083
2015-04-14,453518,45264,257611,9581,358360,101060,40313,85266
