opt_type,entry_date,exp_date,exit_date,exit_reason,days_held,dte_at_entry,width,width_pct,contracts,net_credit,realized_pnl,realized_pnl_sized,ret_on_credit,ret_on_max_loss,win,loss_amount,cell
put,1994-01-27,1994-03-04,1994-01-31,early_25%,4,36,0.2686382484436045,0.01,80.40230424547092,1.98891586297189,0.816007671192478,65.60889704585581,0.4102776222887468,0.0328044485229279,True,0.0,1pct_UNFILTERED_early25pct
put,1994-02-01,1994-03-10,1994-02-02,early_25%,1,37,0.2698689460754409,0.01,80.0800171293813,2.0210127677805856,0.4819166954417431,38.59189722590962,0.23845306824606025,0.01930301114676381,True,0.0,1pct_UNFILTERED_early25pct
call,1994-01-27,1994-03-04,1994-02-07,early_25%,11,36,0.2686382484436045,0.01,79.7669339637636,1.7907789014318036,0.36784692815471387,29.342021626890357,0.2054116942413185,0.014671010813445177,True,0.0,1pct_UNFILTERED_early25pct
call,1994-02-08,1994-03-17,1994-02-17,early_25%,9,37,0.2656494331359873,0.01,80.56864844364107,1.8007627114480562,0.47762995554665433,38.4819999745903,0.26523758655718466,0.019287129391439423,True,0.0,1pct_UNFILTERED_early25pct
call,1994-02-18,1994-03-25,1994-02-28,early_25%,10,35,0.26371549606323086,0.01,81.24146183422464,1.7866656356252988,0.5828646138458449,47.35277328027729,0.32623038257623027,0.02370825156386945,True,0.0,1pct_UNFILTERED_early25pct
put,1994-02-03,1994-03-11,1994-03-09,early_25%,34,36,0.27039621353149457,0.01,79.95056869836054,2.0230589059035804,1.1532141401729923,92.2001263378216,0.5700348797594305,0.04609802576212672,True,0.0,1pct_UNFILTERED_early25pct
put,1994-03-10,1994-04-15,1994-03-11,early_25%,1,36,0.2621332359313975,0.01,83.3107109014361,2.125656909526706,0.6265115057516843,52.19511893210199,0.2947378304296444,0.026009638624645337,True,0.0,1pct_UNFILTERED_early25pct
call,1994-03-01,1994-04-07,1994-03-11,early_25%,10,37,0.2623089790344224,0.01,81.63856932182217,1.7676019457572059,0.42364764460753923,34.58598760231928,0.2396736695297407,0.017317684638257103,True,0.0,1pct_UNFILTERED_early25pct
put,1994-03-14,1994-04-20,1994-03-16,early_25%,2,37,0.2638913536071783,0.01,82.82193413749285,2.1447465119004923,0.942136157575266,78.02953879124927,0.4392762279120925,0.03885996728769776,True,0.0,1pct_UNFILTERED_early25pct
call,1994-03-14,1994-04-20,1994-03-17,early_25%,3,37,0.2638913536071783,0.01,81.56446653451421,1.7709742698114275,0.5806876610111313,47.363479293547755,0.3278916418548321,0.02358777566150662,True,0.0,1pct_UNFILTERED_early25pct
call,1994-03-18,1994-04-22,1994-03-23,early_25%,5,35,0.2657672119140635,0.01,81.1355149958804,1.8015351198781997,0.5375669152133855,43.61576851058481,0.2983938027529155,0.02169779527230925,True,0.0,1pct_UNFILTERED_early25pct
call,1994-03-24,1994-04-29,1994-03-25,early_25%,1,36,0.2624074935913079,0.01,82.24672830888973,1.7790083544393716,0.3705447099315313,30.47609008403501,0.20828722305146402,0.015147928753741038,True,0.0,1pct_UNFILTERED_early25pct
call,1994-03-28,1994-05-04,1994-03-29,early_25%,1,37,0.26028564453125114,0.01,82.68283702407103,1.7603478799669705,0.4579652216551686,37.865863784806876,0.2601560900926932,0.018870987914361245,True,0.0,1pct_UNFILTERED_early25pct
call,1994-03-30,1994-05-06,1994-04-08,early_25%,9,37,0.2516213417053237,0.01,85.09164975393419,1.665075375756802,0.4093146435812083,34.829258290768585,0.24582349216182997,0.01741982463235854,True,0.0,1pct_UNFILTERED_early25pct
call,1994-04-11,1994-05-18,1994-04-14,early_25%,3,37,0.253919944763183,0.01,84.27781575684499,1.704056167891462,0.28683736336319243,24.17402646170233,0.168326237578257,0.012109004997752455,True,0.0,1pct_UNFILTERED_early25pct
put,1994-03-17,1994-04-22,1994-04-22,early_25%,36,36,0.26582509994506864,0.01,81.96285978930237,2.064298748293174,1.9269779168613432,157.94062081678823,0.9334782179442913,0.07859373987402624,True,0.0,1pct_UNFILTERED_early25pct
call,1994-04-15,1994-05-20,1994-04-28,early_25%,13,35,0.25232847213744947,0.01,84.80618188282455,1.7029338578687576,0.6771779723969875,57.42887829414126,0.39765371348273265,0.028779450317349936,True,0.0,1pct_UNFILTERED_early25pct
call,1994-04-29,1994-06-03,1994-05-06,early_25%,7,35,0.25515779495239244,0.01,84.78084140445037,1.7301310358378932,0.39019734034173803,33.08125882795124,0.22553051315721157,0.016404738387004594,True,0.0,1pct_UNFILTERED_early25pct
