label,sharpe,max_dd,total_return,n_pos_years,n_years
ORB gold RETEST standalone,1.478638302562155,-0.12093632885700137,2.9878413197423446,12,13
VIX+real-yield sleeve standalone,0.4318022004208192,-0.15043489345706704,0.46629509519958257,11,13
"Combined, fixed 50/50",1.3315714631519253,-0.07008250201042614,1.465126707031001,12,13
"Combined, rolling risk-parity",1.3154654863784043,-0.06884798487163428,1.4388405160626716,12,13
