N,K,first_exec,orig_padded_vol_pct,orig_padded_sharpe,orig_padded_cagr_pct,live_vol_pct,live_sharpe,live_cagr_pct,live_maxDD_pct,spy_live_vol_pct,spy_live_sharpe,spy_live_cagr_pct,spy_live_maxDD_pct,leverage_to_match_spy_vol,vol_matched_sharpe,vol_matched_cagr_pct,vol_matched_maxDD_pct,vol_matched_total_return_pct,spy_total_return_pct,vol_matched_beats_spy_cagr
6,3,1999-07-01,13.930464099351683,0.5356793561948331,6.70447256564255,15.493320479847188,0.5959214284923706,8.36009980734682,33.862283990237664,19.225724966626192,0.5184546449634223,8.42649867013552,55.18944351494353,1.2409041039094169,0.5959214284923706,10.078528318545054,40.57596481534203,1250.8409585155841,796.2335965883481,True
6,5,1999-07-01,12.513551425653382,0.5228451104946525,5.926995938081037,13.917533659660766,0.5816401324525983,7.384074978208277,31.98252938113011,19.225724966626192,0.5184546449634223,8.42649867013552,55.18944351494353,1.3814031592645568,0.5816401324525984,9.777746460000758,42.00293278249376,1154.2612177560502,796.2335965883481,True
12,3,2000-01-03,14.08827258102413,0.514286070759819,6.450680522571206,15.81770260417604,0.5775584803485356,8.200974613825984,44.56735432352126,19.269692224434987,0.5111490855955524,8.359518324151093,55.189443514943505,1.2182358403519096,0.5775584803485356,9.711433521123602,51.99936147739891,1077.1398171217656,746.1284140996803,True
12,5,2000-01-03,12.907335999011831,0.5413696596853981,6.3459984106024825,14.49158356957502,0.6079831539699208,8.06682904152327,39.02938862524964,19.269692224434987,0.5111490855955524,8.359518324151093,55.189443514943505,1.3297161163871403,0.6079831539699208,10.355189270544374,49.25201284051318,1275.3817739453561,746.1284140996803,True
