frequency,tag,n_rebalances,first_exec,guard,total_turnover,own_net_cagr_pct,own_net_sharpe,own_maxDD_pct,own_cost_pct_of_gross,own_total_return_pct,own_top_year_share_pct,own_vs_spy_cagr_pp,own_vs_spy_sharpe,own_beats_spy_totret,own_spy_cagr_pct,own_spy_total_return_pct,com_net_cagr_pct,com_net_sharpe,com_maxDD_pct,com_cost_pct_of_gross,com_total_return_pct,com_vs_spy_cagr_pp,com_beats_spy_totret,stress_net_cagr_pct,stress_net_sharpe,stress_maxDD_pct,stress_cost_pct_of_gross,stress_total_return_pct,stress_vs_spy_cagr_pp,stress_beats_spy_totret,_n_obs_own,_n_obs_stress,dsr_common,dsr_stress
weekly,NEW,1299,1999-12-06,PASS,334.2,6.643436239296574,0.5423430206172396,35.383366689302036,11.40018374869376,456.2149942124301,18.629003899933107,-1.8107102095247027,0.026035094664941805,False,8.454146448821277,771.0387687410423,6.66712093628492,0.5475755806316135,35.00943900651592,11.319650694102323,453.9589499044968,-1.8446623797527586,False,5.532793622203425,0.42621799369523244,35.38336668930189,7.484626193419608,71.16316608099982,6.048322869480582,True,6723,2515,0.2846008617414808,0.25419411700073324
bi-weekly,NEW,649,1999-12-13,PASS,234.2,7.0853373575161305,0.5588406341066363,37.91969940329296,7.989929421346931,520.2464580736191,16.940671754371458,-1.400585538723198,0.04141812867244454,False,8.485922896239328,776.4534640205173,7.112981213377356,0.5640967011806661,36.82909553494297,7.922624234866538,518.7658836789917,-1.3988021026603228,False,5.222222121578879,0.39424018910214254,37.919699403293066,5.651397131174929,66.20192561992539,5.737751368856037,True,6718,2515,0.31428860969020234,0.2229185842370492
monthly,reused (sec 12 baseline),299,2000-01-03,PASS,149.0,8.06682904152327,0.6079831539699208,39.02938862524964,4.979343805929426,687.6350276955429,13.827149266104533,-0.4566453876467591,0.09485938688307705,False,8.52347442917003,780.5641068264908,8.317392957021653,0.6294876237497578,39.029388625249624,4.899270735821837,732.3929843553575,-0.19439035901602608,False,9.084933382904659,0.6103677014363583,39.02938862524964,1.825771171259416,138.17622439551317,9.600462630181816,True,6704,2515,0.4419424665610743,0.46824402379174246
bi-monthly,reused (audit 8),150,2000-02-01,PASS,106.19999999999999,7.648843546579709,0.566081815470287,39.02938862524961,3.6344829414611146,606.3344629960599,16.07896461019281,-0.8629397694579701,0.04453888816156526,False,8.511783316037679,772.3705549349031,7.648843546579709,0.566081815470287,39.02938862524961,3.6344829414611146,606.3344629960599,-0.8629397694579701,False,8.609189825917829,0.5863598392638413,39.02938862524961,1.3839577701216799,128.01010907949953,9.124719073194987,True,6684,2515,0.3183622804405964,0.43821150337572723
quarterly,NEW,100,2000-02-01,PASS,83.00000000000001,9.500006882713219,0.6703873294758717,43.12565670160597,2.6934089422339658,1010.2309080600181,12.304347226133936,0.9882235666755399,0.1488444021671499,True,8.511783316037679,772.3705549349031,9.500006882713219,0.6703873294758717,43.12565670160597,2.6934089422339658,1010.2309080600181,0.9882235666755399,True,8.43819354443629,0.5683983498546725,43.12565670160597,1.1656441116617566,124.45262052177992,8.953722791713448,True,6684,2515,0.525803262677555,0.4159625842633738
