multiplier,sharpe,max_dd,phase1_indep,phase2_indep,n_challenges,phase1_chain,funded_chain
1.0,1.7550503828738988,0.03212908789039149,0.0,0.0,94,0.0,0.0
6.0,1.7550503828738986,0.18682729200129558,0.23404255319148937,0.48936170212765956,94,0.23404255319148937,0.1595744680851064
14.0,1.7550503828738986,0.4082591665612093,0.3829787234042553,0.4574468085106383,94,0.3829787234042553,0.22340425531914893
