opt_type,entry_date,exp_date,exit_date,exit_reason,days_held,dte_at_entry,width,width_pct,contracts,net_credit,realized_pnl,realized_pnl_sized,ret_on_credit,ret_on_max_loss,win,loss_amount,cell
put,1994-01-27,1994-03-04,1994-01-31,early_25%,4,36,0.5372764968872055,0.02,39.538393327535424,3.1439048351542596,1.467121815462658,58.007639399170415,0.46665592388729915,0.02900381969958521,True,0.0,2pct_UNFILTERED_early25pct
put,1994-02-01,1994-03-10,1994-02-02,early_25%,1,37,0.5397378921508782,0.02,39.41185008422185,3.2373529521313933,0.9878508372674659,38.9330291039584,0.30514153132950467,0.01947024485810631,True,0.0,2pct_UNFILTERED_early25pct
call,1994-01-27,1994-03-04,1994-02-07,early_25%,11,36,0.5372764968872055,0.02,39.34528712963671,2.8956404213766462,0.7440695879685637,29.27563158305362,0.25696201174551153,0.014637815791526808,True,0.0,2pct_UNFILTERED_early25pct
call,1994-02-08,1994-03-17,1994-02-17,early_25%,9,37,0.5312988662719711,0.02,39.94472666078764,3.1584470402275753,1.1416877975524407,45.6044070051889,0.3614712493232683,0.02284680623549907,True,0.0,2pct_UNFILTERED_early25pct
call,1994-02-18,1994-03-25,1994-02-25,early_25%,7,35,0.5274309921264653,0.02,40.31378487538284,3.1706516267012708,0.888969065073554,35.83770765024546,0.2803742478635008,0.017932724897884483,True,0.0,2pct_UNFILTERED_early25pct
call,1994-02-28,1994-04-06,1994-03-07,early_25%,7,37,0.5267277526855452,0.02,40.37410977569369,3.193256686310328,0.7414405601332739,29.935002566972617,0.2321894645400326,0.014984797374308752,True,0.0,2pct_UNFILTERED_early25pct
put,1994-02-03,1994-03-11,1994-03-09,early_25%,34,36,0.5407924270629891,0.02,39.346157641806904,3.2365929650140526,2.301692074989224,90.56273922542364,0.7111465976319423,0.0452708914012446,True,0.0,2pct_UNFILTERED_early25pct
put,1994-03-10,1994-04-15,1994-03-11,early_25%,1,36,0.5242664718627914,0.02,41.26414000937003,3.7911045332905804,1.4783560088955543,61.00308933475964,0.3899539028570071,0.03039661795168049,True,0.0,2pct_UNFILTERED_early25pct
put,1994-03-14,1994-04-20,1994-03-15,early_25%,1,37,0.5277827072143566,0.02,41.03955606767773,3.840440607570876,0.8573503385331152,35.18527728787226,0.22324270211156824,0.01751917354198783,True,0.0,2pct_UNFILTERED_early25pct
call,1994-03-08,1994-04-14,1994-03-15,early_25%,7,37,0.5260245513916004,0.02,40.61632430696205,3.2415726170059993,1.161384781365566,47.171180925114044,0.3582781935140639,0.023528444428527303,True,0.0,2pct_UNFILTERED_early25pct
put,1994-03-16,1994-04-22,1994-03-17,early_25%,1,37,0.5316501998901373,0.02,40.60148417952288,3.6734717195768414,1.0698747395669925,43.438502312600406,0.2912434942306388,0.021617322087854045,True,0.0,2pct_UNFILTERED_early25pct
call,1994-03-16,1994-04-22,1994-03-17,early_25%,1,37,0.5316501998901373,0.02,40.22167430041651,3.2061272021755065,0.9539078500089961,38.367770855672404,0.29752651403279484,0.01909385490345185,True,0.0,2pct_UNFILTERED_early25pct
put,1994-03-18,1994-04-22,1994-03-23,early_25%,5,35,0.5315344238281234,0.02,40.5033676992671,3.501609614807978,1.0158124767527408,41.14382625941948,0.2900987227293886,0.020458710587765657,True,0.0,2pct_UNFILTERED_early25pct
call,1994-03-18,1994-04-22,1994-03-23,early_25%,5,35,0.5315344238281234,0.02,40.191244753459,3.116016274681653,1.2191849262594787,49.00055977102257,0.3912639789996079,0.024365460438049404,True,0.0,2pct_UNFILTERED_early25pct
call,1994-03-24,1994-04-29,1994-03-25,early_25%,1,36,0.5248149871826158,0.02,40.757720276226614,3.095288851178151,0.9101621561788411,37.09613456754449,0.2940475671058643,0.01842947978045743,True,0.0,2pct_UNFILTERED_early25pct
call,1994-03-28,1994-05-04,1994-03-29,early_25%,1,37,0.5205712890624987,0.02,41.14328855582399,3.157260787748718,1.0864739049024372,44.701109377773854,0.34411915199350585,0.022218340185898626,True,0.0,2pct_UNFILTERED_early25pct
call,1994-03-30,1994-05-06,1994-04-08,early_25%,9,37,0.5032426834106438,0.02,42.55005798081342,3.156558824603227,1.1795032218285926,50.18793047736285,0.3736674294282647,0.025006582552348774,True,0.0,2pct_UNFILTERED_early25pct
call,1994-04-11,1994-05-18,1994-04-14,early_25%,3,37,0.507839889526366,0.02,42.112406439006165,3.141033939271223,0.8909375383739411,37.51952372777106,0.28364467102213314,0.018700299721627348,True,0.0,2pct_UNFILTERED_early25pct
put,1994-03-24,1994-04-29,1994-04-25,early_25%,32,36,0.5248149871826158,0.02,41.08692971939897,3.490996361127695,2.8982715633883185,119.08108003266841,0.830213286860056,0.05915986617692397,True,0.0,2pct_UNFILTERED_early25pct
call,1994-04-15,1994-05-20,1994-04-26,early_25%,11,35,0.5046569442749025,0.02,42.379165833355195,3.0868931765824743,0.7109333549742649,30.128762546917947,0.2303070803899166,0.01500530482418323,True,0.0,2pct_UNFILTERED_early25pct
