label,sharpe,max_dd,total_return,n_pos_years,n_years
ORB gold RETEST standalone,1.412773422019282,0.06718453192979731,0.8996444367046537,5,5
US30 breakout-retest standalone,0.3098413481786689,0.05586662884185874,0.050967493356626425,4,5
"Combined, fixed 50/50",1.4083499537896138,0.032938210135726044,0.4200227194156787,5,5
"Combined, rolling risk-parity (deployable)",1.279988612800103,0.033884328167362435,0.2901041692500699,5,5
