opt_type,entry_date,exp_date,S0,S_exit,K_short,K_long,width,width_pct,contracts,gross_credit,net_credit,cost_short,cost_long,total_cost,max_loss,payoff,realized_pnl,realized_pnl_sized,ret_on_credit,ret_on_max_loss,win,loss_amount,hit_full_max_loss,expired_worthless_short,group,width_name
put,1994-11-28,1995-01-04,26.17196273803711,26.57017135620117,24.582008248751407,24.320288621371034,0.2617196273803728,0.01,84.77832150715287,2.4101099625707167,2.130850367724558,0.16975617195521403,0.10950342289094486,0.2792595948461589,24.041112370312725,0.0,2.130850367724558,180.6499175585875,1.0,0.0886336012619719,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,1994-11-28,1995-01-04,26.17196273803711,26.57017135620117,28.200993309256592,28.462712936636965,0.2617196273803728,0.01,83.47021200605717,2.0281155799020345,1.7540883258810085,0.16236507175928921,0.11166218226173683,0.274027254021026,24.41787441215627,0.0,1.7540883258810085,146.41412443863769,1.0,0.07183624161027496,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,1995-06-06,1995-07-13,31.232873916625977,32.76713180541992,29.780258378137052,29.46792963897079,0.31232873916626147,0.01,71.01495997497484,2.6845005859402526,2.4402584524979343,0.15567732404541262,0.08856480939690575,0.24424213344231838,28.79261546412821,0.0,2.4402584524979343,173.29485633273484,1.0,0.08475292755318367,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,1995-06-06,1995-07-13,31.232873916625977,32.76713180541992,33.11323718803861,33.42556592720487,0.31232873916626147,0.01,70.22602336399524,2.358659522250184,2.1167950499388986,0.1504154801837701,0.09144899212751509,0.2418644723112852,29.11607886668725,0.0,2.1167950499388986,148.65409863379855,1.0,0.07270192733132069,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,1995-07-20,1995-08-25,32.40201950073242,32.88579559326172,30.939324806084976,30.61530461107765,0.32402019500732493,0.01,68.63454744428422,2.7610227605878057,2.5169908928830016,0.15652871835974969,0.08750314934505427,0.24403186770480395,29.88502860784949,0.0,2.5169908928830016,172.75253085440968,1.0,0.08422246891280868,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,1995-07-20,1995-08-25,32.40201950073242,32.88579559326172,34.291623192032404,34.615643387039725,0.3240201950073214,0.01,67.90258207457802,2.436714696347231,2.1948410519590804,0.15139575589841608,0.09047788848973448,0.24187364438815057,30.20717844877306,0.0,2.1948410519590804,149.03537467130462,1.0,0.0726595850612532,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,1995-09-26,1995-11-02,34.180789947509766,34.74054718017578,32.60394207476849,32.26213417529339,0.34180789947509993,0.01,65.29080962864498,2.931477399105775,2.6666889021611686,0.16903771596112616,0.09575078098348067,0.2647884969446068,31.514101045348824,0.0,2.6666889021611686,174.11027744982513,1.0,0.08461891070044487,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,1995-09-26,1995-11-02,34.180789947509766,34.74054718017578,36.223372421469215,36.565180320944314,0.34180789947509993,0.01,64.57285344885757,2.578568739087439,2.316297950120111,0.16336750372225733,0.0989032852450708,0.26227078896732814,31.864491997389884,0.0,2.316297950120111,149.56996807699514,1.0,0.07269213487884402,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,1995-11-03,1995-12-08,34.78642654418945,36.50234603881836,33.30173450471317,32.953870239271275,0.347864265441892,0.01,64.27245364096622,2.9169785087259203,2.6722833933714183,0.1588097890363252,0.08588532631817677,0.24469511535450197,32.11414315081778,0.0,2.6722833933714183,171.75421051598838,1.0,0.08321204090115569,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,1995-11-03,1995-12-08,34.78642654418945,36.50234603881836,36.705128911623795,37.05299317706569,0.347864265441892,0.01,63.636555565185034,2.594279685576195,2.3513778752522243,0.15387940123168797,0.08902240909228268,0.24290181032397065,32.43504866893697,0.0,2.3513778752522243,149.6335888132349,1.0,0.07249496984735952,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,1995-12-19,1996-01-25,36.20174026489258,36.46025848388672,34.49623104904077,34.13421364639185,0.3620174026489238,0.01,62.05218445449761,3.1222960629932572,2.8349450252317583,0.1827042196681658,0.10464681809333326,0.28735103776149906,33.36679523966062,0.0,2.8349450252317583,175.91453162404144,1.0,0.08496305997832453,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,1995-12-19,1996-01-25,36.20174026489258,36.46025848388672,38.40713221662666,38.76914961927558,0.3620174026489238,0.01,61.35158487606346,2.738364778599145,2.453915542035392,0.17645417801436664,0.10799505854938649,0.2844492365637531,33.74782472285699,0.0,2.453915542035392,150.5516076558756,1.0,0.0727132952179103,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
