opt_type,entry_date,exp_date,S0,S_exit,K_short,K_long,width,width_pct,contracts,gross_credit,net_credit,cost_short,cost_long,total_cost,max_loss,payoff,realized_pnl,realized_pnl_sized,ret_on_credit,ret_on_max_loss,win,loss_amount,hit_full_max_loss,expired_worthless_short,group,width_name
call,2018-09-07,2018-10-12,254.6346893310547,245.4260711669922,271.58019781176324,274.1265447050738,2.546346893310556,0.01,10.730390484075784,19.48318151166326,17.245128584377404,1.36256623253872,0.8754866947471351,2.238052927285855,237.38956074667817,0.0,17.245128584377404,185.04696365846658,1.0,0.0726448481143614,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2018-10-15,2018-11-21,244.0474853515625,235.7051239013672,225.27320636059576,222.83273150708013,2.4404748535156386,0.01,11.42570132331,23.829759942456263,20.39453534729705,2.015484296860315,1.4197402982988994,3.435224595159214,223.6529500042668,0.0,20.39453534729705,233.02186950590448,1.0,0.09118831362120629,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2018-10-15,2018-11-21,244.0474853515625,235.7051239013672,268.0394195258065,270.47989437932216,2.4404748535156386,0.01,11.192611592250026,19.07026895298216,15.736890834432826,1.9050674211869456,1.4283106973623894,3.333378118549335,228.31059451713105,0.0,15.736890834432826,176.13690677944604,1.0,0.06892755400911553,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2018-11-23,2018-12-28,234.1308441162109,221.63217163085935,216.37521211860005,214.03390367743793,2.341308441162113,0.01,11.94631595394164,22.768524030207615,19.53958500039984,1.8990760652814909,1.329862964526285,3.228939029807776,214.59125911581145,0.0,19.53958500039984,233.4260560236754,1.0,0.0910548970210135,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2018-11-23,2018-12-28,234.1308441162109,221.63217163085935,256.6766629440855,259.01797138524756,2.3413084411620844,0.01,11.707417984915283,18.29686669890158,15.160701796634147,1.7967932848699908,1.3393716173974446,3.1361649022674354,218.97014231957428,0.0,15.160701796634147,177.49267287785204,1.0,0.06923638828579641,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2018-12-31,2019-02-06,223.57334899902344,243.9876708984375,203.13189136109457,200.89615787110435,2.235733489990224,0.01,12.567349217737682,22.794385950203022,18.93247267962964,2.215886459664229,1.6460268109091514,3.8619132705733805,204.64087631939276,0.0,18.93247267962964,237.9309957201836,1.0,0.09251559620024706,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2018-12-31,2019-02-06,223.57334899902344,243.9876708984375,249.95906816673897,252.1948016567292,2.235733489990224,0.01,12.25457342978196,17.417507588290704,13.709385013175812,2.071780132411083,1.6363424427038087,3.7081225751148916,209.86396398584662,0.0,13.709385013175812,168.0026653211153,1.0,0.06532510276085504,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2019-05-08,2019-06-14,258.3515014648437,259.9059753417969,240.23863884626002,237.65512383161158,2.583515014648441,0.01,10.887638531820079,24.653865340279424,21.393595247579366,1.9383083631035247,1.3219617295965325,3.260270092700057,236.95790621726474,0.0,21.393595247579366,232.92573195170803,1.0,0.0902843698659447,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2019-05-08,2019-06-14,258.3515014648437,259.9059753417969,281.4480317851767,284.0315467998251,2.5835150146484125,0.01,10.688399909391908,20.155369654698774,16.976548055441953,1.8413529203121448,1.3374686789446755,3.1788215992568203,241.37495340939932,0.0,16.976548055441953,181.45213469757314,1.0,0.07033268288879915,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2019-08-02,2019-09-06,264.2038269042969,269.1064758300781,247.80395581871701,245.16191754967406,2.6420382690429562,0.01,10.666895794020506,24.443558384670183,21.56532761996387,1.744659862161535,1.1335709025447782,2.8782307647063132,242.63849928433174,0.0,21.56532761996387,230.03510248606688,1.0,0.08887842483188504,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2019-08-02,2019-09-06,264.2038269042969,269.1064758300781,284.9767607623355,287.6187990313785,2.6420382690429847,0.01,10.49871435004518,20.50069673554269,17.678442825023268,1.667385664454002,1.1548682460654214,2.8222539105194233,246.5253840792752,0.0,17.678442825023268,185.60092137352504,1.0,0.07171043619320926,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2019-10-02,2019-11-08,261.28765869140625,280.2270202636719,241.87847850331443,239.26560191640036,2.6128765869140693,0.01,10.840309121818052,25.293129001830295,21.76383342200251,2.0808119024367744,1.4484836773910104,3.5292955798277847,239.52382526940443,0.0,21.76383342200251,235.9266819702624,1.0,0.09086291686233566,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2019-10-02,2019-11-08,261.28765869140625,280.2270202636719,286.0643445086812,288.67722109559526,2.6128765869140693,0.01,10.628007615966116,20.41027091000487,16.979186042213456,1.9706708202707701,1.4604140475206417,3.431084867791412,244.30847264919348,0.0,16.979186042213456,180.4549185695502,1.0,0.06949896521433437,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-01-28,2020-03-05,297.9665832519531,275.6981811523437,280.4679021603453,277.4882363278258,2.9796658325195153,0.01,9.513091991791603,27.206341529563005,24.150252849694674,1.8681236090537068,1.1879650708146228,3.0560886798683295,273.8163304022569,297.96658325195153,-273.8163304022569,-2604.8399399714735,-11.338031618402649,-1.0,False,273.8163304022569,True,False,FILTERED (IV rank top-tercile),1pct
call,2020-01-28,2020-03-05,297.9665832519531,275.6981811523437,320.3177198888034,323.29738572132294,2.9796658325195153,0.01,9.372184353653786,23.036383107476155,20.03351645776652,1.7893881136982759,1.2134785360113587,3.0028666497096346,277.93306679418504,0.0,20.03351645776652,187.757809494145,1.0,0.07208036340850993,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-03-06,2020-04-09,271.1405334472656,255.07579040527344,232.98604085957078,230.27463552509812,2.7114053344726585,0.01,10.31252292052391,31.13428137764238,23.238219235289435,4.337209588397006,3.558852553955938,7.896062142352944,247.9023142119764,0.0,23.238219235289435,239.64466849608192,1.0,0.09373942034046076,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2020-03-06,2020-04-09,271.1405334472656,255.07579040527344,323.45642486138246,326.1678301958551,2.7114053344726585,0.01,9.898264068561142,20.15812317621588,12.863094125165443,3.8994910652279335,3.3955379858225054,7.295029051050439,258.2774393221004,0.0,12.863094125165443,127.32230238964502,1.0,0.04980339807815637,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-04-13,2020-05-20,252.74696350097656,272.2490234375,216.49254073004562,213.96507109503585,2.5274696350097656,0.01,11.094007053532126,29.207009709339005,21.645827147961327,4.145678902055594,3.4155036593220833,7.561182561377677,231.10113635301525,0.0,21.645827147961327,240.13895905902015,1.0,0.09366387153932706,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2020-04-13,2020-05-20,252.74696350097656,272.2490234375,302.9375739412494,305.4650435762592,2.5274696350097656,0.01,10.637969546927627,18.706646103511915,11.738787507456472,3.7177623743216204,3.2500962217338225,6.967858596055443,241.0081759935201,0.0,11.738787507456472,124.8768640221764,1.0,0.04870700945752184,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-05-21,2020-06-26,270.3694152832031,276.3202209472656,242.1788604431339,239.47516629030187,2.7036941528320426,0.01,10.396193599603619,28.513549215374212,23.05409467015831,3.0861466378001357,2.373307907415767,5.459454545215903,247.31532061304594,0.0,23.05409467015831,239.67483145455572,1.0,0.09321741416185521,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2020-05-21,2020-06-26,270.3694152832031,276.3202209472656,307.163253968817,309.86694812164905,2.7036941528320426,0.01,10.096311622522371,20.90032248369802,15.708302456051337,2.8572640448695674,2.3347559827771147,5.192020027646683,254.66111282715295,0.0,15.708302456051337,158.59591665712782,1.0,0.061683161129956615,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-06-29,2020-08-05,280.3815612792969,305.8447570800781,248.6784238471265,245.87460823433355,2.8038156127929597,0.01,10.058544939001782,30.225668849321963,23.97237050229961,3.5044700341277046,2.7488283128946467,6.253298347022351,256.40919077699635,0.0,23.97237050229961,241.12716599178137,1.0,0.09349263351152186,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2020-06-29,2020-08-05,280.3815612792969,305.8447570800781,322.3066821713479,325.1104977841409,2.8038156127929597,0.01,9.740509816413475,21.50648513689397,15.600413596705431,3.2218668343054535,2.6842047058830865,5.90607154018854,264.78114768259053,0.0,15.600413596705431,151.9559817788195,1.0,0.05891814327886594,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-09-04,2020-10-09,315.47760009765625,320.6976928710937,281.71774203894324,278.5629660379667,3.1547760009765398,0.01,8.965491618449919,33.49587277665762,26.930675817981076,3.7012968890465014,2.863900069630043,6.565196958676545,288.5469242796729,0.0,26.930675817981076,241.44674832530126,1.0,0.09333204949320004,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2020-09-04,2020-10-09,315.47760009765625,320.6976928710937,359.5908590256923,362.7456350266688,3.1547760009765398,0.01,8.69949126938619,24.338900029558275,18.107909037381333,3.4197317464579546,2.811259245718989,6.2309909921769435,297.36969106027266,0.0,18.107909037381333,157.5295965775382,1.0,0.06089359333433586,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2020-10-20,2020-11-25,317.4893493652344,335.3157043457031,284.5769760748425,281.40208258119014,3.1748934936523483,0.01,8.935022189890924,33.43166839109237,27.065385897870907,3.6010371014993936,2.765245391722071,6.3662824932214646,290.42396346736393,0.0,27.065385897870907,241.82982357543744,1.0,0.09319267451190318,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2020-10-20,2020-11-25,317.4893493652344,335.3157043457031,360.41555899218986,363.5904524858422,3.1748934936523483,0.01,8.678963159646564,24.55410548898911,18.496887901365454,3.3355351124241928,2.7216824751994606,6.057217587623653,298.9924614638694,0.0,18.496887901365454,160.53380866406303,1.0,0.06186406108971627,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2021-01-28,2021-03-05,350.64520263671875,356.2164611816406,313.2888811404809,309.7824291141137,3.5064520263671852,0.01,8.116074487634002,37.19161967639337,29.924657911828767,4.098376128237224,3.168585636327381,7.266961764564606,320.72054472488975,0.0,29.924657911828767,242.87075262936844,1.0,0.09330446210578054,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2021-01-28,2021-03-05,350.64520263671875,356.2164611816406,399.53533617780414,403.0417882041713,3.5064520263671852,0.01,7.876229840950054,27.057123995847476,20.15816972050073,3.787691187621478,3.111263087725269,6.898954275346747,330.4870329162178,0.0,20.15816972050073,158.77037789154366,1.0,0.060995342366764065,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2021-05-13,2021-06-18,382.2098693847656,387.7970275878906,350.7078915649219,346.8857928710743,3.822098693847636,0.01,7.458349140066427,37.956206309123885,32.12909356190892,3.388008952471533,2.4391037947434357,5.827112747214969,350.08077582285466,0.0,32.12909356190892,239.62999733857714,1.0,0.09177622931847777,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2021-05-13,2021-06-18,382.2098693847656,387.7970275878906,422.47887373813893,426.30097243198657,3.822098693847636,0.01,7.293783224386798,29.862994522737196,24.230399336599497,3.18958502460307,2.443010161534631,5.632595186137701,357.9794700481641,0.0,24.230399336599497,176.7312802014824,1.0,0.06768656128056572,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2021-09-21,2021-10-28,406.5823059082031,429.7322998046875,370.91019475811294,366.8443716990309,4.065823059082049,0.01,7.036616891179738,41.0230884025939,34.33639294024393,3.8561363362074053,2.830559126142562,6.6866954623499675,372.245912967961,0.0,34.33639294024393,241.61204254550518,1.0,0.09224115495715127,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2021-09-21,2021-10-28,406.5823059082031,429.7322998046875,452.48357692963936,456.5493999887214,4.065823059082049,0.01,6.86954845057299,31.72125927342897,25.28331694125232,3.6154869070061935,2.822455425170456,6.437942332176649,381.29898896695266,0.0,25.28331694125232,173.6849707191257,1.0,0.06630837655707404,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2021-11-29,2022-01-05,435.62060546875,440.7076721191406,399.54320567785356,395.18699962316606,4.3562060546875045,0.01,6.585797496102923,43.3224107869151,36.63205158698295,3.886709734802518,2.8036494651296318,6.69035919993215,398.98855388176753,0.0,36.63205158698295,241.25127361866544,1.0,0.09181228692048682,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2021-11-29,2022-01-05,435.62060546875,440.7076721191406,481.8768558390722,486.2330618937597,4.3562060546875045,0.01,6.439460109166177,34.02961134756879,27.56499605702969,3.6576777871141664,2.8069375034249333,6.4646152905391,408.0556094117208,0.0,27.56499605702969,177.50369251856563,1.0,0.06755205766382959,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-01-14,2022-02-18,437.263916015625,408.5753173828125,407.6718565306301,403.29921737047385,4.372639160156268,0.01,6.570385147594894,41.3374293011703,36.06476874555494,3.1530481440723124,2.119612411543048,5.27266055561536,401.1991472700719,0.0,36.06476874555494,236.95942091723873,1.0,0.08989243619024326,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2022-01-14,2022-02-18,437.263916015625,408.5753173828125,474.74255218149034,479.1151913416466,4.372639160156268,0.01,6.455503901394629,34.075531947281235,28.925084730661577,3.0011677576508466,2.1492794589688113,5.150447216619658,408.33883128496524,0.0,28.925084730661577,186.72599732695605,1.0,0.07083598843548579,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-02-22,2022-03-31,404.190673828125,426.2769775390625,362.5282103767927,358.48630363851146,4.041906738281227,0.01,7.15222933491793,42.504819000036065,34.44489206115069,4.5612737069431475,3.498653231942228,8.059926938885376,369.745781766972,0.0,34.44489206115069,246.35776743784368,1.0,0.09315830973525259,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2022-02-22,2022-03-31,404.190673828125,426.2769775390625,458.61373475237224,462.65564149065347,4.041906738281227,0.01,6.948349259819062,31.26714197493996,23.59572559940275,4.226547462455366,3.4448689130818444,7.67141637553721,380.59494822871994,0.0,23.59572559940275,163.95134250350378,1.0,0.061996949011584916,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-04-01,2022-05-06,427.4849548339844,388.239990234375,397.8919566386442,393.6171070903044,4.27484954833983,0.01,6.764745688031874,40.641145209739804,35.347107921588005,3.1550329591976567,2.1390043289541416,5.294037288151799,392.137846912395,427.484954833983,-392.137846912395,-2652.712809014727,-11.093916022275177,-1.0,False,392.137846912395,True,False,FILTERED (IV rank top-tercile),1pct
call,2022-04-01,2022-05-06,427.4849548339844,388.239990234375,464.9746249576254,469.2494745059652,4.27484954833983,0.01,6.643242644678316,33.34081407482188,28.175016766354442,2.999658830168994,2.1661384782984405,5.165797308467434,399.30993806762854,0.0,28.175016766354442,187.17347289677238,1.0,0.07055926757721373,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-05-09,2022-06-15,375.80963134765625,357.9049987792969,329.63137100327737,325.8732746898008,3.7580963134765852,0.01,7.5763315950744845,41.46429544544716,32.18660091101704,5.157150960283152,4.120543574146973,9.277694534430125,343.6230304366415,0.0,32.18660091101704,243.85636142019158,1.0,0.0936683460073021,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2022-05-09,2022-06-15,375.80963134765625,357.9049987792969,437.7092121996268,441.4673085131034,3.7580963134765852,0.01,7.313604832934768,28.53746451020136,19.84262441167026,4.704138355643073,3.9907017428880254,8.694840098531099,355.9670069359883,0.0,19.84262441167026,145.12111379530103,1.0,0.05574287511212649,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-06-16,2022-07-22,346.0596618652344,374.5134887695313,306.06196284697256,302.6013662283202,3.460596618652346,0.01,8.251444481449598,37.52600637680139,29.608211738292646,4.427972398964397,3.489822239544349,7.917794638508746,316.45145012694195,0.0,29.608211738292646,244.31051535352606,1.0,0.09356320448655094,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2022-06-16,2022-07-22,346.0596618652344,374.5134887695313,399.0233049962646,402.48390161491693,3.460596618652346,0.01,7.984339894938299,26.48589104767005,19.021784450716474,4.06312693657267,3.4009796603809095,7.464106596953579,327.0378774145181,0.0,19.021784450716474,151.87639246277254,1.0,0.058163857352237225,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-08-30,2022-10-06,377.4709167480469,355.2166748046875,341.9254634698238,338.15075430234333,3.7747091674804665,0.01,7.581733529088823,38.77536046407499,32.02151524847041,3.861614613603237,2.8922306020013444,6.753845215604581,345.44940149957625,0.0,32.02151524847041,242.77859581155712,1.0,0.09269524019861325,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2022-08-30,2022-10-06,377.4709167480469,355.2166748046875,423.4694229273072,427.2441320947877,3.7747091674804665,0.01,7.386600957231879,29.36743935854267,22.895744064762713,3.6029406388717655,2.86875465490819,6.4716952937799554,354.57517268328394,0.0,22.895744064762713,169.12172502531237,1.0,0.06457232719227583,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2022-10-07,2022-11-11,345.3083190917969,379.30712890625,307.66654438473296,304.21346119381496,3.4530831909179938,0.01,8.319337669460586,36.84558027307325,29.496721972182204,4.134998903858955,3.213859397032093,7.348858300891048,315.8115971196172,0.0,29.496721972182204,245.39319022878115,1.0,0.0933997428885108,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2022-10-07,2022-11-11,345.3083190917969,379.30712890625,394.61843888153896,398.07152207245696,3.4530831909179938,0.01,8.067331313543304,26.595441958372845,19.63143608601523,3.8144459606584746,3.14955991169914,6.964005872357615,325.67688300578413,0.0,19.63143608601523,158.37329906653468,1.0,0.06027887489228571,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2023-03-14,2023-04-20,374.5659790039063,395.3360595703125,342.5297718696403,338.78411207960124,3.745659790039042,0.01,7.683640644473792,37.55161648909464,31.575101619355415,3.4576526409832997,2.518862228755925,5.9765148697392245,342.9908773845488,0.0,31.575101619355415,242.61173415586953,1.0,0.09205813828090409,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2023-03-14,2023-04-20,374.5659790039063,395.3360595703125,415.71873293032513,419.4643927203642,3.745659790039042,0.01,7.506463912674331,29.24290037364692,23.47941190459948,3.2472804891943152,2.5162079798531245,5.76348846904744,351.0865670993047,0.0,23.47941190459948,176.24735815269207,1.0,0.06687641768407031,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2023-10-20,2023-11-24,407.20513916015625,440.1825866699219,376.0553475005215,371.98329610891994,4.072051391601576,0.01,7.084239591422288,39.68481414690501,34.01112251467787,3.332905992949886,2.340785639277254,5.67369163222714,373.19401664547973,0.0,34.01112251467787,240.94294066719496,1.0,0.09113522992783445,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2023-10-20,2023-11-24,407.20513916015625,440.1825866699219,446.7716085431334,450.843659934735,4.072051391601576,0.01,6.941128244391386,31.82474803854838,26.316653179788,3.15185677986205,2.3562380788983317,5.508094858760382,380.88848598036964,0.0,26.316653179788,182.66726468407887,1.0,0.06909280313909073,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2024-04-05,2024-05-10,504.8121948242188,507.1590270996094,476.3338055876879,471.2856836394457,5.048121948242169,0.01,5.714355993593228,45.58760882328201,40.67099762150729,3.02815071117839,1.8884604905963331,4.916611201774723,464.1411972027097,0.0,40.67099762150729,232.4085590238761,1.0,0.08762634703970176,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2024-04-05,2024-05-10,504.8121948242188,507.1590270996094,540.9615490459238,546.009670994166,5.048121948242169,0.01,5.634131938969143,38.90122407947558,34.06211995214772,2.9058173646573815,1.933286762670483,4.8391041273278645,470.7500748720692,0.0,34.06211995214772,191.91047793139356,1.0,0.07235712062585316,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2024-07-19,2024-08-23,536.2941284179688,549.1302490234375,505.0952815689958,499.73234028481613,5.362941284179669,0.01,5.398189441170019,48.811205144014025,43.396566773437584,3.3174592495883948,2.0971791209880464,5.414638370576441,492.89756164452933,0.0,43.396566773437584,234.26288853940045,1.0,0.08804378465303622,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2024-07-19,2024-08-23,536.2941284179688,549.1302490234375,575.8605401268236,581.2234814110033,5.362941284179669,0.01,5.319506883334801,41.429085896915296,36.105958498743426,3.179427272797386,2.1437001253744814,5.323127398171867,500.18816991922347,0.0,36.105958498743426,192.06589476346633,1.0,0.07218475099995719,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2024-08-26,2024-10-02,547.8212280273438,557.4091186523438,515.9119052386492,510.43369295837573,5.478212280273453,0.01,5.301767126897528,49.916428885589426,44.35117273730733,3.406583435210919,2.1586727130711747,5.565256148282094,503.47005529003803,0.0,44.35117273730733,235.13958965800984,1.0,0.08809098430244792,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2024-08-26,2024-10-02,547.8212280273438,557.4091186523438,588.5896385100842,594.0678507903576,5.478212280273397,0.01,5.22401256861253,42.32755942983317,36.857490200240306,3.2641291076693557,2.205940121923511,5.470069229592866,510.96373782709935,0.0,36.857490200240306,192.5439920535685,1.0,0.07213327966673086,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2024-10-03,2024-11-08,556.3899536132812,586.148681640625,515.6925213194064,510.1286217832736,5.563899536132794,0.01,5.249452486358575,53.63940825381803,46.27300958779155,4.353691936185977,3.0127067298405086,7.366398666026486,510.11694402548784,0.0,46.27300958779155,242.90796523192654,1.0,0.0907105912276451,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2024-10-03,2024-11-08,556.3899536132812,586.148681640625,608.1646855078836,613.7285850440164,5.563899536132794,0.01,5.148658013153556,43.45427326964071,36.286529904222434,4.127050098579654,3.0406932668386233,7.167743365418278,520.103423709057,0.0,36.286529904222434,186.82693296091097,1.0,0.06976791201536278,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2024-11-18,2024-12-24,576.3107299804688,591.1790771484375,544.3413309531372,538.5782236533325,5.7631072998046875,0.01,5.068882395294649,51.8433627414808,46.32617942039726,3.4066336948102904,2.1105496262732504,5.517183321083541,529.9845505600715,0.0,46.32617942039726,234.82195530531294,1.0,0.08741043370309788,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2024-11-18,2024-12-24,576.3107299804688,591.1790771484375,617.0735866727406,622.8366939725453,5.7631072998046875,0.01,4.998999780879933,44.350467938754434,38.91735613254607,3.270936752338627,2.1621750538697415,5.433111806208368,537.3933738479227,0.0,38.91735613254607,194.5478547790241,1.0,0.07241874951654934,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2024-12-30,2025-02-05,578.3192749023438,594.0499267578125,541.9779486699011,536.1947559208777,5.783192749023442,0.01,5.075068832947817,53.708200214626345,47.28869324451932,3.881105987736344,2.538400982370681,6.419506970107025,531.0305816578249,0.0,47.28869324451932,239.99337323609,1.0,0.08905079081677124,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2024-12-30,2025-02-05,578.3192749023438,594.0499267578125,624.6673298508064,630.4505225998298,5.783192749023442,0.01,4.993518736576187,44.90672661569377,38.616332651722,3.7065310646820615,2.583862899289713,6.290393963971774,539.7029422506222,0.0,38.616332651722,192.83138063423257,1.0,0.0715510878830631,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2025-02-10,2025-03-19,594.6693115234375,557.584228515625,560.7777765183582,554.8310834031239,5.946693115234325,0.01,4.945698264354398,53.88723386490568,47.9976172800479,3.618398715740212,2.27121786911757,5.889616584857782,546.6716942433846,319.3548002733223,-271.3571829932744,-1342.0507489499362,-5.653555288172081,-0.49638052573554875,False,271.3571829932744,False,False,FILTERED (IV rank top-tercile),1pct
call,2025-02-10,2025-03-19,594.6693115234375,557.584228515625,638.003217726978,643.9499108422124,5.946693115234325,0.01,4.875058034552059,45.86993772233825,40.076272788538645,3.470206688429034,2.3234582453705688,5.793664933799603,554.5930387348939,0.0,40.076272788538645,195.37415565266537,1.0,0.07226248796767872,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2025-03-20,2025-04-25,555.9718017578125,543.0003662109375,516.667155687692,511.1074376701139,5.5597180175781205,0.01,5.257439532093525,53.14865617209321,46.07726066781439,4.200055954290582,2.871339549988239,7.071395504278821,509.8945410899977,0.0,46.07726066781439,242.2484117655455,1.0,0.09036625606800061,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2025-03-20,2025-04-25,555.9718017578125,543.0003662109375,605.9392258035083,611.4989438210864,5.5597180175781205,0.01,5.160457919688634,43.38719730419598,36.49470122813896,3.988588004330973,2.903908071726047,6.89249607605702,519.4771005296732,0.0,36.49470122813896,188.3293699794202,1.0,0.0702527622313437,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2025-04-28,2025-06-04,543.2074584960938,587.6619873046875,494.05147709885694,488.619402513896,5.432074584960958,0.01,5.408578842583501,55.23787548139154,45.96939440687464,5.324713980775853,3.9437670937410463,9.268481074516899,497.23806408922115,0.0,45.96939440687464,248.6290939953985,1.0,0.09244946782398017,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2025-04-28,2025-06-04,543.2074584960938,587.6619873046875,606.6051326789105,612.0372072638714,5.432074584960901,0.01,5.275544682022972,42.336048143074834,33.430471425083866,4.981988960783923,3.9235877572070477,8.905576717990972,509.77698707100626,0.0,33.430471425083866,176.36394574412213,1.0,0.06557862020638325,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2025-06-16,2025-07-23,594.3182983398438,627.2598266601562,553.2740218106625,547.3308388272641,5.943182983398401,0.01,4.948519674419248,56.50336318289391,49.13482702797785,4.390560117244213,2.977976037671848,7.368536154916061,545.1834713118623,0.0,49.13482702797785,243.144658247135,1.0,0.09012530572459554,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2025-06-16,2025-07-23,594.3182983398438,627.2598266601562,646.6478732954233,652.5910562788217,5.943182983398401,0.01,4.859558970233728,46.34419769977569,39.15451691850376,4.174142861883179,3.0155379193887555,7.189680781271934,555.1637814213364,0.0,39.15451691850376,190.2736839164832,1.0,0.07052786624203031,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2025-08-04,2025-09-10,624.2530517578125,645.0625610351562,584.7513066205493,578.5087761029712,6.242530517578075,0.01,4.722065673511627,58.07476045371942,51.08874445467213,4.218942505195145,2.7670734938521457,6.98601599904729,573.1643073031354,0.0,51.08874445467213,241.24440649221475,1.0,0.0891345532227154,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
call,2025-08-04,2025-09-10,624.2530517578125,645.0625610351562,674.6269257822914,680.8694562998695,6.242530517578075,0.01,4.645553464652668,48.492214974591974,41.64873530946329,4.027892519746756,2.815587145381926,6.843479665128682,582.6043164483442,0.0,41.64873530946329,193.4814266152791,1.0,0.07148717256913083,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
put,2025-10-13,2025-11-19,657.5919189453125,657.185302734375,612.3682873857092,605.7923681962561,6.575919189453089,0.01,4.500969861108972,62.453968918944724,54.34104163519806,4.83713825336014,3.2757890303865222,8.112927283746663,603.2508773101108,0.0,54.34104163519806,244.58739062129428,1.0,0.09008033585877932,True,0.0,False,True,FILTERED (IV rank top-tercile),1pct
