year,n_trades,start_equity,end_equity,year_return_pct,gross_pf,net_pf,win_rate_pct
2017,89,100000.0,113065.5250108821,0.13065525010882095,2.2425473690383595,1.4632211311430066,61.79775280898876
2018,59,113065.5250108821,111512.31514887024,-0.013737254232555562,1.450150811106026,0.9562460962783856,57.6271186440678
2019,81,111512.31514887024,114001.45891172737,0.02232169388227745,1.6296495491651006,1.0771989504786545,56.79012345679012
2020,60,114001.45891172737,127179.08041562233,0.11559169180544027,2.126096705636797,1.630495755575409,63.33333333333333
2021,67,127179.08041562233,132780.0007445597,0.04403963537582989,1.5234526987551607,1.191316807480843,58.2089552238806
2022,75,132780.0007445597,160471.44584183913,0.20855132506401963,2.385499830377768,1.9185668266447689,65.33333333333333
2023,37,160471.44584183913,158801.5910598496,-0.010405930932007368,1.2091253355027638,0.9423545303279048,56.75675675675676
2024,32,158801.5910598496,168759.76908993113,0.06270830136914984,2.1225761779620376,1.7382782913042174,62.5
2025,54,168759.76908993113,189950.56587577704,0.12556782282958356,2.1692020043958418,1.8210216925619298,61.111111111111114
