opt_type,entry_date,exp_date,S0,K,S_exit,prem_mid,prem_recv,margin,payoff,realized_pnl,ret_on_prem,ret_on_margin,expired_worthless,win,leg,group
put,1999-02-22,1999-03-31,79.08130645751953,71.72743472382615,79.77801513671875,0.31926247426725674,0.3112809124105753,877.36704702211,0.0,31.128091241057533,1.0,0.03547898379214269,True,True,put,FILTERED (IV rank top-tercile)
put,1999-05-26,1999-07-02,81.05976104736328,73.04731947176779,86.89488220214844,0.34956225810844543,0.34082320165573426,854.0333835532902,0.0,34.08232016557343,1.0,0.039907479990735927,True,True,put,FILTERED (IV rank top-tercile)
put,1999-09-24,1999-10-29,79.85356903076172,72.09094452920569,85.63552856445312,0.33734806333752587,0.3289143617540877,853.7003666350399,0.0,32.89143617540877,1.0,0.03852808017999831,True,True,put,FILTERED (IV rank top-tercile)
put,2000-01-05,2000-02-11,87.72551727294922,79.40404766522396,86.90309143066406,0.3618186274849844,0.3527731617978598,957.6407008662443,0.0,35.27731617978598,1.0,0.036837736896390784,True,True,put,FILTERED (IV rank top-tercile)
put,2000-02-22,2000-03-30,84.57294464111328,76.71132737595485,93.40603637695312,0.34129637384787337,0.3327639645016765,938.5735627565904,0.0,33.27639645016765,1.0,0.03545422305784417,True,True,put,FILTERED (IV rank top-tercile)
put,2000-03-31,2000-05-05,94.46614837646484,86.45842798516466,90.1668701171875,0.34455340331201256,0.3359395682292122,1122.1448852222,0.0,33.59395682292122,1.0,0.029937272152044038,True,True,put,FILTERED (IV rank top-tercile)
put,2000-05-08,2000-06-14,89.48954772949219,80.45114464536655,92.8759994506836,0.39507245521234857,0.38519564383203986,924.4702105604846,0.0,38.519564383203985,1.0,0.04166663667815805,True,True,put,FILTERED (IV rank top-tercile)
put,2000-10-10,2000-11-16,86.9172592163086,79.13971251078691,86.71997833251953,0.33673528735234726,0.32831690516853856,993.4222042908573,0.0,32.831690516853854,1.0,0.03304908061753096,True,True,put,FILTERED (IV rank top-tercile)
put,2000-11-17,2000-12-22,86.25640106201172,78.73853411238457,82.90974426269531,0.3240427800679839,0.31594171056628434,1004.9354973341482,0.0,31.594171056628433,1.0,0.03143900393651151,True,True,put,FILTERED (IV rank top-tercile)
put,2000-12-26,2001-02-01,83.8001708984375,75.18514710430475,87.33741760253906,0.3771809207932275,0.3677513977733968,851.2761783328144,0.0,36.77513977733968,1.0,0.04320001042359968,True,True,put,FILTERED (IV rank top-tercile)
put,2001-02-22,2001-03-30,79.66301727294922,72.10132668882522,74.0871353149414,0.32838363627022105,0.3201740453634655,869.1086915829317,0.0,32.01740453634655,1.0,0.03683935605111987,True,True,put,FILTERED (IV rank top-tercile)
put,2001-04-02,2001-05-09,72.50624084472656,64.4458685131831,79.77590942382812,0.35572095713709206,0.34682793320866473,679.1414784526975,0.0,34.68279332086647,1.0,0.05106858352973083,True,True,put,FILTERED (IV rank top-tercile)
put,2001-09-05,2001-10-12,72.39415740966797,65.54198271193438,69.98150634765625,0.2978826967301069,0.29043562931185424,791.7092413511862,0.0,29.043562931185424,1.0,0.03668463296148679,True,True,put,FILTERED (IV rank top-tercile)
put,2001-10-15,2001-11-21,69.85372161865234,61.14264102127217,72.8830337524414,0.38991364557262376,0.38016580443330816,649.4429906560525,0.0,38.01658044333082,1.0,0.05853720956311705,True,True,put,FILTERED (IV rank top-tercile)
put,2002-02-07,2002-03-15,69.27311706542969,63.08876492238216,75.02179718017578,0.2673555797469547,0.2606716902532808,793.0942960291693,0.0,26.06716902532808,1.0,0.03286767936150855,True,True,put,FILTERED (IV rank top-tercile)
put,2002-04-30,2002-06-06,69.36864471435547,63.88155575133689,66.538818359375,0.23591178601281104,0.23001399136249076,861.6653971215006,0.0,23.001399136249077,1.0,0.02669411956553911,True,True,put,FILTERED (IV rank top-tercile)
put,2002-06-07,2002-07-12,66.46163940429688,60.96446617280494,59.27879333496094,0.23619091718534602,0.23028614425571237,802.5440793623153,1.6856728378440025,-145.53866935882903,-6.319905603926444,-0.18134663640465828,False,False,put,FILTERED (IV rank top-tercile)
put,2002-07-15,2002-08-21,59.59501266479492,52.217657415288336,61.795780181884766,0.3298861993820488,0.3216390443974975,554.3404785926332,0.0,32.16390443974975,1.0,0.058021929990405695,True,True,put,FILTERED (IV rank top-tercile)
put,2002-08-22,2002-09-27,62.39600372314453,56.26371477765829,53.64516830444336,0.26707653298305445,0.2603996196584781,660.7311418801147,2.618546473214934,-235.81468535564562,-9.055876719978457,-0.3568996077355056,False,False,put,FILTERED (IV rank top-tercile)
put,2002-09-30,2002-11-06,53.02280426025391,45.66451862488319,60.31596374511719,0.3346914345005505,0.3263241486380367,489.27760111263564,0.0,32.632414863803675,1.0,0.06669509249881118,True,True,put,FILTERED (IV rank top-tercile)
put,2002-11-07,2002-12-13,58.837890625,52.33339213538074,57.91732406616211,0.2865660860704242,0.2794019339186636,554.2481569299405,0.0,27.94019339186636,1.0,0.05041098115080991,True,True,put,FILTERED (IV rank top-tercile)
put,2002-12-20,2003-01-24,58.62542724609375,53.13873522041957,56.27359390258789,0.2377028998286823,0.23176032733296525,647.0153750877536,0.0,23.176032733296527,1.0,0.035819910353989966,True,True,put,FILTERED (IV rank top-tercile)
put,2003-01-27,2003-03-05,55.5048942565918,48.69552630160765,54.36484146118164,0.30412134694130355,0.29651831326777095,516.6070943428535,0.0,29.651831326777096,1.0,0.05739725925462851,True,True,put,FILTERED (IV rank top-tercile)
put,2003-03-07,2003-04-11,54.28012847900391,48.412807954625556,57.00418472290039,0.25758024396067647,0.2511407378616595,523.9845909284086,0.0,25.114073786165953,1.0,0.047929031160378645,True,True,put,FILTERED (IV rank top-tercile)
put,2004-03-12,2004-04-16,74.53794860839844,69.72828070024929,75.62980651855469,0.20478281456811498,0.1996632442039121,1029.7585057734448,0.0,19.96632442039121,1.0,0.019389327020313988,True,True,put,FILTERED (IV rank top-tercile)
put,2004-05-11,2004-06-17,72.91901397705078,68.0258664244089,75.62980651855469,0.20923596096986774,0.20400506194562104,989.46603047139,0.0,20.400506194562105,1.0,0.020617692337394473,True,True,put,FILTERED (IV rank top-tercile)
put,2004-08-06,2004-09-10,71.25135040283203,66.39168681396056,75.39240264892578,0.2071605378581891,0.20198152441173436,959.2588016106671,0.0,20.198152441173438,1.0,0.02105599907684895,True,True,put,FILTERED (IV rank top-tercile)
put,2005-04-18,2005-05-25,77.56440734863281,72.92931822892716,80.89053344726562,0.197938413263806,0.19298995293221086,1107.078230295312,0.0,19.298995293221086,1.0,0.017432368160715344,True,True,put,FILTERED (IV rank top-tercile)
