label,n_trades,n_obs,win_rate,avg_win,avg_loss,avg_max_loss,pct_losses_hit_full_max_loss,max_loss_ever_breached,total_cost,cost_pct_of_gross_credit,worst_day,worst_day_date,worst_month,worst_month_date,sharpe,max_dd,pf,total_ret,top_year_share,skew,ekurt,kill_on_tail_risk,width_name,group,put_n,call_n,n_rejected,final_capital,dsr
1pct width | FILTERED (IV rank top-tercile),362,4766,0.9668508287292817,13.049941736622534,-139.98111097072376,164.6608661642299,0.75,False,891.4942283420684,0.1582299389864704,-0.019599844028856506,2020-03-05 00:00:00,-0.018591154835861157,2011-09,0.5672813983172365,0.0373335009323627,1.2168315476967935,0.3838683063782118,0.08721110957638152,-0.9413187814677422,35.511369180727776,False,1pct,FILTERED (IV rank top-tercile),181,181,0,138386.83063782117,0.006523761413590726
"1pct width | UNFILTERED (control, no IV condition)",616,8142,0.9724025974025974,12.801182079359098,-151.9491831160262,181.9196847643729,0.5882352941176471,False,1310.5095863974327,0.14170728726186954,-0.018402011496364737,2018-12-14 00:00:00,-0.019771959561909913,2007-11,1.0401892740835812,0.06477332110563376,1.3048749942759799,0.9384324676092615,0.0527407730675967,-0.3828637115633251,48.77359096458071,False,1pct,"UNFILTERED (control, no IV condition)",308,308,0,193843.24676092615,0.2722160140513958
2pct width | FILTERED (IV rank top-tercile),362,4765,0.9668508287292817,24.84664964410495,-225.93450510378545,331.93302206934254,0.4166666666666667,False,787.2851172685421,0.08031445300847447,-0.015873017239430427,2020-03-05 00:00:00,-0.017048163210994782,2002-07,0.6522096877970872,0.036616042622886244,1.2599689421900322,0.40663076325950387,0.07407710071808288,-0.3742859885045876,26.46619332883119,False,2pct,FILTERED (IV rank top-tercile),181,181,0,140663.0763259504,0.01618630742186539
"2pct width | UNFILTERED (control, no IV condition)",616,8142,0.9724025974025974,23.665561826444343,-236.67777106322987,367.16001163612736,0.4117647058823529,False,1146.6673997273112,0.07256611662903101,-0.014573691289505272,2012-06-01 00:00:00,-0.016290227730673568,2008-10,1.146375899996773,0.05138782710684017,1.3517899446908461,0.9179083179453948,0.048752725463516104,-0.15052471687273433,44.521283444749166,False,2pct,"UNFILTERED (control, no IV condition)",308,308,0,191790.8317945395,0.48990262305435284
