instrument,timeframe,family,variant,params,n_trades,guard,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,risk_med,n_targets,n_stops,n_time,n_obs,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,ftmo_pass_rate,ftmo_n_challenges
XAUUSD,M30,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",2951,PASS,0.9875047607899987,0.8022366882656167,-2.1328244658089477,0.14180026600668422,0.3088233849380271,0.9775819366977903,-0.0062678854231442704,0.10524685623926557,-0.11151474166240982,5.46383928571413,846,1373,732,1601,2237,714,0.7571396786365702,0.9652630077367715,-3.039070687951404,-0.3310948019010509,0.042105263157894736,95
XAUUSD,M30,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",1446,PASS,0.9140101044161671,0.7031204580364759,-2.2535351193661377,-1.2992377165553823,3.772416508571858,0.9490682508307712,-0.04737101021966846,0.1421488648404291,-0.18951987506009751,4.142116071428518,431,771,244,1599,983,463,0.6817099323537639,0.7501664684666252,-3.292447744497105,-2.7352743906904173,0.021052631578947368,95
XAUUSD,M30,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",819,PASS,0.8869875299436271,0.6480029021080812,-2.0137369811681958,-2.645539870588447,13.573473136671582,0.8145787905879195,-0.05266573834822923,0.13831424145392518,-0.1909799798021544,4.2981249999998,311,358,150,1598,504,315,0.6551600511426356,0.6369316636372631,-3.563224209822326,-3.78926585947419,0.0,95
XAUUSD,M30,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",2596,PASS,0.933384991828909,0.7553765731298904,-2.4603181204169298,-0.9105256936584442,1.4131275056272448,0.9788151530875836,-0.033147022680139665,0.10380936255681343,-0.1369563852369531,5.552964285714324,664,1213,719,1601,1896,700,0.7638865840961613,0.7308667889558402,-2.6852650088560908,-2.818933576520831,0.021052631578947368,95
XAUUSD,M30,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",1933,PASS,1.031009380981836,0.8628502708956224,-1.1826614030507347,-0.15772418785950215,0.21757555061780476,0.8698631001794118,0.017346379455780086,0.10304481160597678,-0.0856984321501967,5.539928571428618,480,1042,411,1600,1442,491,0.8353406460310229,0.9531788283844231,-1.5228315509207124,-0.39971522574809026,0.07368421052631578,95
XAUUSD,M30,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",1281,PASS,0.9981029126306001,0.8519933510087885,-1.0847500864120545,-0.12551950196158146,1.1426291387301344,0.8127680242852234,-0.001109327066626999,0.09467079736742681,-0.0957801244340538,5.986785714285588,338,722,221,1600,964,317,0.7737998215259851,1.1273863064858152,-2.178371852733593,1.004476106879018,0.05263157894736842,95
XAUUSD,M30,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",3515,PASS,1.057496899841573,0.8219180502665899,-2.0806059380586865,-0.5719577424951391,1.3438613310047116,0.9789354577160364,0.02891913231532236,0.13190220131068156,-0.1029830689953592,4.360017857142793,1111,1679,725,1601,2630,885,0.8106520962931396,0.8574534155054712,-2.3612337405274246,-1.589515928310074,0.10526315789473684,95
XAUUSD,M30,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",960,PASS,1.0149552446448162,0.8550243615647392,-0.832059934055584,-0.14157599059193357,1.9997738204863706,0.671432385883931,0.008513677415387867,0.10044248862308308,-0.09192881120769522,5.702535714285773,248,520,192,1600,747,213,0.7832339875879577,1.1596029766867857,-1.9434406556928465,1.1386219789399061,0.031578947368421054,95
XAUUSD,M30,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",679,PASS,1.0008606274682466,0.8499943483934181,-0.756479939795648,-0.07118079493040072,3.0144046460974576,0.6041293235485523,0.0005066940235987756,0.09849755861140086,-0.09799086458780205,5.594499999999925,185,385,109,1592,540,139,0.8061773460165903,1.0471137779410666,-1.7124633607302922,0.3637701489457732,0.021052631578947368,95
XAUUSD,M30,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",1149,PASS,1.0295135863763578,0.8471511824562041,-0.9687576041258135,0.12017404199087695,1.7555020822580785,0.8071701058029224,0.019232206810518893,0.13331652903344351,-0.11408432222292461,4.335964285714226,220,727,202,1600,903,246,0.8044046130112584,1.0280140178307133,-1.7565911866910568,0.20306963026281832,0.07368421052631578,95
XAUUSD,H1,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",1140,PASS,0.9336091149725226,0.8069231770895815,-1.3241125150648807,0.6462445791220834,1.0747006722099037,0.7338874299289413,-0.032202984595038696,0.06981982064869506,-0.10202280524373376,8.378133928571287,178,501,461,1600,877,263,0.8183448164244181,0.7689431239299367,-1.5285302824661355,-1.8285791263573692,0.042105263157894736,95
XAUUSD,H1,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",980,PASS,0.9260392937095315,0.8140353035942243,-1.2358560072380056,0.3132146143383359,0.6661981938845702,0.6671511709902836,-0.03631232280693479,0.061775591430630584,-0.09808791423756538,9.491964285714289,254,449,277,1600,751,229,0.8340156242605984,0.7480035675714659,-1.467558130069205,-2.141701802952596,0.021052631578947368,95
XAUUSD,H1,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",1038,PASS,0.9065042821124151,0.813614567595943,-1.39327612061006,1.5685274235390696,4.627850651250475,0.7849563894510144,-0.04873371047636386,0.05508355943630056,-0.10381726991266442,10.377928571428583,80,498,460,1600,777,261,0.7713617961609104,0.9558170594169548,-1.86667489947708,-0.28906359745470694,0.021052631578947368,95
XAUUSD,H1,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",1436,PASS,1.0271196802998688,0.8725574524609224,-1.026439259926567,0.6164520909861921,1.2497892216373385,0.8004615073007764,0.014843881616428554,0.09200764380621906,-0.0771637621897905,6.293607142857127,336,744,356,1600,1093,343,0.8293345028532306,1.0275753152587117,-1.5435509100448406,0.20966920331008274,0.031578947368421054,95
XAUUSD,H1,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",830,PASS,1.0561733039389383,0.9133839432216077,-0.5949415508674788,1.0248688573096751,3.0729189505707235,0.5606058962218773,0.03250519801589424,0.08733583346659694,-0.05483063545070272,6.767660714285739,219,467,144,1598,621,209,0.8518686050131761,1.1280745352863804,-1.3273066997091878,0.9595151718877779,0.08421052631578947,95
XAUUSD,H1,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",1383,PASS,1.0008737169740187,0.8683019863885053,-0.9997955564397496,0.29768364886807913,0.9512963557244629,0.7154035106551817,0.00040853616542482594,0.06711792178717656,-0.06670938562175174,8.676303571428662,360,580,443,1600,1053,330,0.819519396797503,1.0480689537364156,-1.637796028165668,0.35696401412202383,0.021052631578947368,95
XAUUSD,H1,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",826,PASS,0.9164020390887702,0.7612965501622302,-1.3542935517120582,-1.0350284128701543,5.5159415314491085,0.7058766808789956,-0.04470594956762347,0.09711317402204162,-0.14181912358966509,5.94142857142856,241,424,161,1599,554,272,0.7856659998471056,0.7108290051430838,-1.9813226668877364,-2.9035085411956087,0.0,95
XAUUSD,H1,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",494,PASS,0.8640558232061055,0.6915716243033675,-1.4257962507391073,-2.4820997260700493,15.371757564613294,0.5657095999226157,-0.06112618271023207,0.0930106645779667,-0.1541368472881988,6.1660089285715,167,209,118,1581,297,197,0.6470210261941015,0.7626859200973393,-3.4801733692339623,-2.3244137837341436,0.0,95
