instrument,lookback_months,n_decisions,n_switches,switch_rate,switch_freq_per_year,pct_time_cash,causal_ok,sharpe,pf,max_dd,total_ret,n_obs,skew,ekurt,top_year_R,top_year_share,n_years,n_pos_years,regime_a_sharpe,regime_b_sharpe,regime_holds
BTCUSDT,12,8,5,0.625,0.5771965865992414,0.23096366508688784,True,-0.37024572947002604,0.8659558237444083,0.261859198062207,-0.2352631121150205,3165,1.324023550245813,15.245375624252478,0.07050653061881629,,9,3,-0.07343044846698157,-0.5976093863012379,False
BTCUSDT,24,4,3,0.75,0.34631795195954485,0.46161137440758293,True,-0.19481080567444078,0.9111590063873247,0.2616276138275352,-0.11488243642140328,3165,1.6019829618284565,24.305546462703383,0.07050653061881629,,9,2,0.5561320262229531,-0.7274064239216592,False
ETHUSDT,12,8,5,0.625,0.5771965865992414,0.19210110584518167,True,-0.12257329090424755,0.9629258273259051,0.27331395388905094,-0.12741762663040146,3165,1.6397564877614283,10.408829078542876,0.13383946877306038,,9,3,0.40414458386209323,-0.6392092929132591,False
ETHUSDT,24,4,4,1.0,0.46175726927939315,0.3074249605055292,True,-0.3475887489688998,0.8949753543314904,0.40242138478926076,-0.2646929442836987,3165,1.5967023797564852,11.216554068123159,0.13663250531956328,,9,1,0.2686576536140807,-0.9691595283207908,False
