multiplier,sharpe,max_dd,funded_rate
1.0,1.4770491750621837,-0.03684668784442854,0.0
3.0,1.4770491750621835,-0.10742505873455994,0.012987012987012988
5.0,1.477049175062184,-0.17396645385502077,0.2077922077922078
6.0,1.4770491750621835,-0.2057674865656814,0.2727272727272727
7.0,1.4770491750621841,-0.23661255953657576,0.3246753246753247
8.0,1.4770491750621837,-0.26651965203130135,0.3246753246753247
10.0,1.477049175062184,-0.32359214393071173,0.33116883116883117
14.0,1.4770491750621841,-0.4272779545369871,0.37662337662337664
