n_trades,guard,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,risk_med,win_rate,n_obs,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,net_win,net_loss,gross_win,gross_loss,is_win,is_loss,oos_win,oos_loss,ftmo_pass_rate,instrument,timeframe,family,variant,params,dsr,oos_holds
404,PASS,1.1234407457917275,1.0768181045440117,0.2297996883916233,1.1930810050959981,6.698883498370924,0.1068817309262662,0.05508770446431819,0.019926662462928322,0.03516104200138987,194.3174732142861,0.46782178217821785,1999,240,164,1.1076996005270805,1.0351006146085557,0.7112352896208073,0.24074906394073925,199.12320042125964,184.91813945269814,202.54786733283106,180.29243472924654,117.70343294277734,106.25934403765254,81.41976747848231,78.65879541504557,0.0,NAS100,H4,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.0009529923669491214,True
312,PASS,1.1753663607915474,1.1384487978913194,0.3830617817435391,0.9933991019945273,5.446094826653881,0.09889635122758664,0.0851187407936666,0.01666992043253926,0.06844882036112737,243.1924464285721,0.483974358974359,1998,183,129,1.1567492809631008,1.1137296141114144,1.0928225243996714,0.8075647003190445,175.60823405150097,154.25220209882923,177.99456916864733,151.43752204102333,102.52686888708301,88.63361367445148,73.08136516441796,65.61858842437776,0.0,NAS100,H4,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.003716672101783914,True
359,PASS,1.157229258885944,1.1230599604985139,0.3320999541146546,2.4776090008719462,12.124312925652918,0.13868625242901406,0.08381965536869164,0.01696622033821389,0.06685343503047776,234.06967857143172,0.4178272980501393,2009,216,143,1.1292454885005891,1.1137322576795479,0.8270308317941636,0.7207848374013491,219.0303756992315,195.02999252329,221.47584010465488,191.38458382729453,132.42263178960954,117.26646963667764,86.60774390962197,77.76352288661236,0.0,NAS100,H4,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.0020508410125926746,True
177,PASS,1.5194127084248827,1.4763889801597023,0.8466668757671295,2.4292971591459653,13.705032621460864,0.12789922360930536,0.268858927259556,0.017931796329542133,0.25092713093001384,208.6639285714282,0.4745762711864407,2004,104,73,1.3673727633335098,1.6455442614563804,2.3148242965417234,3.6931649312963044,137.64485272581808,93.23075055120563,139.20694770832512,91.61891758338369,77.52094133419632,56.69334903615346,60.12391139162175,36.53740151505217,0.0,NAS100,H4,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.07637440563316047,True
106,PASS,1.3987675711791192,1.3585506281131794,0.5152436214248564,3.3311703560370027,25.432490171979804,0.06703410708299706,0.2167833773514482,0.01818534122757049,0.19859803612387775,220.44932142857033,0.44339622641509435,1996,61,45,1.1216054273713147,1.7400541017919402,0.8387846758741296,4.053291377253181,79.76385857311897,58.71246674398794,80.60418021256487,57.62514221331136,40.6223705139435,36.2180580822878,39.14148805917547,22.494408661700138,0.0,NAS100,H4,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.008270282647255238,True
210,PASS,1.450049414796204,1.4014917857093847,0.7506900543401047,3.336495813395973,17.35394252205036,0.09745676556083895,0.2760843639152031,0.02383090346889318,0.2522534604463099,155.40042857142726,0.38095238095238093,2004,120,90,1.4280628759420442,1.366732850280791,2.476075811001115,2.163962504158419,184.91422419166423,131.94099749793918,186.80293986670424,128.82522344451158,106.78749837574779,74.77786880028215,78.12672581591644,57.16312869765701,0.0,NAS100,H4,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",0.04034709876836235,True
209,PASS,1.123484753429039,1.0925418579191029,0.20612131132799366,1.7724426450160402,14.595031317117156,0.15763857119998567,0.05733396778127854,0.013674743006918025,0.043659224774360524,299.9841071428582,0.47368421052631576,1997,118,91,1.085381952627115,1.1016618017820985,0.5906698361191147,0.6973220451530029,107.72640737043386,98.60162939259253,109.02149378960083,97.0386945233136,59.95266269166283,55.23646541804964,47.77374467877104,43.36516397454287,0.0,NAS100,H8,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.0007387226696528706,True
164,PASS,1.300868387696179,1.2711104986369164,0.5149473729764398,1.5683744567229385,12.447669631433298,0.10627824513455708,0.1421887394567865,0.012323232535431534,0.12986550692135496,333.32740178571385,0.4878048780487805,1997,92,72,1.2581799724056417,1.2884020093526622,1.7348427517049527,1.8776730886754789,99.85610758164174,78.55816444653954,100.82444811359736,77.50549484268439,56.551392225920495,44.94698172455739,43.30471535572126,33.611182721982125,0.0,NAS100,H8,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.009915398302338254,True
187,PASS,1.1137838206655053,1.091993949978214,0.18515351727903773,3.2703640609687223,24.375332627450078,0.10691530447699248,0.062439553443358865,0.011313585002703633,0.051125968440655215,362.9445714285721,0.40641711229946526,1987,113,74,0.9767553466747958,1.2723126707382355,-0.16248152566329357,1.62712844545466,113.48647840814816,103.92592230974564,114.29356709735328,102.61737060344518,61.931097513929295,63.40492296741821,51.555380894218864,40.52099934232741,0.0,NAS100,H8,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.0005657424451310725,False
82,PASS,1.7685427494332746,1.7307201935826333,0.7583658175184749,4.455459450910633,39.025562759383206,0.06168433594605327,0.3284507505140458,0.012038805541821587,0.31641194497222425,331.55724999999984,0.5,2005,45,37,1.7966198735047372,1.657172332148954,4.0801474720604896,3.49566538004555,61.452913019250175,35.507133531527785,61.97715597637444,35.04419443422268,33.64581095661455,18.72728419227621,27.807102062635625,16.77984933925158,0.0,NAS100,H8,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.038508856960812,True
