n_obs,years,sharpe,cagr_pct,total_return_pct,maxDD_pct,recovery_days,alloc,guard_pass,calm_year_bleed_pct,dsr,n_trades
8402,33.34126984126984,0.4411832900541869,6.664414777827954,759.4241261098432,54.874136397470664,1753,0.01,True,-5.236684489848152,0.14520459730708002,259
8402,33.34126984126984,0.20810160526446111,2.223890616788138,108.20413412963657,62.836742415250654,2359,0.02,True,-10.16332497150656,0.011298526874255976,259
