decision_date,incumbent,sharpe_trend,sharpe_breakout,sharpe_meanrev,sharpe_momentum,sharpe_macross,circuit_breaker,challenger,action,new_active,instrument,lookback_months
2021-07-01 00:00:00+00:00,macross,0.2875094993388685,-1.6739647322409013,-2.3356055994430047,-2.3832018996567768,0.7019312749348477,False,macross,hold,macross,BTCUSDT,6
2022-01-01 00:00:00+00:00,macross,1.1990325811243634,-1.5597263370834862,-0.9269886357133713,-0.42497547294768573,0.4739375196853517,False,trend,switch_family,trend,BTCUSDT,6
2022-07-01 00:00:00+00:00,trend,-1.4486921369902928,0.4611066315517949,-1.817000483943708,-0.6159732822350305,0.27709332903153266,False,breakout,switch_family,breakout,BTCUSDT,6
2023-01-01 00:00:00+00:00,breakout,-2.0994280061342048,-1.0050262071004197,0.24817057743551313,0.779895657209586,-0.6853016423465773,False,momentum,switch_family,momentum,BTCUSDT,6
2023-07-01 00:00:00+00:00,momentum,-0.8256195371953934,0.30385336300288834,-1.3667210769235867,0.24979782790926042,-0.5552603567505912,False,breakout,hold,momentum,BTCUSDT,6
2024-01-01 00:00:00+00:00,momentum,-1.6016184187626197,-0.7239021892084438,0.5781589341301838,-1.301326265335081,-0.006248609004987756,False,meanrev,switch_family,meanrev,BTCUSDT,6
2024-07-01 00:00:00+00:00,meanrev,0.7815359059345761,0.40696297897928196,-0.8273904304517103,1.7962163417249057,2.570562369258014,False,macross,switch_family,macross,BTCUSDT,6
2025-01-01 00:00:00+00:00,macross,0.08993712208852694,0.08681321995238556,-0.053862315694921066,0.4378428827061782,-0.32758295844803226,False,momentum,switch_family,momentum,BTCUSDT,6
2025-07-01 00:00:00+00:00,momentum,-1.7050289593301169,-0.3770754767784729,0.23963055403147926,0.5478739713898408,1.3329781311193256,False,macross,switch_family,macross,BTCUSDT,6
2026-01-01 00:00:00+00:00,macross,-0.3690120381204572,-1.6995629421222744,-0.5560477631280168,0.44360267518360086,-1.229077683001032,False,momentum,switch_family,momentum,BTCUSDT,6
2026-07-01 00:00:00+00:00,momentum,0.40173312729297406,-1.253735809963179,-1.5698651382951383,-1.7808882699736424,1.3028463086776192,False,macross,switch_family,macross,BTCUSDT,6
2018-04-01 00:00:00+00:00,CASH,0.8740031358429405,2.3995557566761447,-1.303744553849999,0.7507992017523445,0.42220615653192184,False,breakout,switch_from_cash,breakout,ETHUSDT,3
2018-07-01 00:00:00+00:00,breakout,-0.08136374605969746,1.8010252826865936,-3.546109391090208,-0.20550343251490122,1.1767923704147132,False,breakout,hold,breakout,ETHUSDT,3
2018-10-01 00:00:00+00:00,breakout,0.2561400475756462,0.7032169296507726,-0.29524425489557654,2.584779979197585,0.523528942044636,False,momentum,switch_family,momentum,ETHUSDT,3
2019-01-01 00:00:00+00:00,momentum,1.4276757211686666,2.452340557808344,-2.5376248445781053,-0.8224665848776075,-0.14559811622795085,False,breakout,switch_family,breakout,ETHUSDT,3
2019-04-01 00:00:00+00:00,breakout,2.3997067708260573,0.8007539686724414,1.3585473815347273,-0.708174907390834,1.0426791168038478,False,trend,switch_family,trend,ETHUSDT,3
2019-07-01 00:00:00+00:00,trend,0.7753608672154025,0.848037083349982,-0.5566674684263554,-1.63784712608178,2.127777933030087,False,macross,switch_family,macross,ETHUSDT,3
2019-10-01 00:00:00+00:00,macross,-0.38253565850516913,-0.9773794531663145,-2.4723143518238677,1.0217719608076132,-0.14568156733582396,False,momentum,switch_family,momentum,ETHUSDT,3
2020-01-01 00:00:00+00:00,momentum,1.3374317640984386,-1.7362002449571665,-0.17733790135304311,-1.1683793639371212,0.0008556164107390598,False,trend,switch_family,trend,ETHUSDT,3
2020-04-01 00:00:00+00:00,trend,0.6301269163239361,3.1393616315156616,-1.7809653582316707,-1.4992493433717,0.9411138795684035,False,breakout,switch_family,breakout,ETHUSDT,3
2020-07-01 00:00:00+00:00,breakout,0.1606639596176771,-0.15546294682718534,-1.867941301108023,0.21373829070018782,0.22564443766857126,False,macross,switch_family,macross,ETHUSDT,3
2020-10-01 00:00:00+00:00,macross,-0.2522435483823444,0.1856563124277277,-3.066704136306596,2.6069783048157107,0.1603880149503063,False,momentum,switch_family,momentum,ETHUSDT,3
2021-01-01 00:00:00+00:00,momentum,1.2833867667847023,0.1240836573989817,0.2129732081789708,0.6360233500715438,1.6060823453595074,False,macross,switch_family,macross,ETHUSDT,3
2021-04-01 00:00:00+00:00,macross,0.4720855917584691,-0.3824109245796615,0.6238407049229667,-0.8703914096055991,-0.13136541605412602,False,meanrev,switch_family,meanrev,ETHUSDT,3
2021-07-01 00:00:00+00:00,meanrev,1.9238843766303788,1.0103884317656042,-3.5365634167636673,-1.376668603811623,1.1416123180200533,False,trend,switch_family,trend,ETHUSDT,3
2021-10-01 00:00:00+00:00,trend,1.7932393414663892,0.4483718607165595,-2.2239411946085705,-0.5097669886932549,0.9659536450182702,False,trend,hold,trend,ETHUSDT,3
2022-01-01 00:00:00+00:00,trend,-0.15495246139905677,-2.0299807493946727,-1.8841743137078062,-1.824978030584751,1.0610487398570037,False,macross,switch_family,macross,ETHUSDT,3
2022-04-01 00:00:00+00:00,macross,-0.3330317459662691,1.1900943991382948,-1.2213222490526825,-0.5692563109541835,1.0284461937453213,False,breakout,hold,macross,ETHUSDT,3
2022-07-01 00:00:00+00:00,macross,-0.2948129823549332,0.4385921463920979,-1.730995001263438,-0.6323851928936322,1.232524661190481,False,macross,hold,macross,ETHUSDT,3
2022-10-01 00:00:00+00:00,macross,-1.7073505089854648,0.012712516676402514,-0.8410947401399368,1.6923572470199575,0.1625727690990736,False,momentum,switch_family,momentum,ETHUSDT,3
2023-01-01 00:00:00+00:00,momentum,-0.5031971821747853,-2.817819554859926,-0.2846768765533493,-3.1429650614333466,-2.4598123413621837,True,meanrev,switch_to_cash,CASH,ETHUSDT,3
2023-04-01 00:00:00+00:00,CASH,-0.13271341361986194,-0.5431229079439664,-1.6973009493686495,3.2397294680512427,0.6144762108674062,False,momentum,switch_from_cash,momentum,ETHUSDT,3
2023-07-01 00:00:00+00:00,momentum,-0.7500061646106052,-3.3484835893842675,1.178919042482004,-1.4878355409656538,-0.20437452374896373,False,meanrev,switch_family,meanrev,ETHUSDT,3
2023-10-01 00:00:00+00:00,meanrev,-2.4143447810250676,-0.15804933796208562,2.5367886600997696,-1.272818224956263,2.3518591909988875,False,meanrev,hold,meanrev,ETHUSDT,3
2024-01-01 00:00:00+00:00,meanrev,-0.49403353359721935,-0.18268513848825285,-1.6072536606939858,-0.3274608804521387,-0.08068155382394608,True,macross,switch_to_cash,CASH,ETHUSDT,3
2024-04-01 00:00:00+00:00,CASH,1.8582629901575456,1.64368607285858,-4.073427927764872,-1.1718209054304918,-3.806193780640589,False,trend,switch_from_cash,trend,ETHUSDT,3
2024-07-01 00:00:00+00:00,trend,-4.514848674787805,-1.7951975164929177,0.6620220096379755,0.8442739136139998,-1.8180883970250232,False,momentum,switch_family,momentum,ETHUSDT,3
2024-10-01 00:00:00+00:00,momentum,-0.610235283187695,-0.13264288366392574,0.7361538655941026,1.4967192526975306,-0.6617610023481527,False,momentum,hold,momentum,ETHUSDT,3
2025-01-01 00:00:00+00:00,momentum,-1.5855964029013758,1.7622589379436533,-2.7603008835313227,-0.2642136887671008,-0.7937542552082536,False,breakout,switch_family,breakout,ETHUSDT,3
2025-04-01 00:00:00+00:00,breakout,-0.10958495554381979,0.028764893930756808,-0.026464016174677495,0.6135387781070656,-0.36440377370570587,False,momentum,switch_family,momentum,ETHUSDT,3
2025-07-01 00:00:00+00:00,momentum,-1.6338963254698444,-2.7388520735387325,-1.8959347083426648,-1.4766563281609995,0.023855772462207502,False,macross,switch_family,macross,ETHUSDT,3
2025-10-01 00:00:00+00:00,macross,-0.4090613458267169,0.4456909479357057,-1.3861771829854923,-2.0969450637285565,0.2013222172177074,False,breakout,hold,macross,ETHUSDT,3
2026-01-01 00:00:00+00:00,macross,1.6246024152757912,-0.5531824699257409,0.25483988087117815,-0.04925815912204774,-1.9641185551237108,False,trend,switch_family,trend,ETHUSDT,3
2026-04-01 00:00:00+00:00,trend,-1.6930586054487433,-0.2733594969566741,-0.12962314479348047,-3.1033707647117237,1.4510765859024402,False,macross,switch_family,macross,ETHUSDT,3
2026-07-01 00:00:00+00:00,macross,-0.07029398914897686,-3.196157714799619,-1.01757589387061,-0.5751383407915753,-0.7521937770513263,True,trend,switch_to_cash,CASH,ETHUSDT,3
2018-07-01 00:00:00+00:00,CASH,0.3824880184952384,2.0934505193238535,-2.43441866681873,0.28594346828748163,0.8290723628710015,False,breakout,switch_from_cash,breakout,ETHUSDT,6
2019-01-01 00:00:00+00:00,breakout,0.8374743419555813,1.486732053272466,-1.4082530701950113,0.8729431938182011,0.21747580587501794,False,breakout,hold,breakout,ETHUSDT,6
2019-07-01 00:00:00+00:00,breakout,1.540766691467774,0.8231911816651468,0.39498866835973107,-1.3167083731274976,1.5856394374520082,False,macross,switch_family,macross,ETHUSDT,6
2020-01-01 00:00:00+00:00,macross,0.45577872493284743,-1.3603388682109148,-1.4605548284721255,0.07012323037598273,-0.06584054154933167,False,trend,switch_family,trend,ETHUSDT,6
2020-07-01 00:00:00+00:00,trend,0.41533321880205765,1.7272343506315921,-1.800030672978946,-0.5840809349027929,0.6011628346799271,False,breakout,switch_family,breakout,ETHUSDT,6
2021-01-01 00:00:00+00:00,breakout,0.6426111071544556,0.010530666339127531,-1.466462138700246,1.5914536700596733,0.9702452824250487,False,momentum,switch_family,momentum,ETHUSDT,6
2021-07-01 00:00:00+00:00,momentum,1.2104877549004414,0.2919106224833281,-1.0433917607763254,-1.0670433523570806,0.47253216511158647,False,trend,switch_family,trend,ETHUSDT,6
2022-01-01 00:00:00+00:00,trend,0.8595612861905936,-0.7791884519649022,-2.0575666761274163,-1.1998256146079271,0.7847271648339745,False,trend,hold,trend,ETHUSDT,6
2022-07-01 00:00:00+00:00,trend,-0.3144966027902173,1.03049433945904,-1.478595098576938,-0.6009389935343591,1.443855012804667,False,macross,switch_family,macross,ETHUSDT,6
2023-01-01 00:00:00+00:00,macross,-1.1275316067557941,-1.300948516444124,-0.5888482606691907,-0.7537440604197262,-0.9795224880526027,True,meanrev,switch_to_cash,CASH,ETHUSDT,6
2023-07-01 00:00:00+00:00,CASH,-0.4493267726867796,-1.7829878282382423,-0.39710801173738897,0.8450052446418588,0.21860917820001105,False,momentum,switch_from_cash,momentum,ETHUSDT,6
2024-01-01 00:00:00+00:00,momentum,-1.5374853940573658,-0.17030557347607356,0.5722351662502803,-0.7904180974403214,1.0994603861780847,False,macross,switch_family,macross,ETHUSDT,6
2024-07-01 00:00:00+00:00,macross,-0.8266269719371152,0.02869423674089328,-1.87190787785487,-0.010231119285387964,-2.515786723067955,False,breakout,switch_family,breakout,ETHUSDT,6
2025-01-01 00:00:00+00:00,breakout,-1.2590614956354682,0.7845427682522315,-0.763648802084949,0.5234032146647801,-0.7036698165105997,False,breakout,hold,breakout,ETHUSDT,6
2025-07-01 00:00:00+00:00,breakout,-0.8957894030706303,-1.306551986964352,-1.074336225577845,-0.3682452212648211,-0.18351784948552619,True,macross,switch_to_cash,CASH,ETHUSDT,6
2026-01-01 00:00:00+00:00,CASH,0.605752813775781,-0.06099639557786513,-0.582922372373195,-0.7863662269077452,-0.7534146374886492,False,trend,switch_from_cash,trend,ETHUSDT,6
2026-07-01 00:00:00+00:00,trend,-0.8599256388648817,-1.6559175492708416,-0.6021146409485328,-2.000001878065231,0.3599684562573933,False,macross,switch_family,macross,ETHUSDT,6
