,A|MomoRot US-sector widened 27-univ §12.2 (N12/K5),"A|MomoRot US-sector §12 (N12/K5, headline)",A|MomoRot country-ETFs §17 (N12/K5),A|MomoRot crypto-sectors §17 (N12/K5),A|ORB §10 best cell 2018-2025 (NAS100 OR30 2R),A|ORB §10 same cell 2013-2017 (out-of-regime),A|Sneaky Pivot §9 best cell 2018-2025 (NAS100 swing/sneaky/session),A|Sneaky Pivot §9.4 same cell 2013-2017 (out-of-regime),A|VRP naked SVXY §20 (thr 1.2),A|VRP naked SVXY §20 (thr 1.5),A|VRP §21-A fixed 10% sizing (thr 1.2),A|VRP §21-A fixed 20% sizing (thr 1.2),A|VRP §21-B vol-of-vol breaker +20% (thr 1.2),A|VRP §21-C paired VIXY hedge h=1.0 (thr 1.2),B|ICT-SMC BTCUSDT in-regime 2018-2025 (no out-of-regime window -- see docstring),B|ICT-SMC EURUSD in-regime 2018-2025,B|ICT-SMC EURUSD out-of-regime 2013-2017 (full 5yr),B|ICT-SMC SPX500 in-regime 2018-2025,"B|ICT-SMC SPX500 out-of-regime 2017 (1yr, not a full regime test)",B|ICT-SMC XAUUSD in-regime 2018-2025,"B|ICT-SMC XAUUSD out-of-regime 2017 (1yr, not a full regime test)",C|Bollinger BTCUSDT,C|Bollinger ETHUSDT,C|Bollinger EURUSD,C|Bollinger NAS100,C|Bollinger SPX500,C|Bollinger US30,C|Bollinger XAUUSD,C|Ichimoku BTCUSDT,C|Ichimoku ETHUSDT,C|Ichimoku EURUSD,C|Ichimoku NAS100,C|Ichimoku SPX500,C|Ichimoku US30,C|Ichimoku XAUUSD,C|MACD BTCUSDT,C|MACD ETHUSDT,C|MACD EURUSD,C|MACD NAS100,C|MACD SPX500,C|MACD US30,C|MACD XAUUSD,C|MACD-slow-n3 BTCUSDT,C|MACD-slow-n3 ETHUSDT,C|Pairs GLD-SLV N1.5,C|Pairs GLD-SLV N2.0,C|Pairs NAS100-US30 N1.5,C|Pairs NAS100-US30 N2.0,C|Turtle Sys1 BTCUSDT,C|Turtle Sys1 ETHUSDT,C|Turtle Sys1 EURUSD,C|Turtle Sys1 NAS100,C|Turtle Sys1 SPX500,C|Turtle Sys1 US30,C|Turtle Sys1 XAUUSD,C|Turtle Sys2 BTCUSDT,C|Turtle Sys2 ETHUSDT,C|Turtle Sys2 EURUSD,C|Turtle Sys2 NAS100,C|Turtle Sys2 SPX500,C|Turtle Sys2 US30,C|Turtle Sys2 XAUUSD,D|Credit-spread FILTERED 1pct (SPY),D|On-chain active-address surge H20 (BTCUSDT)
A|VRP §21-A fixed 10% sizing (thr 1.2),0.3847332859145512,0.4626190861496752,0.440683458325209,0.21189388702355652,-0.009806078927558585,-0.03793247538243818,-0.0615011906678235,-0.024728472157463703,1.0,0.8131834625500914,1.0,0.9999999999999998,0.7760283576145159,0.012783216682376738,-0.003187766447852244,0.019230914983061658,-0.05450995587275863,0.06802117494227206,0.2261656748945666,0.010282604489923082,-0.04174603425550721,0.025509845527121332,-0.029005438266077013,0.018714027512916315,0.01649618566982746,0.05677356655571822,0.06130545572130482,0.007802783690560244,-0.01859090733988387,0.015232366948276926,0.0012767555258517333,0.22999761175743388,0.16366649403646577,0.11384966007286396,-0.018058250497494367,-0.015354106998778273,-0.0018029051599145359,-0.00995005768251686,-0.1449870774325805,-0.1743808002142246,-0.17543083981301724,-0.03096225173659735,0.044750632999493674,0.07589669251109349,0.02090305228369189,0.013559256216713804,0.00754891387792397,0.006188636020949043,0.020877313258957985,0.03229786199664748,0.0010240481154799373,0.1310651552578989,0.13098116786462785,0.051596577485508575,-0.00016398097967493738,0.010686937304320238,0.012030826108163398,0.01991506941066522,0.3032046919198451,0.27057611832556666,0.147643802100761,0.008394546369252924,0.263534563594387,0.07095526025323942
A|VRP §21-A fixed 20% sizing (thr 1.2),0.38473328591455264,0.4626190861496762,0.44068345832521016,0.21189388702355702,-0.009806078927558758,-0.03793247538243836,-0.061501190667823814,-0.024728472157463998,1.0,0.8131834625500922,0.9999999999999998,1.0,0.7760283576145174,0.012783216682374624,-0.0031877664478523813,0.019230914983061866,-0.054509955872759204,0.06802117494227236,0.22616567489456668,0.010282604489922801,-0.04174603425550772,0.025509845527121166,-0.029005438266076974,0.018714027512916443,0.01649618566982768,0.05677356655571844,0.06130545572130501,0.007802783690560259,-0.018590907339883594,0.015232366948277036,0.0012767555258516475,0.22999761175743386,0.16366649403646616,0.11384966007286434,-0.01805825049749441,-0.01535410699877856,-0.001802905159914673,-0.00995005768251709,-0.14498707743258102,-0.17438080021422503,-0.17543083981301733,-0.030962251736597387,0.04475063299949404,0.0758966925110937,0.020903052283691687,0.013559256216713712,0.007548913877923905,0.006188636020949067,0.02087731325895804,0.03229786199664756,0.0010240481154799906,0.131065155257899,0.13098116786462854,0.05159657748550889,-0.00016398097967514847,0.010686937304320488,0.012030826108163455,0.01991506941066529,0.3032046919198459,0.2705761183255672,0.14764380210076136,0.0083945463692528,0.2635345635943875,0.07095526025323987
A|VRP §21-B vol-of-vol breaker +20% (thr 1.2),0.41054369336379004,0.48257467095100426,0.49601698826696944,0.1861723963101387,-0.02115746668196172,-0.047576187959919275,-0.07126349482176565,-0.023217725528338073,0.7760283576145203,0.5899154992696912,0.7760283576145159,0.7760283576145174,1.0,-0.3024423212001944,0.015728376296487198,0.03957243579376561,-0.05132587045559375,0.12840797143167987,0.20842795049399915,-0.01348035537399608,-0.03424030219133448,0.012525180540298353,-0.02362016583650348,-0.006151883654172798,-0.005643737593408577,-0.0002867609186470674,0.004945983022804493,0.030812357248907237,-0.010885486819399427,0.050773919325411664,0.003615785634746948,0.2366964953601882,0.2301059805229931,0.1889459270562854,-0.042533325194580945,-0.047432597340575075,-0.0165644780717159,0.0006879341660832209,-0.1489315060474648,-0.14606451360476672,-0.12990530612887896,-0.02341301703944134,0.07140748225057922,0.11043007187713018,0.015463199378614274,0.013223912851646771,0.001997482436234239,0.0017067158353591134,0.027653294906628108,0.05245721985847398,0.01348624900154168,0.16659852612944098,0.22387154627096434,0.12262750786728684,-0.046337084921556894,0.023330466428589883,0.04144465030289589,0.026723427406464665,0.3322508923326323,0.3676785924440452,0.2238046806240924,-0.03751003582857575,0.19706809897749175,0.08505176616243036
A|VRP §21-C paired VIXY hedge h=1.0 (thr 1.2),-0.2967814865285986,-0.35927760716741675,-0.32935628259887567,-0.20814979188975466,0.0024718394656015876,0.023027927869753696,0.05676982405163397,0.03695160188234059,0.0127832166823734,0.19385007097175216,0.012783216682376738,0.012783216682374624,-0.3024423212001944,1.0,-0.020840988985969606,-0.009837588075466525,-0.00644017466604465,-0.07782931368740967,-0.0036883152450109665,0.036306149431949146,-0.04916175152175888,-0.09410209369682214,-0.055935766243646774,0.007613544202604203,-0.08630070873569451,-0.13518837802046776,-0.08139648426218883,-0.014206508081929066,0.022429804919178873,-0.010095449136332101,0.01013195573472076,-0.03349688412596409,-0.1741649811893269,-0.13516597150512286,0.01377656125637034,0.09566687166540808,0.06782433079584745,0.013044105496602438,0.14534905795578343,0.2005470305566498,0.1349576018557652,0.002275122589199117,-0.04293346996630622,-0.07633299252182496,-0.014037758922812902,-0.005390969238444343,-0.01613844927663183,-0.012401733880576256,0.0013085704407050326,-0.008576982525593546,-0.017976954312352442,0.016049452181026293,-0.0020200716314024837,0.020400981109393635,0.05205305918917951,-0.009693829911802442,-0.009826764420153178,-0.015110063085278798,-0.09086557405948595,-0.18619757082298832,-0.06063006782896434,0.05338546260771323,-0.2172715518223299,-0.06797114765066457
B|ICT-SMC BTCUSDT in-regime 2018-2025 (no out-of-regime window -- see docstring),0.001935159551882638,0.009804710731984289,0.008706564005423429,0.05772054145942839,0.01080940812761411,,0.012196772362336681,,-0.003187766447852373,-0.0051401409742284085,-0.003187766447852244,-0.0031877664478523813,0.015728376296487198,-0.020840988985969606,1.0,0.029791864694474618,,0.020564618276607518,,0.008087249524807001,,-0.06992762080166942,-0.03882164017939649,-0.02216504087945462,0.015354627238136869,-0.008151953617887142,0.007411390152168176,0.008421543944120362,0.042479614362043394,0.027976664507787456,0.009178191658070751,0.01710965140370936,0.003641574490396531,-0.009883584227585637,-0.004504265169845632,0.03805865701102227,0.0219324301849636,0.004182032265891405,0.009423895700797673,0.017036940824139365,-0.008355815160332866,-0.022764437396252342,0.06189224257568945,0.03617097616137887,-0.02298879543904479,-0.028652978586903643,-0.002212359438437558,-0.010316723395988847,0.09457313324218844,0.030491030408592874,0.016453270690615144,-0.0037723844380921205,0.01707911223628978,-0.005658993416787538,-0.008371722141696765,0.07767571346325704,0.054046142031665,0.016827521085478,-0.00914104944800979,0.022157901983399623,-0.015557587841438866,-0.012085332241115016,0.007141508574008065,0.05715267339938953
B|ICT-SMC EURUSD in-regime 2018-2025,0.062134358844062126,0.05527751904558486,0.10179767904082311,0.022706781932801318,-0.0093174299506635,,0.03932335121159443,,0.019230914983062064,0.012259411233779334,0.019230914983061658,0.019230914983061866,0.03957243579376561,-0.009837588075466525,0.029791864694474618,1.0,,0.04490059431168825,,0.0927848731099404,,0.00035903566652503423,-0.00786353763449019,-0.20780389724431558,0.011827332726114694,-0.0386995455786066,-0.0534257040424612,-0.06989855486609922,0.011909262291943867,0.011671020347372357,0.1985449233660073,0.015068255323714667,0.01841753128668628,0.010821725834988456,0.06389665641633856,0.009115989704059059,-0.02846925704910788,0.13378788698421779,-0.009464907374530835,-0.002359722459239493,0.02265773857656643,0.03045090934120656,0.0212486309960282,-0.0291538434259353,-0.02589326591132966,-0.034173310876590084,0.03457963369967068,0.0460041043236032,0.012455937752902525,0.01604310537114057,0.20754597152168233,-0.005058519484074757,0.035669895124306905,0.049472958981813316,0.05969469511728512,-0.005636851618972606,0.022687977960045586,0.19802325938180734,0.008090952274215597,0.03764490889235167,0.04968054034330519,0.05477105476598283,-0.022967469926917033,0.00014379070000577609
B|ICT-SMC EURUSD out-of-regime 2013-2017 (full 5yr),-0.026701403570188312,-0.03575395602830727,-0.02171688604773991,,,0.008836456272331714,,0.03567440758268531,-0.05450995587275907,-0.049630163477918994,-0.05450995587275863,-0.054509955872759204,-0.05132587045559375,-0.00644017466604465,,,1.0,,-0.004282164484843411,,0.13777243134446068,,,-0.1731342190646463,-0.06803371524722349,-0.0640726177974788,-0.0330208888955614,-0.02120887565304967,,,0.16050266154055634,-0.05397046531352848,-0.11398509269898831,-0.025928625309674373,-0.0813000565431486,,,0.07137430799801146,0.016519778521445243,0.02921588564209884,0.057963925391386804,0.054522101329588776,,,0.031105693040905012,0.024711563056712772,0.03381597440700775,0.025057735200938323,,,0.18344038961937167,0.01795470273053045,-0.013690908659823208,0.004005039315324929,0.07304651462293422,,,0.14372707389205044,-0.04888875578302855,-0.07953507751290918,-0.02119667301075423,-0.05978244576630667,-0.05305484017465169,
B|ICT-SMC SPX500 in-regime 2018-2025,0.11958013891527958,0.1466787155762164,0.13150707891871008,0.05522194086579184,0.06988095422693046,,0.004136321383388745,,0.06802117494227285,0.051488215436555955,0.06802117494227206,0.06802117494227236,0.12840797143167987,-0.07782931368740967,0.020564618276607518,0.04490059431168825,,1.0,,0.04556585919394453,,0.02092324758659556,0.01282840537224214,0.01641633731219594,-0.07045649039031159,-0.07507531261285244,-0.018037631060987346,-0.004079895783191582,-0.014999234882827029,0.016783250036101597,-0.024469107311807403,0.07892050576519477,0.10550998509593287,0.04119874057849956,-0.002655553748583046,-0.0311849233024704,-0.02268476730611436,0.005337759154415388,0.047058948562560585,0.006923427929934533,0.017839945199291656,0.0017598701288617715,0.013319379415530432,0.026845558194556876,-0.012061661859299987,0.003338792221548018,-0.018580069567813037,-0.022114371779737862,0.0009448945440401656,0.004627772975110731,-0.0026236168754266735,0.12453570239154133,0.13070198031422098,0.0857673092376234,0.0009419392817469048,0.012091727873524425,0.026750880920266992,-0.02602652032908338,0.15038750375663723,0.17420991643803654,0.07832278743883347,0.003936523663153069,-0.0009612339033083951,0.010170013027879904
"B|ICT-SMC SPX500 out-of-regime 2017 (1yr, not a full regime test)",0.3347197448030941,0.35129562962772976,0.22307672438577356,,,0.12846704398326092,,0.010509299219819822,0.22616567489456685,0.2074619391309345,0.2261656748945666,0.22616567489456668,0.20842795049399915,-0.0036883152450109665,,,-0.004282164484843411,,1.0,,0.08568761789795899,,,-0.0413893376292022,-0.04735738517226319,-0.1765702428586796,-0.20373165871316457,-0.0014864686047171768,,,0.09645893201694303,0.19936847484968642,0.2328152593131833,0.282810257913984,-0.23601372614628194,,,0.08739085241224712,-0.22504091001597043,-0.09929802017061741,-0.05188475573126735,-0.08998477591913472,,,0.012146588907789604,0.06811860621070776,0.15855270057268078,0.18899234640454796,,,0.0864952799710449,0.15537321590188533,0.20931177030057932,0.28981946297953076,-0.006041675765729602,,,0.029696607759063732,0.20616705435693997,0.24778770021379212,0.33372599004148296,0.05043755739186506,0.06549486204243357,
B|ICT-SMC XAUUSD in-regime 2018-2025,0.04537209923683655,0.029537594180959678,0.03738044558746873,0.04650681478847112,-0.0008745532774783556,,0.006079173457800591,,0.01028260448992276,0.007050409522561671,0.010282604489923082,0.010282604489922801,-0.01348035537399608,0.036306149431949146,0.008087249524807001,0.0927848731099404,,0.04556585919394453,,1.0,,-0.007834656994847429,-0.01700303623133131,-0.07468987402769385,0.031570906071812954,-0.05038100321758201,-0.05975719276206402,-0.12313967482950265,-0.00604006332772166,0.01981377485077983,0.09548392839475428,0.04939832697765721,0.049829559792436355,0.019173682055379834,0.1348805743399334,-0.007422503179782979,0.0007866574442359466,0.052609144770974975,-0.01764138469648751,-0.017625933813502474,0.026753156771503913,0.008288006555943084,-0.0008670665220011105,0.020572257069305846,-0.012883841748097738,-0.02948906504820765,0.026751305977872935,0.012072024126586861,0.01350295333306892,-0.0012346666251631482,0.06363047316580887,-0.03810137218527607,0.015936136781490858,0.030165035175591878,0.12719596339628628,0.008543286981117535,0.02445875724341125,0.07757442918744643,-0.005558515214054659,0.02261735598339833,0.024768831675825078,0.14416603847290949,-0.03308871279731189,0.015268116144655999
"B|ICT-SMC XAUUSD out-of-regime 2017 (1yr, not a full regime test)",-0.057921208931547695,-0.0877410486323771,0.045406849395409114,,,-0.0012278199781701451,,0.028973863619321822,-0.04174603425550768,-0.035265048198681766,-0.04174603425550721,-0.04174603425550772,-0.03424030219133448,-0.04916175152175888,,,0.13777243134446068,,0.08568761789795899,,1.0,,,-0.17364880359743595,0.06395497467090898,-0.01609040795014934,-0.039776364106735754,-0.19957648126450972,,,0.16582791620181098,0.030471963727372917,-0.053024507603066214,-0.03363717736927605,-0.03367062868675377,,,0.0824039500203606,-0.049291483961265675,-0.028840016718420743,0.0835520007577822,0.02514139280972448,,,0.09113927036095072,0.13442857729228957,-0.02357754853301289,-0.010905398279114043,,,0.13903390333556667,-0.04355837547398303,-0.026020954957065443,-0.009211112864675117,0.2746707579255208,,,0.0848841992519199,-0.04275732728342161,-0.06845921971172421,-0.0821185451327515,0.2051769884119932,0.10493915995498813,
C|Bollinger BTCUSDT,0.02839137593897912,0.0448705359609461,0.037571648771393025,-0.01367891991286734,-0.0015512697991680593,,0.014834089325728142,,0.025509845527121065,-0.04312505904635343,0.025509845527121332,0.025509845527121166,0.012525180540298353,-0.09410209369682214,-0.06992762080166942,0.00035903566652503423,,0.02092324758659556,,-0.007834656994847429,,1.0,0.5389780186593673,0.03096282616018663,0.09810244479202532,0.17967465892674583,0.12980777132209886,-0.035414479625773175,-0.5014855367967338,-0.2667746472105432,-0.0042467085143640506,-0.07118866631127183,-0.09642794608896359,-0.09310173237789675,0.03613415963865901,-0.5208517871112931,-0.40424807601055895,0.02279341086814288,-0.12325000196836577,-0.1596997663408752,-0.10776523714229194,0.006396978862833811,-0.27888051328749786,-0.1486881569259176,0.04773962313353803,0.05699764249925746,0.06523871985652231,0.06969046017995215,-0.7307124022449201,-0.45351571214247965,-0.026149292430160617,-0.07476841038353571,-0.13142079390452271,-0.09553047315853815,0.03771991335556847,-0.6287488879479812,-0.3397970501887892,-0.008536590656651348,-0.04469983397955079,-0.06933401252548045,-0.06912673207959925,0.025596264293687346,0.10492727865444444,-0.06808054981958644
C|Bollinger ETHUSDT,0.013134839937037278,0.033003019602636,0.019850292795534945,-0.06235129398683922,-0.01667918235226314,,0.00043324183835874506,,-0.029005438266076863,-0.04943126082390055,-0.029005438266077013,-0.029005438266076974,-0.02362016583650348,-0.055935766243646774,-0.03882164017939649,-0.00786353763449019,,0.01282840537224214,,-0.01700303623133131,,0.5389780186593673,1.0,0.032850819539962946,0.14293788439368454,0.15476189324622716,0.09366943353845628,-0.00879549390765347,-0.2925276882365383,-0.517726803262584,-0.018876005432844317,-0.08987372062053631,-0.06330656485473837,-0.07453763618670016,-0.02243279762755289,-0.32165754172343364,-0.526058496244017,0.03735616535567655,-0.14345944612487832,-0.1248745350422462,-0.08770565491702645,-0.019538362060112616,-0.11846237097419507,-0.31796631665098507,0.024376970540714055,0.033293997565412695,0.07540934919070373,0.07063200693208498,-0.46158286860126285,-0.7625358205027584,-0.01778022252929184,-0.10721995804864926,-0.11521518868395214,-0.05258244672386303,0.006390379606701881,-0.39566017005729415,-0.6070549263420733,-0.028901647948996842,-0.09288259861971288,-0.08224603711021203,-0.055694786759954526,0.001851640619400748,0.08797315444315157,-0.03860592496488011
C|Bollinger EURUSD,-0.0075508228084253054,0.013713634128466169,0.0011550158921548408,-0.033283613270557656,0.02238977913452012,-0.01683871398899967,-0.008285670924207757,-0.04947903137819487,0.018714027512916565,0.011009997944727791,0.018714027512916315,0.018714027512916443,-0.006151883654172798,0.007613544202604203,-0.02216504087945462,-0.20780389724431558,-0.1731342190646463,0.01641633731219594,-0.0413893376292022,-0.07468987402769385,-0.17364880359743595,0.03096282616018663,0.032850819539962946,1.0,0.052889064910969945,0.12243148395608709,0.06594121137708665,0.100169738963897,-0.030703673730963277,-0.056293955774106764,-0.5874058749808766,-0.057503884514647934,-0.06388550000871787,-0.049663683544055176,-0.084153330710612,-0.004733275349376094,0.0009795633246972833,-0.4624146865381191,-0.04126814497254268,-0.06872771703184874,-0.061396129714632756,-0.0931562458126225,0.01800084384972923,0.01593820733979863,0.022811168437999612,0.03484502930985831,-0.00973983744369838,-0.01104706232188058,-0.02824764953730039,-0.005484138311804082,-0.7691913785235943,-0.03737600600848641,-0.07256461400195664,-0.07492783985571365,-0.0949412904082794,-0.017124404020126497,-0.052538040991128465,-0.5895565008666389,-0.028970353718101565,-0.0585959160176758,-0.059473185192373754,-0.08151804399563373,0.0821765831453687,-0.018946738188104804
C|Bollinger NAS100,0.02689508458564202,0.055469209381148625,0.026640483223892265,-0.014401165027808431,-0.004401132686381577,0.03360741322877905,0.07758923870221175,0.06263499562695513,0.016496185669827846,-0.009093568282745833,0.01649618566982746,0.01649618566982768,-0.005643737593408577,-0.08630070873569451,0.015354627238136869,0.011827332726114694,-0.06803371524722349,-0.07045649039031159,-0.04735738517226319,0.031570906071812954,0.06395497467090898,0.09810244479202532,0.14293788439368454,0.052889064910969945,1.0,0.4681131412600029,0.26343846456385317,-0.050413569170036074,-0.09014290192955819,-0.10336699560262108,-0.031016133088598245,-0.39406516525592694,-0.23860067830277976,-0.14111469936979315,0.06089410015019653,-0.08262018672714506,-0.10747774079323705,-0.04350538220050841,-0.5609119591416228,-0.30281600254321434,-0.19811590522652173,0.002531030240653178,-0.009787031700644344,-0.04819690964790331,0.026314155766293108,0.0314918355247451,0.26513755457354515,0.22029215276320815,-0.04571436288277686,-0.0841557088371244,-0.03788309685128402,-0.7222499047552313,-0.47792934634911527,-0.27175751667333303,0.04974642958273467,-0.05468619676761665,-0.09352101340602022,-0.0336861285461262,-0.5278064346324717,-0.38972944688500516,-0.24706418444037992,0.0529269379977383,0.35827714463112437,0.05420152157451044
C|Bollinger SPX500,0.056249142409724645,0.08265096652383279,0.03712144049008951,-0.01145724318260782,-0.029121383744506322,0.011349209634434632,0.05999608741528101,0.003536419806977054,0.056773566555718566,-0.010600921043123362,0.05677356655571822,0.05677356655571844,-0.0002867609186470674,-0.13518837802046776,-0.008151953617887142,-0.0386995455786066,-0.0640726177974788,-0.07507531261285244,-0.1765702428586796,-0.05038100321758201,-0.01609040795014934,0.17967465892674583,0.15476189324622716,0.12243148395608709,0.4681131412600029,1.0,0.6513677158884817,-0.04712923106186172,-0.10140958444187409,-0.08654624642061994,-0.12631954712924065,-0.22483315863969755,-0.4785064196919009,-0.4266302247955941,-0.027503679869040638,-0.1060821113267796,-0.14150641531860647,-0.08289774072676305,-0.3207608177590744,-0.5888448560080958,-0.5351138372104575,-0.028452315873016526,-0.003756928722781092,-0.015861130227199493,0.05590566394361332,0.08903684720298162,0.12400097085596645,0.11116254830327899,-0.11429900583620335,-0.11827708557058725,-0.05155045518925311,-0.3802586610331034,-0.6712925285895813,-0.47480773749246197,0.040145468582480436,-0.12631403943015426,-0.10143235873285102,-0.049728769327924555,-0.25156861594665114,-0.4868455987642653,-0.42306142808666,0.023412227139313808,0.4610466853598864,0.08758797887707782
C|Bollinger US30,0.060877935389779425,0.07302009187276451,0.03688794763720696,-0.010675523514865814,0.014380191278664451,0.022805075764802063,0.03714485667844968,0.06130373842654974,0.061305455721305156,0.0076777579115393894,0.06130545572130482,0.06130545572130501,0.004945983022804493,-0.08139648426218883,0.007411390152168176,-0.0534257040424612,-0.0330208888955614,-0.018037631060987346,-0.20373165871316457,-0.05975719276206402,-0.039776364106735754,0.12980777132209886,0.09366943353845628,0.06594121137708665,0.26343846456385317,0.6513677158884817,1.0,-0.062429839547395116,-0.03912707830583976,-0.039182237281039194,-0.014451725098498132,-0.13401243702814086,-0.4971901920563535,-0.5756765216885993,-0.03332749781603578,-0.04746174529346208,-0.06834209393337516,-0.04893074305966403,-0.19815650217367256,-0.36166564218160324,-0.6190114432333133,-0.03773042745011779,0.011190500045037131,0.012997338658398921,0.05416914273839866,0.07830885468912262,0.05060350716003173,0.05546223731588009,-0.08056757261279958,-0.07321934222331837,-0.032443022377515694,-0.20161751065800915,-0.4106367231893712,-0.63704526126478,0.057468780066029485,-0.08993734049939246,-0.05397598088382975,-0.02657668289775675,-0.10897664372842795,-0.35108185916721346,-0.5329836072832516,0.04241970976950903,0.4245303936331629,0.044944126027530125
C|Bollinger XAUUSD,-0.039562095264610554,-0.01865176245613424,-0.003096224364137691,0.030587843844954547,-0.00878451670432481,0.0670207115282645,-0.10924798436127957,0.007621324081429689,0.007802783690560474,0.006991971916647947,0.007802783690560244,0.007802783690560259,0.030812357248907237,-0.014206508081929066,0.008421543944120362,-0.06989855486609922,-0.02120887565304967,-0.004079895783191582,-0.0014864686047171768,-0.12313967482950265,-0.19957648126450972,-0.035414479625773175,-0.00879549390765347,0.100169738963897,-0.050413569170036074,-0.04712923106186172,-0.062429839547395116,1.0,-0.002040348899462483,-0.0010119193002361198,-0.1289199026332983,0.06872586061739713,0.007521885599285043,0.03964346310143142,-0.6828347097608416,0.055199731528132255,0.05824707471020142,-0.01808232505699712,0.042967802428588456,0.076171255973844,0.046522128424838195,-0.4669040841395158,0.004072134889637832,-0.005324231853755743,0.09426280324870717,0.09427406656870252,-0.05800922481144773,-0.050884642010670944,0.03453079654712994,0.013581189171745977,-0.09147426284278298,0.04754169229763906,0.01958419229095026,0.04209068942584668,-0.8167484950947506,0.03027404875155079,-0.0208717271279744,-0.08608742598386085,0.059418240455890704,0.04995464394989083,0.05547592030015824,-0.7244750459703542,0.016050380200576343,-0.0673006040346526
C|Ichimoku BTCUSDT,0.005632306944076484,0.009383031112902777,-0.012386610085810308,0.030280173347190253,-0.006810961949556509,,-0.029615937251689463,,-0.018590907339883382,-0.008979535079502906,-0.01859090733988387,-0.018590907339883594,-0.010885486819399427,0.022429804919178873,0.042479614362043394,0.011909262291943867,,-0.014999234882827029,,-0.00604006332772166,,-0.5014855367967338,-0.2925276882365383,-0.030703673730963277,-0.09014290192955819,-0.10140958444187409,-0.03912707830583976,-0.002040348899462483,1.0,0.3608494440999333,0.030692767899827327,0.08547426693112085,0.054860671309808824,0.03165928925203886,-0.014705874178970891,0.16223756250963906,0.13120688491760701,-0.01955633012855022,0.0736208490991095,0.06335903647687874,0.016697972517806928,0.002645689407184082,0.04165197618763572,-0.010081797926653754,-0.02955196548189452,-0.03629408476196158,-0.03136248444768376,-0.025409079279790758,0.4262675125908039,0.27565352920007424,0.022703733314967264,0.08131443633353075,0.08107730863043963,0.013445263620641747,-0.019071465494775897,0.5417130668469469,0.3133558121019418,0.04552802698542896,0.05635116447883815,0.0935467811696261,0.04673009361709681,-0.0034370176604695364,-0.04740044292230669,0.18257168224500242
C|Ichimoku ETHUSDT,0.039987578698410395,0.042132446572758164,0.033326054267896116,0.3078263373967774,-0.013247164269249947,,-0.058353802076347,,0.01523236694827716,0.018236114614342918,0.015232366948276926,0.015232366948277036,0.050773919325411664,-0.010095449136332101,0.027976664507787456,0.011671020347372357,,0.016783250036101597,,0.01981377485077983,,-0.2667746472105432,-0.517726803262584,-0.056293955774106764,-0.10336699560262108,-0.08654624642061994,-0.039182237281039194,-0.0010119193002361198,0.3608494440999333,1.0,0.06755831513506559,0.09922973021184288,0.07152998135711378,0.047221539643881816,0.0019723195482942275,0.03475029720836776,0.11596143118593835,0.02251797604688303,0.07007898169619445,0.022677404124108423,0.012188019625715809,0.012344790647241869,0.010951245304057066,0.13207255788729724,-0.02328911169501253,-0.012441550263121668,-0.05867871305181253,-0.04844759957011354,0.29016891164639164,0.5430437216891718,0.04898658655859193,0.09653444438611464,0.08751859334302568,0.04198963807871518,-0.00024514444136470014,0.335354979681741,0.624794297223582,0.058441045199676814,0.10650238106839706,0.09916531885158802,0.04204905421461925,-0.007720554868494625,-0.05022866621893073,0.09974651817541903
C|Ichimoku EURUSD,0.027244232751774903,0.0008352312015557501,0.030623012445998826,0.018322000831329083,-0.012519789113577488,0.017860527668775304,0.009165252452838904,0.06924918525557723,0.00127675552585162,0.00912424772950142,0.0012767555258517333,0.0012767555258516475,0.003615785634746948,0.01013195573472076,0.009178191658070751,0.1985449233660073,0.16050266154055634,-0.024469107311807403,0.09645893201694303,0.09548392839475428,0.16582791620181098,-0.0042467085143640506,-0.018876005432844317,-0.5874058749808766,-0.031016133088598245,-0.12631954712924065,-0.014451725098498132,-0.1289199026332983,0.030692767899827327,0.06755831513506559,1.0,0.050767084475797766,0.038578806800234684,0.03869226367082716,0.15448992624698518,-0.026487155474961156,-0.013446130584775139,0.09929545468733673,-0.008343943297965638,0.031744561281968176,0.005002246147680244,0.07394464026072983,-0.053583240255336416,-0.03838518963107782,-0.04391979690454924,-0.043827579306533096,-0.006608245703815481,-0.007942588715158183,-0.004660291765022434,0.00465820339953398,0.5653678978495663,0.009375927051175856,0.05614744585823086,0.01283639661264479,0.12351481395002684,0.009560932777702156,0.06776963477386361,0.6721878135841832,0.009687803389605221,0.05693073697502825,0.03818480320736669,0.13670277962810015,-0.059861361389589446,-0.01967550349772458
