opt_type,entry_date,exp_date,exit_date,exit_reason,days_held,dte_at_entry,width,width_pct,contracts,net_credit,realized_pnl,realized_pnl_sized,ret_on_credit,ret_on_max_loss,win,loss_amount,cell
call,1994-01-27,1994-03-04,1994-02-17,early_75%,21,36,0.2686382484436045,0.01,79.7669339637636,1.7907789014318036,1.4123953302486725,112.66244503867395,0.7887044732989664,0.05633122251933697,True,0.0,1pct_UNFILTERED_early75pct
put,1994-01-27,1994-03-04,1994-03-04,early_75%,36,36,0.2686382484436045,0.01,80.40230424547092,1.98891586297189,1.98891586297189,159.91341833330924,1.0,0.07995670916665461,True,0.0,1pct_UNFILTERED_early75pct
call,1994-02-18,1994-03-25,1994-03-09,early_75%,19,35,0.26371549606323086,0.01,81.33070092764623,1.7866656356252988,1.3356387645017154,108.62843690305994,0.7475594413804614,0.054327641574132925,True,0.0,1pct_UNFILTERED_early75pct
put,1994-03-07,1994-04-13,1994-03-23,early_75%,16,37,0.2640671157836927,0.01,82.55777979263323,2.0973296945870015,1.7275609367443863,142.62359539409823,0.823695454845773,0.07106560524670968,True,0.0,1pct_UNFILTERED_early75pct
call,1994-03-10,1994-04-15,1994-03-24,early_75%,14,36,0.2621332359313975,0.01,82.10142801173961,1.762218685762841,1.4050008077902785,115.35257267722956,0.7972908352075908,0.05746164899756285,True,0.0,1pct_UNFILTERED_early75pct
call,1994-03-25,1994-04-29,1994-04-08,early_75%,14,35,0.2599318695068362,0.01,83.05298533418977,1.7624604299874864,1.3852781711638489,115.05148763344437,0.7859910767889889,0.05717031100906712,True,0.0,1pct_UNFILTERED_early75pct
put,1994-03-24,1994-04-29,1994-04-25,early_75%,32,36,0.2624074935913079,0.01,83.21339180086241,2.0576346958156266,1.5373282675117985,127.9262994510003,0.747133721373422,0.06357031709583155,True,0.0,1pct_UNFILTERED_early75pct
call,1994-04-11,1994-05-18,1994-04-28,early_75%,17,37,0.253919944763183,0.01,84.61854187946929,1.704056167891462,1.3215918096763888,111.83117189466512,0.7755564837464712,0.0557917617172382,True,0.0,1pct_UNFILTERED_early75pct
call,1994-04-29,1994-06-03,1994-05-13,early_75%,14,35,0.25515779495239244,0.01,84.83865683208053,1.7301310358378932,1.3090296321323778,111.05631574350342,0.75660721934765,0.055034431134669354,True,0.0,1pct_UNFILTERED_early75pct
put,1994-04-26,1994-06-02,1994-05-18,early_75%,22,37,0.2562187957763662,0.01,85.56249219807883,2.0236373992770216,1.8323088468810511,156.77691141573075,0.9054531446867281,0.07764598875764321,True,0.0,1pct_UNFILTERED_early75pct
put,1994-05-19,1994-06-24,1994-06-03,early_75%,15,36,0.258782634735109,0.01,84.69684164185021,1.9958871478967424,1.5489109594140476,131.18786624681786,0.7760513719657364,0.06485581410727627,True,0.0,1pct_UNFILTERED_early75pct
call,1994-05-16,1994-06-22,1994-06-17,early_75%,32,37,0.2519749069213866,0.01,86.00730639978136,1.7052686430265764,1.4074446040734128,121.05051930326097,0.8253506623891388,0.05991108891832601,True,0.0,1pct_UNFILTERED_early75pct
call,1994-06-20,1994-07-27,1994-06-30,early_75%,10,37,0.2590696144104001,0.01,84.1196973250307,1.7557050356257153,1.3026474963928938,109.57831311777925,0.7419512218512511,0.053937048844417995,True,0.0,1pct_UNFILTERED_early75pct
put,1994-06-06,1994-07-13,1994-07-11,early_75%,35,37,0.26152359008789006,0.01,83.99277753306949,2.0441967960616525,1.9106880024743724,160.4839923269349,0.9346888744545055,0.07925481775071468,True,0.0,1pct_UNFILTERED_early75pct
put,1994-07-12,1994-08-18,1994-07-18,early_75%,6,37,0.2552426719665526,0.01,86.59187483113169,2.005420746985932,1.5900072671698362,137.68171025936022,0.7928547012189606,0.06760566554879614,True,0.0,1pct_UNFILTERED_early75pct
call,1994-07-01,1994-08-05,1994-07-22,early_75%,21,35,0.25381883621215806,0.01,85.64060377231743,1.7205046670009105,1.3257493394161033,113.53797387834608,0.7705584093108431,0.056030096216346775,True,0.0,1pct_UNFILTERED_early75pct
put,1994-07-19,1994-08-25,1994-08-01,early_75%,13,37,0.2584465599060053,0.01,85.45148365407981,1.9752084064892323,1.6907210006594915,144.47461795146398,0.8559709421572413,0.07083201212351978,True,0.0,1pct_UNFILTERED_early75pct
put,1994-08-02,1994-09-08,1994-08-23,early_75%,21,37,0.2630744743347151,0.01,83.9659555413241,1.9960270599779975,1.7152056761865393,144.0188835509057,0.8593098313033123,0.07055143837077534,True,0.0,1pct_UNFILTERED_early75pct
call,1994-07-25,1994-08-31,1994-08-31,early_75%,37,37,0.2586245727539058,0.01,84.62059912253629,1.7435996219567267,1.7435996219567267,147.544444639806,1.0,0.07229196535800635,True,0.0,1pct_UNFILTERED_early75pct
put,1994-08-24,1994-09-30,1994-09-15,early_75%,22,37,0.26850324630737177,0.01,82.54672551221464,2.0490206786827705,1.845876932918878,152.37109651098325,0.9008581280426681,0.07442660823347458,True,0.0,1pct_UNFILTERED_early75pct
call,1994-09-01,1994-10-07,1994-09-20,early_75%,19,36,0.2705501174926752,0.01,81.30280183169808,1.8266221662389701,1.6496513568324531,134.12127735594078,0.9031158097840774,0.06538869044349126,True,0.0,1pct_UNFILTERED_early75pct
call,1994-09-21,1994-10-28,1994-10-06,early_75%,15,37,0.2645849227905259,0.01,83.09888167131002,1.7914086786038204,1.3894453155744095,115.46135186767387,0.7756160457240326,0.05632791204993245,True,0.0,1pct_UNFILTERED_early75pct
put,1994-09-16,1994-10-21,1994-10-13,early_75%,27,35,0.2694200134277338,0.01,82.63528856055756,2.087926979103552,1.6529943339444886,136.59566377446944,0.7916916398360823,0.06650798214238608,True,0.0,1pct_UNFILTERED_early75pct
call,1994-10-07,1994-11-11,1994-11-04,early_75%,28,35,0.26046619415283345,0.01,84.25618788103483,1.7638486576940011,1.3042727673246293,109.8930513318212,0.7394470957784969,0.0537118593403099,True,0.0,1pct_UNFILTERED_early75pct
put,1994-10-14,1994-11-18,1994-11-14,early_75%,31,35,0.2695990943908697,0.01,82.67005316144203,2.1054879693870947,2.0259196571334437,167.4828857560322,0.9622090871994803,0.08151143890447221,True,0.0,1pct_UNFILTERED_early75pct
call,1994-11-07,1994-12-14,1994-11-21,early_75%,14,37,0.26628622055053697,0.01,82.91887745404007,1.778448897781293,1.390275434828675,115.28007840792118,0.7817348232851198,0.055946307739180114,True,0.0,1pct_UNFILTERED_early75pct
call,1994-11-22,1994-12-29,1994-12-12,early_75%,20,37,0.2578695297241218,0.01,85.87006961015176,1.7237496637900036,1.2873586442274927,110.5455763930454,0.7468361974307689,0.053499055288545656,True,0.0,1pct_UNFILTERED_early75pct
put,1994-11-15,1994-12-22,1994-12-14,early_75%,29,37,0.2675396728515622,0.01,84.04246066411335,2.1752804107922166,1.9776592165506155,166.20734691397632,0.9091513934198353,0.08046236264205588,True,0.0,1pct_UNFILTERED_early75pct
put,1994-12-15,1995-01-20,1994-12-27,early_75%,12,36,0.2629733085632324,0.01,85.49960396121045,2.0455686761269622,1.7453484550275948,149.2266016791699,0.8532338588270728,0.07196790245835526,True,0.0,1pct_UNFILTERED_early75pct
