n_obs,years,vol_ann_pct,sharpe,cagr_pct,maxDD_pct,total_return_pct,top_year_share_pct,N,K,first_exec,guard_pass,spy_sharpe,spy_cagr_pct,spy_maxDD_pct,beats_spy_sharpe,dsr,e_max_sr
6832,27.11111111111111,18.242231096044147,0.4790395723825715,7.32289241737083,36.36704879785422,579.3666396082456,18.48083372007294,6,3,1999-07-01,True,0.5184546449634225,8.42649867013554,55.18944351494353,False,0.23679722438865314,0.6167059894784301
6832,27.11111111111111,15.44890710939505,0.5576353111093619,7.699261187506745,31.765213025715767,647.0036800640383,13.44505164189465,6,5,1999-07-01,True,0.5184546449634225,8.42649867013554,55.18944351494353,True,0.3792404200199537,0.6167059894784301
6704,26.603174603174605,18.731428212582244,0.5370194038443159,8.651240929439119,43.71176569700525,809.1534113245755,18.61711272604758,12,3,2000-01-03,True,0.5111490855955526,8.359518324151093,55.189443514943505,True,0.34057584740336055,0.6167059894784301
6704,26.603174603174605,15.959049900156263,0.6302780553890328,9.177696297751226,37.50441273871103,933.9118147580646,14.028762070891837,12,5,2000-01-03,True,0.5111490855955526,8.359518324151093,55.189443514943505,True,0.5278931375546372,0.6167059894784301
