instrument,timeframe,family,variant,params,n_trades,guard,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,risk_med,win_rate,n_targets,n_stops,n_time,n_obs,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,ftmo_pass_rate,ftmo_n_challenges,dsr,oos_holds,dsr_survives,ftmo_clears,SURVIVOR
US30,M30,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",1951,PASS,1.027434759882413,0.9000609702413926,-0.8638884580417678,0.6124209126978419,1.1856931866998073,0.8561414344744805,0.0165355416462701,0.082224460714131,-0.0656889190678608,88.6112857142798,0.363403382880574,536,1148,267,1920,1080,871,0.9122534662655266,0.8851978374194774,-0.8598493072379487,-1.12533069133911,0.1595744680851064,94,0.0,False,False,False,False
US30,M30,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",3740,PASS,0.9947107449809202,0.8567779669267539,-1.6422087141015036,0.0836836880595825,0.2625934256118905,0.9711170930105272,-0.0026832746627378,0.076420923109249,-0.0791041977719868,99.31887499999904,0.4315508021390374,1069,1788,883,1921,1896,1844,0.8837299751726004,0.8304868926973784,-1.354616766983158,-2.154895801426254,0.0851063829787234,94,0.0,False,False,False,False
US30,M30,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",1805,PASS,1.0236178498567212,0.8291544260983392,-1.393520464582229,-1.0250122909976678,4.086909964175321,0.8884081416243153,0.0128190330770242,0.1173450183009949,-0.1045259852239706,66.58710714285917,0.417174515235457,618,950,237,1921,1027,778,0.8235045031131109,0.8365884243236082,-1.9196043158197988,-1.72142324820576,0.0425531914893617,94,0.0,False,False,False,False
US30,M30,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",1009,PASS,0.9835793168355004,0.7476531530103055,-1.5590503391329933,-1.889400509057961,9.655297047249778,0.7610224604048492,-0.0074054296393058,0.1225404380491185,-0.1299458676884243,65.72521428571054,0.485629335976214,423,429,157,1914,600,409,0.8136828824662992,0.6634724312217363,-1.902142347704304,-3.837536805749459,0.0,94,0.0,False,False,False,False
US30,M30,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",3256,PASS,0.9209849049014897,0.7811048842922582,-2.2633755088790477,-0.7137959849466392,0.934021292907322,0.9873751584005156,-0.0404149268930944,0.0827212756034317,-0.1231362024965261,94.54882142857424,0.4026412776412776,865,1540,851,1922,1757,1499,0.7822604379501771,0.7797640848580336,-2.4870904594838894,-2.6337730078002357,0.0425531914893617,94,0.0,False,False,False,False
US30,M30,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",2364,PASS,0.9801815522357344,0.8614560934214586,-1.2114237163715122,-0.1429135138357087,0.4724037165589667,0.9199424845623486,-0.0119472059682058,0.0788120689909761,-0.0907592749591819,95.07742857142694,0.3625211505922165,614,1393,357,1921,1201,1163,0.8964599352037014,0.8283870415242169,-0.9596170530161924,-1.7560348167549202,0.0638297872340425,94,0.0,False,False,False,False
US30,M30,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",1402,PASS,0.9784300355974694,0.8931958870457083,-0.7251244911222019,-0.1477788735254887,1.4432246124421515,0.7451397769325857,-0.0131646592045961,0.0559541798757749,-0.0691188390803711,121.28328571428574,0.3587731811697575,375,838,189,1916,740,662,0.969525265152276,0.8148732438973353,-0.2640912802748397,-1.7480343253855832,0.0957446808510638,94,0.0,False,False,False,False
US30,M30,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",4219,PASS,0.975051416378831,0.8146842866295194,-2.1596897602666627,-0.5592707986928696,1.0374865343556523,0.9937598512593476,-0.0131450777164665,0.0948963598294343,-0.1080414375459009,77.77392857142695,0.4136051196966105,1290,2108,821,1922,2188,2031,0.8071525423071411,0.822961766409675,-2.3720198090652045,-2.299404767436938,0.1489361702127659,94,0.0,False,False,False,False
US30,M30,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",1069,PASS,0.966812097611366,0.8668126069965661,-0.7776642567497523,-0.006651697501224,1.6710788632052165,0.6798352870176021,-0.0193974526751985,0.0640215422315991,-0.0834189949067976,112.08857142856868,0.362956033676333,257,603,209,1915,541,528,0.8458795181264566,0.8871090361193988,-1.3171147404169476,-0.9559871730808832,0.0425531914893617,94,0.0,False,False,False,False
US30,M30,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",705,PASS,1.100817878058448,0.9999299213708096,-0.0282237924911301,0.2999763338547507,2.196565720988145,0.2755633179636814,0.0590518310886134,0.059095443021887,-4.361193327366684e-05,120.1048571428546,0.3787234042553191,202,402,101,1911,358,347,0.9926822003110204,1.0072383976590291,-0.0589299468549789,0.0569435128347437,0.0212765957446808,94,0.0,False,False,False,False
US30,M30,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",1311,PASS,1.0070266015400189,0.889316449541836,-0.6916865012876618,0.2817501773297072,1.166387644584558,0.7746060299250391,0.0047131083387763,0.0858520163927329,-0.0811389080539566,83.7846428571429,0.2967200610221205,243,867,201,1916,674,637,0.9056287854883877,0.8726664468582298,-0.7986963855472105,-1.0845468654400638,0.1170212765957446,94,0.0,False,False,False,False
US30,H1,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",1341,PASS,1.022779754616389,0.9311062235092412,-0.43619814587978,0.6076303553178188,0.771530162076989,0.4703489108439234,0.0111440650655054,0.0468498040959662,-0.0357057390304607,159.17921428571572,0.4123788217747949,227,597,517,1914,684,657,0.9155252024789494,0.9465881980768274,-0.6772152804836703,-0.4245512520181983,0.0212765957446808,94,0.0,False,False,False,False
US30,H1,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",1150,PASS,1.0178927719934907,0.937085747646372,-0.4023305800018072,0.3552958832019512,0.4975570777131568,0.4176726808492887,0.0088836146377575,0.0416687550258417,-0.0327851403880842,179.65099999999438,0.4321739130434782,326,541,283,1914,582,568,0.8715474314165617,1.003088113394503,-1.0688241513693055,0.0248215377024831,0.0319148936170212,94,0.0,False,False,False,False
US30,H1,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",1246,PASS,1.0837532069600373,1.009136607617236,-0.1077934388411905,1.355792696072405,2.763828458042344,0.4994475042693034,0.0442488228736995,0.039197404726055,0.0050514181476445,187.973892857146,0.3900481540930979,132,618,496,1920,672,574,0.9204668864085372,1.1127981629676316,-0.5793222700314407,0.7682944781857692,0.0957446808510638,94,0.0,False,False,False,False
US30,H1,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",1827,PASS,1.0708089362552555,0.966450390165479,-0.3337438363213031,0.6615766970115482,0.8619657339207927,0.6938231016857399,0.0399331352935154,0.060105209870532,-0.0201720745770165,110.78571428571377,0.3875205254515599,458,994,375,1920,984,843,0.971134454699588,0.9611021424181097,-0.2443533479184438,-0.3374915274502401,0.1382978723404255,94,0.0,False,False,False,False
US30,H1,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",1091,PASS,1.0489731616194604,0.952634798466376,-0.3625061677996283,1.0319924102558586,2.7973328491391496,0.5144685102112255,0.0288683061993205,0.0585420823846638,-0.0296737761853432,111.5085714285742,0.384051329055912,292,633,166,1919,598,493,0.977821722645377,0.9231603862543424,-0.1864933183725433,-0.6472653497274609,0.0744680851063829,94,0.0,False,False,False,False
