variant,n_rebalances,first_exec,full_sharpe,full_cagr_pct,full_maxDD_pct,stress_sharpe,stress_cagr_pct,stress_maxDD_pct
"ORIGINAL (200d SMA, monthly)",299,2000-01-03,0.6079831539699208,8.06682904152327,39.02938862524964,0.6103677014363583,9.084933382904659,39.02938862524964
"150d SMA, monthly",298,2000-01-03,0.6386831931562121,8.372634295657843,39.78060619255142,0.5725363824705658,8.299529855294896,39.78060619255142
"250d SMA, monthly",299,2000-01-03,0.5992240382345909,7.887499265316689,44.098844072909934,0.523114081079731,7.278951522626698,44.098844072909934
"200d SMA, BI-MONTHLY rebalance",150,2000-02-01,0.566081815470287,7.648843546579709,39.02938862524961,0.5863598392638413,8.609189825917829,39.02938862524961
