year,start_equity,end_equity,year_return_pct
2000,1.0,0.9072143008348996,-9.278569916510037
2001,0.9072143008348996,0.8195621391692677,-9.661682094844249
2002,0.8195621391692677,0.818134580452448,-0.17418553744645848
2003,0.818134580452448,0.9955906573908226,21.69032836140934
2004,0.9955906573908226,1.096344109024569,10.119967567573829
2005,1.096344109024569,1.2622636620643604,15.133893790646823
2006,1.2622636620643604,1.619109804335129,28.27033313207854
2007,1.619109804335129,1.9972184321309188,23.352871237232485
2008,1.9972184321309188,2.345802446428481,17.4534747271305
2009,2.345802446428481,2.548234027747057,8.629523838496333
2010,2.548234027747057,3.140732269209051,23.251327586494597
2011,3.140732269209051,3.4218639585310697,8.951151044556171
2012,3.4218639585310697,3.5325230640991068,3.2338838396001046
2013,3.5325230640991068,4.844566161215452,37.141812616896615
2014,4.844566161215452,5.226468722409286,7.8831116860631045
2015,5.226468722409286,5.203739464364871,-0.4348874785562229
2016,5.203739464364871,4.285505255529033,-17.64566068543384
2017,4.285505255529033,5.026633691690717,17.293840328523725
2018,5.026633691690717,4.290735357065839,-14.63998333201314
2019,4.290735357065839,4.33349057419454,0.9964543037662255
2020,4.33349057419454,5.100576156328298,17.701332655519497
2021,5.100576156328298,5.0228549200634385,-1.52377366561679
2022,5.0228549200634385,5.677913891784359,13.04156664179834
2023,5.677913891784359,5.349209228281934,-5.78918014198917
2024,5.349209228281934,6.09727717867527,13.984645551686548
2025,6.09727717867527,7.819494055168123,28.245671404215745
2026,7.819494055168123,7.688032300943171,-1.6812053733587295
