cost_label,cost_bps_per_side,full_sharpe,full_vol_matched_cagr_pct,full_spy_cagr_pct,full_margin_pp,stress_sharpe,stress_vol_matched_cagr_pct,stress_spy_cagr_pct,stress_margin_pp
HALF cost (3bps round-turn),1.5,0.6138082523322553,10.479087069446846,8.359518324151093,2.1195687452957532,0.613628904991393,11.904254420017079,-0.9121803540085405,12.81643477402562
ORIGINAL cost (6bps round-turn),3.0,0.6079831539699208,10.355189270544374,8.359518324151093,1.9956709463932807,0.6103677014363583,11.822428022674526,-0.9121803540085405,12.734608376683067
DOUBLE cost (12bps round-turn),6.0,0.5963218440304031,10.10757294118072,8.359518324151093,1.7480546170296272,0.603840353968493,11.658830485182348,-0.9121803540085405,12.571010839190889
