label,sharpe,max_dd,total_return,n_pos_years,n_years
ORB gold RETEST standalone,1.478638302562155,0.12093632885700137,2.9878413197423446,12,13
Real-yield trend standalone,0.3450772846270324,0.2532800563424981,0.6507771525290009,8,13
"Combined, fixed 50/50",0.9692322936399956,0.13309231798052423,1.6860374278855308,11,13
"Combined, rolling risk-parity (deployable)",1.1543141829377779,0.11739071293402328,1.96764223159966,11,13
