instrument,timeframe,family,variant,params,bh_sharpe,bh_max_dd,n_cands,n_trades,guard,n_long,n_short,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,gross_R_total,net_R_total,risk_med,risk_med_bps,win_rate,gross_win_rate,n_targets,n_stops,n_time,n_obs,n_ruin_days,equity_final,trades_per_day,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,top_year_R,top_year_share,n_years,n_pos_years,yr_2018,yr_2019,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026
JPM,D1,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.722056637945436,0.4362651894917857,190,64,PASS,30,34,1.0923647584633753,1.0751009825768003,0.09229991849093273,4.02684725456092,50.687698113873154,0.06943372174882517,0.05310754006264892,0.009489256205583087,0.04361828385706584,3.398882564009531,2.791570166852214,5.428741715667023,436.68328763927457,0.390625,0.390625,17,36,11,2096,0,1.0227063673199108,0.030534351145038167,37,27,1.1963086811581989,0.9352803303442323,1.2778579798071739,-0.48606440602548506,2.95897279883806,1.0599671947972598,9,5,1.670076836497121,0.7086570053062182,1.220485764917364,2.8759550896128916,-2.5665310356543456,2.95897279883806,-1.070515305751398,-2.886210172316651,-0.11932081459704658
JPM,D1,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.722056637945436,0.4362651894917857,133,45,PASS,21,24,1.047995714244288,1.0326637102965583,0.03545298010509156,4.763349381510662,65.86212141640371,0.06186597005081625,0.030930571401874482,0.009670776415986649,0.021259794985887842,1.3918757130843518,0.9566907743649529,5.401659624130346,432.1011918799565,0.35555555555555557,0.35555555555555557,15,29,1,2057,0,1.0051507121577739,0.021876519202722412,27,18,1.0658237015124175,0.9856544553707552,0.4649924669435869,-0.10533488644658921,6.362732453584035,6.650772249588782,9,4,0.9491703393746092,-4.080795990408009,6.362732453584035,-1.041224174206125,-1.0593998788978811,-1.0782058891996518,-1.0391409984834776,0.9604281670883874,0.9831267455130666
JPM,D1,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.722056637945436,0.4362651894917857,257,128,PASS,65,63,1.173448275533658,1.1466457845574916,0.2559586728823406,1.800573809187223,17.177567187158978,0.09100933409619084,0.09296017933517704,0.013282167303697866,0.0796780120314792,11.898902954902661,10.198785540029338,4.09896131613408,299.9961842454696,0.4453125,0.4453125,51,67,10,2152,0,1.09716196251691,0.05947955390334572,74,54,1.147163194451756,1.145969342172093,1.0416797652095402,1.0465470242840609,11.000290104489833,1.0785882359536496,9,5,-4.341813420544838,11.000290104489833,-0.44885154436785846,0.24911571642363595,-0.6596715128578039,-2.713485569149533,4.115407140753057,1.8338671901073782,1.1639274351754658
JPM,D1,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.722056637945436,0.4362651894917857,44,41,PASS,29,12,0.8603450305238447,0.8458484427621317,-0.16928891961033918,4.45480336425485,84.47550900869904,0.1112550303446612,-0.08401795630751889,0.00972566919024935,-0.09374362549776825,-3.4447362086082745,-3.8434886454084984,4.933586652619226,415.3613410652635,0.3170731707317073,0.3170731707317073,9,24,8,2057,0,0.9592771518197544,0.019931939718035974,26,15,0.5023824527951366,2.0097778946798486,-5.079167377677178,4.613386829279381,3.4385962265981327,,9,5,-4.180225660854134,0.9440674973999863,-4.029697164431742,1.7845913209025461,-4.098897534717848,-1.0438925603343434,3.4385962265981327,2.120721173797737,1.2212480562311674
JPM,D1,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.722056637945436,0.4362651894917857,26,25,PASS,14,11,0.5000000000000007,0.49285119855176246,-0.5651655345370292,3.4716971425822916,124.66584757477554,0.12454047829331569,-0.3999999999999995,0.009394854559086084,-0.4093948545590857,-9.999999999999988,-10.234871363977142,4.73068684017683,432.0875102925674,0.2,0.2,5,20,0,2060,0,0.900909751064244,0.012135922330097087,18,7,0.24651876633716843,1.478134543652837,-11.062005236665728,2.7312766836714246,1.9916435740993876,,8,1,-5.051827773033518,-1.0408899667025437,-2.0331612753839456,-1.011563445638824,-3.0273673489273527,-0.03301132268275997,,1.9916435740993876,-0.028693805707583175
JPM,D1,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",0.722056637945436,0.4362651894917857,49,44,PASS,27,17,1.1855685657323323,1.1627977022744325,0.14786612577505906,8.156216305384174,117.02567284101357,0.07390831153513126,0.11545982782161891,0.01278722449447408,0.10267260332714484,5.080232424151232,4.517594546394373,3.869975150286237,305.97416379322306,0.3409090909090909,0.3409090909090909,9,27,8,2065,0,1.040346469281416,0.021307506053268765,27,17,0.9709058491378587,1.535954564892591,-0.19668839737365734,2.772271780401461,4.649363275951969,1.0291678963670534,9,5,-0.3116200586159059,2.925423329866649,-4.039596219242322,2.0321107524234057,-1.1394933312778655,-4.054902645607065,4.649363275951969,3.494294898396978,0.9620145444985297
XOM,D1,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.5349903340046964,0.6100659284529986,177,94,PASS,63,31,1.1212635031818563,1.1000389506477122,0.1401337612228752,3.4410179434430757,39.36330600380514,0.08918655868451551,0.060580904663390986,0.009982227695340998,0.05059867696804999,5.694605038358753,4.756275634996699,3.3903803044112593,420.12244355524956,0.43617021276595747,0.43617021276595747,19,43,32,2147,0,1.0416885748994051,0.043782021425244524,51,43,1.2244107121481218,0.949568174459526,1.433114409139381,-0.35331779496643134,6.514800961148317,1.3697273793832256,9,4,-3.4473676903773,-0.4870607124834855,2.6610804766555525,0.5998492666126729,6.514800961148317,-2.637768864179866,-1.9050376197522898,-1.407505473962285,4.865285291335383
XOM,D1,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.5349903340046964,0.6100659284529986,177,69,PASS,46,23,1.0532201741180995,1.035908026579905,0.04664167221242203,2.3341119613468826,38.89712225175047,0.08352026823565742,0.026976467957635406,0.00857100227646167,0.01840546568117376,1.861376289076843,1.2699771320009894,3.621602285477003,511.4322973296603,0.4057971014492754,0.4057971014492754,22,34,13,2146,0,1.0083971739081592,0.03215284249767009,40,29,1.1211010985131844,0.9076181704464926,0.8508283493201519,-0.6829178674577041,5.672199914200635,4.466379568003293,9,4,-2.065098311761652,-1.610811267196915,0.6540360800348668,-0.07648601904685304,5.672199914200635,-2.086600309647534,-4.1765119935865265,0.3767967130684722,4.582452325936495
XOM,D1,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.5349903340046964,0.6100659284529986,230,70,PASS,43,27,1.1770855071682629,1.1593358340641229,0.17121989400359858,6.794546127116669,94.93202538214575,0.06752487509537158,0.08717895465802082,0.007950975846698594,0.07922797881132221,6.102526826061458,5.545958516792554,4.1323532214922984,547.6460154776245,0.4142857142857143,0.4142857142857143,7,31,32,2154,0,1.0506294263789737,0.032497678737233054,41,29,1.393823667861489,0.8414063704725276,2.12631942215329,-1.09457132196415,8.367934931392686,1.5088347498553216,9,5,-7.2935599324718,0.7649645018360571,5.243210772908373,0.8065682321198944,8.367934931392686,-1.689624337478215,-1.7046500583111763,-0.5858508316330735,1.6369652384298092
XOM,D1,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",0.5349903340046964,0.6100659284529986,186,126,PASS,76,50,1.063230178889729,1.0384085372935903,0.06662174193023265,2.9247348190401095,24.016584382023904,0.18925965008443094,0.03806764259557931,0.014595342836117837,0.023472299759461423,4.796522967042993,2.9575097696921393,2.1514605821772825,295.950854128664,0.36507936507936506,0.36507936507936506,37,74,15,2152,0,1.0182790677216151,0.05855018587360595,75,51,1.2618649393584491,0.7609705272541906,1.6904292673992283,-1.9840595824991094,7.317925999779086,2.4743539564167985,9,4,-2.4059430032241003,3.829330378359847,7.317925999779086,2.9332631314264748,-0.5060584936740418,-2.80245115412726,-3.3840262441601983,-7.907208311656794,5.882677466969128
XOM,D1,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",0.5349903340046964,0.6100659284529986,116,72,PASS,45,27,1.2516865296382427,1.2240850764951265,0.2771414821794995,4.0769632737324155,40.04431218066939,0.0693031056912212,0.15175318401920218,0.01466588392643743,0.13708730009276474,10.926229249382557,9.870285606679062,2.02575295143469,285.0581431653696,0.3888888888888889,0.3888888888888889,27,43,2,2118,0,1.0955019055600155,0.0339943342776204,44,28,1.2920127394222696,1.1224972166224758,1.8945633657084395,0.8457272296986392,9.869704755494988,0.9999411515322636,9,5,-5.151310539497338,-1.1431724766538207,9.869704755494988,0.9042468065716027,3.228695013900001,-3.1281231859369254,3.850426816741823,-4.0485451293658885,5.48836354542462
XOM,D1,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.5349903340046964,0.6100659284529986,186,114,PASS,66,48,1.207302970717512,1.1835607424637204,0.2846864124023084,2.0245446223214616,22.41628180993629,0.1379038303350006,0.09823617252594546,0.010307099669573994,0.08792907285637143,11.198923667957782,10.023914305626343,3.0128999868283017,408.5952614168488,0.4824561403508772,0.4824561403508772,38,52,24,2153,0,1.0974728392399047,0.05294937296795169,67,47,1.6265443100774775,0.7315329658383124,3.578677955749921,-2.280510886685746,6.194781132765643,0.618000208689789,9,6,3.061829829730108,3.316663182137215,6.194781132765643,3.0529518327848923,1.6538605349546427,-1.2890563375189528,-4.27233883826082,-6.058977720594852,4.364200689628469
XOM,D1,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",0.5349903340046964,0.6100659284529986,76,68,PASS,24,44,0.7029026700401894,0.6847574253003798,-0.519329327318587,1.204101901677651,34.10135409784327,0.17661345317724872,-0.19874436126262232,0.015795289556012875,-0.21453965081863524,-13.514616565858319,-14.588696255667196,1.8572299967656676,277.0567320400364,0.3235294117647059,0.3235294117647059,21,45,2,2129,0,0.860231953445067,0.03193987787693753,44,24,0.7705238694623836,0.541516285751209,-2.006906319014216,-4.7205506773711425,0.9462836605478617,,9,3,0.39540664467979014,-2.1458402934321867,-3.6078225434591324,0.8766343487023429,-2.1608089349770125,0.9462836605478617,-6.136088366097967,-0.09874168044847065,-2.657719091182421
