n_obs,years,vol_ann_pct,sharpe,cagr_pct,maxDD_pct,total_return_pct,top_year_share_pct,N,K,beats_spy_sharpe,dsr,e_max_sr
2515,9.98015873015873,19.092233069661376,0.709698526048641,12.488975128056312,33.86228399023772,223.6573794481925,23.8547832308713,6,3,True,0.3945338662606813,0.7944225777735019
2515,9.98015873015873,16.558995500585954,0.8163654797002085,13.013542591817862,31.765213025715937,239.03982219746305,22.089663832002785,6,5,True,0.5276145931739631,0.7944225777735019
2515,9.98015873015873,20.712866164789702,0.6402481280377647,11.756664190113675,43.71176569700525,203.2330225321834,30.920620965295264,12,3,True,0.31317857638239016,0.7944225777735019
2515,9.98015873015873,17.622123329687437,0.7042354732471662,11.466040941027366,37.50441273871103,195.45435265327268,27.340110743300805,12,5,True,0.3879088322767592,0.7944225777735019
