instrument,timeframe,family,variant,params,bh_sharpe,bh_max_dd,n_cands,n_trades,guard,n_long,n_short,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,gross_R_total,net_R_total,risk_med,risk_med_bps,win_rate,gross_win_rate,n_targets,n_stops,n_time,n_obs,n_ruin_days,equity_final,trades_per_day,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,regimeA_trades,regimeB_trades,regimeA_pf,regimeB_pf,regimeA_sharpe,regimeB_sharpe,top_year_R,top_year_share,n_years,n_pos_years,yr_2018,yr_2019,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026,dsr,dsr_cumulative_pool,oos_holds,gross_edge,not_concentrated,regime_holds,beats_bh,SURVIVOR
BTCUSDT,H4,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.532752356675382,0.8120199929707641,1604,660,PASS,324,336,0.995149756859633,0.8471999397079865,-0.5318523518006688,1.0005706866568331,5.68126810905523,0.4585389222344614,-0.0024909498680227337,0.08399969789718635,-0.08649064776520908,-1.6440269128950042,-57.083827525038,1033.3485714285716,320.87883552779914,0.4015151515151515,0.40606060606060607,122,315,223,3158,0,0.5397254408111053,0.20899303356554783,372,288,0.8684239163043054,0.821199064390263,-1.0010923080513272,-1.4035593639339974,290,370,0.9615787057846137,0.7635454924665228,-0.28060002915477394,-1.9067279715551684,9.81656503025814,,9,3,-19.016323153921405,8.542832916019433,-5.406423548530924,9.81656503025814,-21.0001461382182,-14.854198916891592,4.5110783568866655,-13.627281676998068,-6.049930393642056,1.5736309254258896e-77,0.0,False,False,False,False,False,False
BTCUSDT,H4,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.532752356675382,0.8120199929707641,1604,509,PASS,254,255,1.0607334245268485,0.9314919666456242,-0.21569260197234102,0.5572223907208408,4.805475049475477,0.24881624413026898,0.031915170336516856,0.0707856084933709,-0.038870438156854044,16.24482170128708,-19.78505302183871,1246.1157142857137,368.8815450931692,0.444007858546169,0.449901768172888,169,261,79,3161,0,0.7934738362457671,0.1610249920911104,287,222,0.9833193551642594,0.8693021242770743,-0.12725188671734883,-1.0691456566964432,231,278,1.0064560467350372,0.8731497139731903,0.048900988633519174,-1.0298136523699624,8.655142935953526,,9,3,-9.770497393623874,7.563358936896808,-5.631995765980858,8.655142935953526,-3.4435982285959064,-1.6401532269570775,6.689137974880234,-8.252192520284874,-13.954255734126686,8.705289729101944e-71,0.0,False,True,False,False,False,False
BTCUSDT,H4,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.532752356675382,0.8120199929707641,2673,529,PASS,275,254,1.287029003080413,1.149382660822533,0.38237002946466914,2.598013367127249,12.134847156302548,0.14252524827565632,0.1547748595133235,0.06791798032362949,0.08685687918969405,81.87590068254814,45.94728909134815,1240.3321428571435,389.73515403528205,0.3988657844990548,0.40264650283553877,77,271,181,3158,0,1.4954828647525584,0.16751108296390121,302,227,1.1031770783062504,1.2094320435805774,0.6563554803767999,1.2910231508337005,240,289,1.1123238579329795,1.1793687278548137,0.7139885332115588,1.113295000823067,13.668082245907716,0.2974730939780605,9,7,-3.637919025901869,4.962340008597072,7.426150144484298,6.701463353350258,2.4830010639822686,11.871736955477742,13.668082245907716,2.7073394717042563,-0.2349051262535985,2.903136009330784e-59,0.0,True,True,True,True,False,False
BTCUSDT,H4,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",0.532752356675382,0.8120199929707641,1248,839,PASS,457,382,1.0866113390579548,0.9211003885452146,-0.3151807935866534,1.0892443036137256,4.0879710028603204,0.5167238679943157,0.05066708131876372,0.10179465890501761,-0.0511275775862539,42.50968122644276,-42.896037594867025,836.075714285711,250.62602990482165,0.37902264600715135,0.38617401668653156,235,478,126,3157,0,0.6049802820482495,0.26575863161229013,477,362,0.9667526636473116,0.8646109356111127,-0.2596849102073927,-1.1036185694539724,381,458,0.967774028824186,0.8851214354095981,-0.2480233442644412,-0.9390211119314283,14.19188022524671,,9,3,-0.8127879147807895,3.2357344324420554,14.19188022524671,-24.241591739185697,-2.370088732903338,-5.189437292724036,3.812670984145589,-15.37239902520906,-16.150018531898457,1.9465097251934038e-72,0.0,False,True,False,False,False,False
BTCUSDT,H4,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",0.532752356675382,0.8120199929707641,752,487,PASS,270,217,1.0627359394781453,0.9196096565396997,-0.246960188799289,1.7283473885242042,9.20159296645832,0.4207589217751248,0.03925415697906903,0.09455669821796116,-0.055302541238892174,19.11677444880662,-26.932337583340487,836.5107142857123,257.51272634127594,0.35523613963039014,0.3593429158110883,155,302,30,3127,0,0.7283646806491056,0.15574032619123762,283,204,1.0489009281455501,0.7608342797480955,0.3616872505455196,-2.06962587426175,228,259,0.9933698768173272,0.8590424280918008,-0.050284994764785144,-1.151149031342897,10.031317317342538,,9,4,9.931738676503556,2.356598596331632,-1.0726674138812382,-12.217201552722473,10.031317317342538,0.06534477019934415,-1.154803291552694,-20.112909528181525,-14.759755157379608,1.405990614575183e-69,0.0,False,True,False,False,False,False
BTCUSDT,H4,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.532752356675382,0.8120199929707641,1248,803,PASS,437,366,1.1003841058626045,0.9545400624391179,-0.17662951990608575,0.642273238649498,3.2203884101891047,0.39921695592515233,0.05070121654538765,0.07556351438996654,-0.0248622978445789,40.713076885946286,-19.964425169196854,1116.2882142857125,332.90425631422835,0.43711083437110837,0.44582814445828145,265,384,154,3157,0,0.7784023654294862,0.25435540069686413,455,348,1.007464872134482,0.8904393416938635,0.057100609002079424,-0.8894299421689332,363,440,1.0235472725366612,0.9027631239759545,0.1759004450946818,-0.7944636198973329,8.65644251068277,,9,5,8.65644251068277,4.363197715595751,5.679417995671319,-14.266085991332629,-2.6372769435917807,1.0014490563664185,7.239352758987007,-20.880907509295167,-9.12001476228054,1.1172016483206581e-69,0.0,False,True,False,False,False,False
BTCUSDT,H4,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",0.532752356675382,0.8120199929707641,457,391,PASS,157,234,0.7235129239547695,0.5982583798208517,-1.3444301231130127,-0.4515539368449651,8.494554424934414,0.6717552596437476,-0.1743362892573183,0.10627811006550668,-0.280614399322825,-68.16548909961146,-109.72023013522458,709.9078571428581,224.1617354336461,0.34271099744245526,0.3452685421994885,114,242,35,3123,0,0.3248754775298416,0.12520012808197245,229,162,0.4907150556103148,0.772984967771205,-5.642887176296467,-1.9674409401017008,182,209,0.42954034885776204,0.7715943079239933,-6.793719863133001,-1.9822395070424152,-1.674803804186862,,9,0,-26.497621947641925,-23.83477567733631,-17.5564325216355,-11.062378671402957,-7.14720068769906,-4.0639688105680305,-4.414641784722788,-1.674803804186862,-13.46840623003114,1.3241125516407632e-106,0.0,False,False,False,False,False,False
BTCUSDT,H4,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",0.532752356675382,0.8120199929707641,205,189,PASS,62,127,0.5599884052699025,0.44017815352977974,-1.4127135950826146,-3.244343791029875,26.481602809832424,0.4937607240247586,-0.25030524247738667,0.10549693277742483,-0.35580217525481156,-47.30769082822608,-67.24661112315938,679.7942857142916,224.70862265990525,0.35978835978835977,0.37037037037037035,58,103,28,3055,0,0.505636477951074,0.0618657937806874,106,83,0.3747848379715723,0.5310438924554993,-7.680536241892774,-4.632687216475199,87,102,0.34854131662032606,0.522206163400644,-8.291911892142874,-4.8108515710504705,-3.3384910001544275,,9,0,-8.833160179559016,-14.118799327797717,-8.37459580817172,-5.635634709488539,-6.7100062125559115,-7.7905941674619115,-3.3384910001544275,-3.6109828717205987,-8.834346846249533,1.523155019123477e-135,0.0,False,False,False,False,False,False
BTCUSDT,H4,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",0.532752356675382,0.8120199929707641,1759,743,PASS,327,416,0.8628832457580975,0.742524250043426,-1.0539287900593612,0.005336028450837546,3.7455349297886533,0.711104574711199,-0.07430721592825319,0.07700298457697156,-0.15131020050522473,-55.21026143469212,-112.42347897538198,1032.3242857142905,308.638347063931,0.39703903095558546,0.4037685060565276,202,383,158,3159,0,0.31041617752696204,0.23520101297879076,435,308,0.6669648772638345,0.8596824659488859,-3.0635166960350304,-1.1372428336279183,352,391,0.6227437505089536,0.8628628182993792,-3.576663109849403,-1.1129886701857639,-2.1318502164461233,,9,0,-18.185486262304366,-22.370428107968483,-24.41837827027576,-17.579175503280428,-5.848538454740485,-2.1318502164461233,-14.14761003270718,-4.375540564456989,-3.3664715632021887,1.3400595809807353e-95,0.0,False,False,False,False,False,False
BTCUSDT,H4,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.532752356675382,0.8120199929707641,1809,518,PASS,251,267,1.0269129552749656,0.9041435198892114,-0.29850393276014814,1.0958728784612113,7.0913773909440625,0.4360065561467445,0.01609612281366285,0.07811560605616666,-0.06201948324250384,8.337791617477356,-32.12609231961699,1099.749285714286,310.23613647987514,0.35714285714285715,0.36293436293436293,146,303,69,3150,0,0.6925139979403815,0.16444444444444445,277,241,0.8625921413631453,0.9493092696976115,-1.0840265287520956,-0.39233740404550704,217,301,0.8185966687119101,0.9650679005457085,-1.468089675578998,-0.2667943099321234,17.857296683950644,,9,4,17.857296683950644,-14.269785175402188,-13.400435481683745,-15.475424803378726,1.3026522801856508,-8.734257898520891,12.927783026520009,6.559269819761548,-18.893190771049287,6.990225040921911e-72,0.0,False,True,False,False,False,False
BTCUSDT,H4,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.532752356675382,0.8120199929707641,1172,359,PASS,172,187,1.0770312583931627,0.9576887794760964,-0.10975590059604956,1.4902056417469423,9.59487760476953,0.3015934362688991,0.04905906801532033,0.07810672174057141,-0.02904765372525108,17.6122054175,-10.428107687365138,1085.9242857142854,302.2465833886328,0.35376044568245124,0.35376044568245124,121,227,11,3150,0,0.8691702586511266,0.11396825396825397,198,161,0.8855937186539398,1.0528393087307757,-0.9302238568346688,0.38783742048801106,147,212,0.8538618825252452,1.034525122873617,-1.1990850793737682,0.25818019252354224,14.557061107500127,,9,3,14.557061107500127,-11.456394412681806,-18.409089110823565,-0.00987001089869155,-0.7236279614017562,12.267381713369698,-12.85103627653206,9.339707016789383,-3.1422397526864625,1.563983707116777e-67,0.0,False,True,False,False,False,False
BTCUSDT,H4,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.532752356675382,0.8120199929707641,2688,998,PASS,490,508,0.9922621209433166,0.8273547809037718,-0.7921636872071386,0.13596007569170304,2.7824617208518605,0.6983228454800569,-0.004269894432715753,0.10109754542938287,-0.10536743986209861,-4.261354643850321,-105.15670498237441,801.7162499999986,243.0223210549331,0.40480961923847697,0.41282565130260523,344,533,121,3161,0,0.32563634635493766,0.3157228725086998,560,438,0.8752333365357664,0.7715133647099023,-1.017792773540398,-2.0420431294635906,438,560,0.8683632742252996,0.7968889112857555,-1.074674761643622,-1.7798984957119661,0.3096118105056185,,9,1,0.3096118105056185,-6.88055124963147,-14.868694645989235,-12.736487058947176,-6.738167807737504,-16.954229225674354,-11.503099264391274,-24.34699397166261,-11.438093568846417,2.996118585235208e-87,0.0,False,False,False,False,False,False
BTCUSDT,H4,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.532752356675382,0.8120199929707641,337,272,PASS,126,146,1.3903813751968694,1.2166741274474702,0.42467897062832394,1.8053708071350472,13.741262377045357,0.11734537011273227,0.21357698376327588,0.08432631049668893,0.12925067326658699,58.09293958361104,35.15618312851166,1130.6728571428575,294.331081720004,0.4338235294117647,0.4411764705882353,93,147,32,3137,0,1.382876854700715,0.08670704494740197,150,122,1.3352787874179375,1.0893121149535545,2.136722566297788,0.6394472462716819,114,158,1.4821481060133992,1.0556096682773608,2.9242933587838356,0.4020274278230776,14.983422563740255,0.4261959413787644,9,6,1.9719090476793342,14.983422563740255,7.2506530618816285,5.33443571945247,-1.3718772671808408,-2.2459690850997065,10.107842026639338,0.8572556511989571,-1.7314885897997851,6.296723325376844e-57,0.0,True,True,True,True,False,False
BTCUSDT,H4,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.532752356675382,0.8120199929707641,205,184,PASS,84,100,1.475733337209045,1.3024445887791054,0.4777375568838204,2.5309033490027093,19.996188294866926,0.126578844739746,0.2671438725744099,0.08298868187250089,0.18415519070190908,49.15447255369143,33.88455508915127,958.0742857142905,302.1535971876401,0.42934782608695654,0.43478260869565216,75,103,6,3137,0,1.3754092037405161,0.058654765699713104,111,73,1.3737186819175455,1.1998273747719153,2.4003108639359585,1.3601308486805672,90,94,1.4082975277607432,1.2060306344976854,2.587784868003465,1.402820828513674,17.06972163485044,0.503761126269461,9,7,1.510500485956375,6.867712286777823,-3.643350150023644,17.06972163485044,2.903730489729427,4.17590914385501,4.669478559919603,-0.009303516476743878,0.3401561545629761,4.3180708563362694e-57,0.0,True,True,True,True,False,False
BTCUSDT,H4,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",0.532752356675382,0.8120199929707641,414,349,PASS,176,173,1.2836887460379494,1.1019755718963804,0.222672866660665,2.655835327789548,15.354673278814728,0.3217864752655794,0.18435238305833274,0.11061473276555794,0.0737376502927748,64.33898168735813,25.73443995217841,906.744642857142,226.36896618788447,0.332378223495702,0.34097421203438394,87,225,37,3137,0,1.2266052901131053,0.11125278928912974,189,160,1.2966168482273086,0.901306421978268,1.806912142902408,-0.7323060775570855,140,209,1.4589213186292431,0.8991183705228076,2.639691832154946,-0.7454330912826933,20.757291757212922,0.8065958223993066,9,5,7.465870035073555,20.757291757212922,15.608774853434165,-1.864537745634407,-3.969749645718382,3.6414738289484903,-1.2682334518106497,-22.593970162008862,7.95752048268158,1.6047838704978755e-61,0.0,False,True,False,False,False,False
ETHUSDT,M15,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.4860464650272021,0.9395372378886481,28490,11287,PASS,5897,5390,1.0699300867520354,0.6090919294178304,-6.450303299710599,-0.019811591012532596,0.6212831366200766,0.999999999999995,0.03622073746392145,0.31753746294728874,-0.2813167254833673,408.8234637552814,-3175.2218805307666,12.361785714285816,88.58845024413871,0.36546469389563213,0.40772570213519976,2536,5470,3281,3164,0,5.15707093075875e-15,3.5673198482932995,6477,4810,0.6936787291468729,0.5145718133007327,-4.863174438151098,-8.579606388674339,5139,6148,0.699083660193413,0.5454755355971509,-4.722191952165418,-7.898943738660835,-148.66571390082277,,9,0,-148.66571390082277,-347.30816690731655,-309.59675385171846,-206.70800424384188,-300.79320183315053,-734.6158628968037,-374.8970999212132,-443.62523933057093,-309.01183764532846,0.0,0.0,False,True,False,False,False,False
ETHUSDT,M15,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.4860464650272021,0.9395372378886481,28490,8995,PASS,4622,4373,1.027002190498673,0.6298430076357938,-5.778956800958242,-0.04687803646267834,0.26229278842362813,0.9999999999579132,0.014447465394115344,0.2716929204888943,-0.257245455094779,129.95495122006753,-2313.922868577537,14.822857142857174,104.08976078189069,0.4038910505836576,0.42412451361867703,3082,4655,1258,3164,0,4.2872236454305546e-11,2.8429203539823007,5104,3891,0.7005839262389761,0.5473664353376707,-4.478366961123133,-7.563519668791144,4055,4940,0.6985076531433014,0.5787069247253543,-4.461711220083393,-6.916279983020106,-123.96112481156051,,9,0,-123.96112481156051,-270.16879099274723,-199.93883922772062,-210.39635196665577,-203.07023507100044,-493.9394708089689,-263.7185229871191,-338.76391744263384,-209.96561526913052,5.761909775676578e-292,0.0,False,True,False,False,False,False
ETHUSDT,M15,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.4860464650272021,0.9395372378886481,42896,8738,PASS,4513,4225,1.0544308691032134,0.721808143142124,-3.5523373493688113,0.205720249540753,0.5176199278338447,0.9999999968261958,0.031758881068117674,0.23966245394476565,-0.20790357287664796,277.50910277321225,-1816.6614197961499,16.44535714285712,116.1022714068977,0.3301670862897688,0.3587777523460746,1273,4879,2586,3164,0,4.278366588281597e-09,2.761694058154235,4978,3760,0.7937066593302944,0.6393024472131157,-2.5327524643521695,-4.872782136851304,3949,4789,0.8103377057073876,0.6584536310502297,-2.2928784501386366,-4.5763829401060585,-42.54713940959706,,9,0,-42.54713940959706,-215.1464692940642,-117.43877600784067,-141.49317731744068,-203.22040686305,-524.7961485670008,-212.04127844431179,-216.41028044113264,-143.56774345171192,9.463873516084066e-180,0.0,False,True,False,False,False,False
ETHUSDT,M15,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",0.4860464650272021,0.9395372378886481,18557,13582,PASS,6997,6585,1.0011528880212215,0.542313409040971,-8.78604989092653,-0.4064130478270205,1.8659457857619124,1.0,0.000691259633844664,0.39510189439995064,-0.39441063476610594,9.388688346878226,-5356.885241393251,10.451785714285506,72.18247357940498,0.3400824620821676,0.36342217640995433,3715,7909,1958,3165,0,7.313177467024634e-25,4.2913112164297,7712,5870,0.6112124954120582,0.4650793983939754,-7.6285199572717035,-10.368263982768562,6169,7413,0.6109235220050692,0.4923611333244247,-7.75110644032111,-9.68944282184151,-338.88892158207796,,9,0,-338.88892158207796,-581.2753523859559,-570.9838634295118,-427.46523800969504,-486.39421606957137,-1215.6052558331178,-691.2326260963962,-501.07618350293274,-543.9635844839925,0.0,0.0,False,True,False,False,False,False
ETHUSDT,M15,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,10109,7301,PASS,3841,3460,1.0345458415543631,0.63070699227276,-5.142969443680673,0.09557234193145092,1.191643832952911,0.9999999999421846,0.021421865941092733,0.33169377411278056,-0.3102719081716879,156.40104323591805,-2265.2952015614937,12.98214285714289,84.41663676247654,0.34954115874537733,0.36022462676345707,2222,4462,617,3165,0,6.116725730219921e-11,2.3067930489731436,4138,3163,0.7170957315258146,0.534184136132899,-3.929038759878055,-6.884198252912695,3305,3996,0.7158625246495163,0.5684619246220743,-3.9424220600006326,-6.273821641730451,-108.06217622713493,,9,0,-108.06217622713493,-222.19844306369708,-202.36722621565454,-203.38929690565837,-179.74386394956673,-452.06965476200713,-364.0585894864063,-303.067567788768,-230.33838316260042,2.750911581807679e-245,0.0,False,True,False,False,False,False
ETHUSDT,M15,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,18557,12951,PASS,6655,6296,1.0067343705879312,0.5859146558964935,-7.533129330969895,-0.37409075473261943,1.4693625111666124,1.0,0.0034651710232462235,0.28887300500313223,-0.285407833979886,44.87742992206184,-3696.3168578735035,14.101071428571458,97.5694621788651,0.38993127943788125,0.42267006408771524,4057,6257,2637,3165,0,2.6505340226584628e-17,4.091943127962085,7345,5606,0.6493100916681459,0.5129596438325749,-6.421787928907714,-8.997649684277807,5867,7084,0.6531187666250823,0.536116774464761,-6.36449101601538,-8.503202928439809,-229.10163793703367,,9,0,-229.10163793703367,-395.92376285721895,-398.7457301814716,-294.1145777712356,-357.0616674239562,-842.622493788562,-469.43904324603494,-331.62997411328513,-377.6779705547051,0.0,0.0,False,True,False,False,False,False
ETHUSDT,M15,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,5408,4552,PASS,2090,2462,0.8788740258707908,0.49607783363504554,-5.525343824132611,-1.3195776360844007,5.921987195960802,0.999999974198245,-0.06676336364035386,0.30493935190024746,-0.3717027155406013,-303.90683129089075,-1691.990761140817,13.505357142857179,89.93145751804782,0.3780755711775044,0.4108084358523726,1278,2452,822,3165,0,2.9229924449146602e-08,1.4382306477093207,2602,1950,0.5260116433970807,0.45900277578601933,-6.219946186690402,-7.145427659501526,2034,2518,0.5210174224547071,0.4771581836824685,-6.281387766294607,-6.896174547154815,-121.83482622824859,,9,0,-144.39450827818348,-121.83482622824859,-233.22598682042883,-194.29987463918,-186.7902127139255,-258.43176168842973,-185.68231268085637,-219.55447947755988,-147.77679861400472,0.0,0.0,False,False,False,False,False,False
ETHUSDT,M15,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",0.4860464650272021,0.9395372378886481,2237,2051,PASS,889,1162,0.8117262794177253,0.39044773789926585,-4.425811302646304,-3.8601753913571693,49.314175620138016,0.9996504444049699,-0.08659823506534392,0.2919010701375075,-0.37849930520285147,-177.6129801190204,-776.3020749710483,13.482500000000073,94.38845941468652,0.41540711847879086,0.4690394929302779,657,893,501,3162,0,0.00037118408343102206,0.6486401012017711,1152,899,0.40199923087159833,0.375351185202852,-7.659206344143283,-6.556121414486293,888,1163,0.40421028042064666,0.37977666572028207,-7.606726877471278,-6.795004041868801,-64.28599736992753,,9,0,-74.22511918921181,-64.28599736992753,-94.16785642400515,-98.70625197787956,-100.06824443066641,-114.07796603456833,-67.08849144917448,-95.64369201629063,-68.03845607932445,2.4771298209537765e-255,0.0,False,False,False,False,False,False
ETHUSDT,M15,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,22940,9711,PASS,4552,5159,0.9498677408485239,0.5762971897568056,-6.23532648437003,-0.7097735362569721,0.8995160989180802,0.9999999999980372,-0.02458635810144447,0.24377594084419316,-0.2683622989456376,-238.75812352312724,-2606.066285061087,17.0428571428572,112.70182923026915,0.4103593862630007,0.45072598084646276,2324,4557,2830,3165,0,2.112716854706428e-12,3.06824644549763,5544,4167,0.6391920689366832,0.5021191392114882,-5.314591956390804,-7.830512799342904,4373,5338,0.6597121869991716,0.5159172118080265,-4.883147633023737,-7.6678245630266675,-167.63700228140695,,9,0,-167.63700228140695,-223.14554151082677,-282.6650682935742,-205.41248930379388,-322.0870847655195,-443.2670689969794,-340.4286600116258,-355.169279804567,-266.25409009279355,0.0,0.0,False,False,False,False,False,False
ETHUSDT,M15,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,31006,8825,PASS,4396,4429,0.9905876468869085,0.6242962867444166,-5.637202190609464,-0.47170219990071105,1.5020839202294836,0.999999999999179,-0.005773912561009921,0.297787924898068,-0.3035618374590779,-50.95477835091255,-2678.9332155763623,12.984285714285761,91.40889770063342,0.3453824362606232,0.36305949008498584,2440,5325,1060,3164,0,8.228132619767382e-13,2.7891908975979773,4958,3867,0.6967577440910954,0.5432159187856548,-4.5136942091316286,-7.084859374407853,3933,4892,0.7082969640197833,0.5645000642995189,-4.350249279020909,-6.679172975225975,-138.92558867323194,,9,0,-138.92558867323194,-294.6520182381341,-265.2797843411335,-166.07383169969768,-276.88216310557885,-624.3871988156138,-317.29599824936247,-280.8851103775102,-314.55152207609945,0.0,0.0,False,False,False,False,False,False
ETHUSDT,M15,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.4860464650272021,0.9395372378886481,21400,6171,PASS,3076,3095,1.0304131606251923,0.6645163516750716,-4.083635137896656,-0.7120722798842658,2.397328995372142,0.9999999879745772,0.019590861506134507,0.3018453887840452,-0.28225452727791067,120.89520635435605,-1741.7926878319868,12.775714285714344,90.21277126154568,0.34402852049910876,0.34743153459731,2002,3957,212,3165,0,1.2387837239586236e-08,1.9497630331753555,3484,2687,0.716265076232705,0.6043607527528222,-3.555659895199303,-5.042552634534682,2740,3431,0.7280988294152071,0.6186973759826693,-3.378376668647632,-4.87216640520322,-67.96463644918043,,9,0,-138.8403939783423,-220.06115577831406,-164.3665427944238,-67.96463644918043,-200.66133846763188,-407.04889117089454,-197.27157847041065,-146.05734772974668,-199.52080299304268,1.8851265368239217e-245,0.0,False,True,False,False,False,False
ETHUSDT,M15,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,44299,16488,PASS,8276,8212,1.0340119881943908,0.5301457527732192,-8.882746926612619,-1.458900266170995,7.233851939119858,1.0,0.01849227595690159,0.3815714849907174,-0.3630792090338158,304.9006459773934,-5986.449998549555,10.490357142857192,71.75415737580641,0.39841096555070354,0.42661329451722463,5765,8761,1962,3164,0,7.9966708676682985e-28,5.211125158027813,9251,7237,0.6344741481600794,0.4209742820188824,-7.336864466460149,-11.022925623642859,7290,9198,0.6548668736525851,0.4485102163877468,-6.894503927993063,-10.576099559105742,-335.03142339321585,,9,0,-335.03142339321585,-499.0505110963296,-482.12897284554685,-423.40597762247046,-641.8023349745791,-1354.155396064074,-847.543317637984,-717.4206482147663,-685.9114167005893,0.0,0.0,False,True,False,False,False,False
ETHUSDT,M15,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,6082,4831,PASS,2465,2366,1.0592105991826777,0.6503128998077882,-3.6768400093160514,-1.1272370660685604,7.600116781286219,0.9999995788072364,0.03626218422083305,0.32404649847150513,-0.287784314250672,175.18261197084445,-1390.2860221449967,11.674285714285816,86.10966247437858,0.3504450424342786,0.36659076795694473,1473,2913,445,3164,0,4.957389744038222e-07,1.526864728192162,2742,2089,0.7476708274872187,0.5431006309096105,-2.8226220029018,-5.4075403577643355,2157,2674,0.7565945238064307,0.5767758541635691,-2.6912017980494713,-4.984613194510243,-49.6329281595024,,9,0,-50.71656261587493,-158.19232066104695,-137.21307639991673,-49.6329281595024,-130.01309123390016,-401.9496063634851,-138.62234018623036,-157.14562040208233,-166.80047612295775,2.949826405876159e-229,0.0,False,True,False,False,False,False
ETHUSDT,M15,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.4860464650272021,0.9395372378886481,3756,3290,PASS,1652,1638,1.0364663820873075,0.6592165880847288,-3.0414238851260205,-1.2418662500615323,5.945121972213292,0.9999595673560473,0.023519784901614736,0.31425680383487614,-0.29073701893326137,77.38009232631248,-956.5247922904299,12.122142857142876,88.98173412810924,0.3437689969604863,0.3474164133738602,1080,2113,97,3165,0,4.625109323065233e-05,1.0394944707740916,1836,1454,0.7545162878396525,0.5568457759790916,-2.636948988492607,-5.125037677509415,1477,1813,0.7647974086675803,0.5843478693935091,-2.5012350757329127,-4.763901267122613,-25.217932224613655,,9,0,-25.217932224613655,-104.40741624129717,-107.3193677680365,-36.96315308988418,-82.93311442296933,-271.9658535768452,-114.85291085036337,-112.34848637438895,-100.51655774203151,3.031542315985321e-204,0.0,False,True,False,False,False,False
