instrument,timeframe,family,variant,params,bh_sharpe,bh_max_dd,n_cands,n_trades,guard,n_long,n_short,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,gross_R_total,net_R_total,risk_med,risk_med_bps,win_rate,gross_win_rate,n_targets,n_stops,n_time,n_obs,n_ruin_days,equity_final,trades_per_day,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,regimeA_trades,regimeB_trades,regimeA_pf,regimeB_pf,regimeA_sharpe,regimeB_sharpe,top_year_R,top_year_share,n_years,n_pos_years,yr_2018,yr_2019,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026,dsr,dsr_cumulative_pool,oos_holds,gross_edge,not_concentrated,regime_holds,beats_bh,SURVIVOR
ETHUSDT,M15,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",0.4860464650272021,0.9395372378886481,7259,6098,PASS,3050,3048,1.0332684531981613,0.6002546808664644,-4.483049748614548,-1.7455915793174646,13.356665831531561,0.9999999999972173,0.023494091643355957,0.4324782676962123,-0.40898417605285625,143.26697084118462,-2493.9855055703174,8.94857142857154,64.78847460678773,0.27205641193834046,0.28304362085929813,1368,4283,447,3164,0,3.630691342798217e-12,1.927307206068268,3465,2633,0.6893220240751927,0.5048091106828189,-3.8221641451184283,-5.9999344336487885,2748,3350,0.6912273864043839,0.5370583227957947,-3.8135044954898647,-5.576274659770956,-120.75028179645095,,9,0,-138.71442094032827,-260.8998339779046,-269.3027164060162,-120.75028179645095,-212.98426482485087,-675.9094008373739,-306.96664558534235,-214.9498642181463,-293.5080769839041,1.4336541559575177e-292,0.0,False,True,False,False,False,False
ETHUSDT,H1,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.4860464650272021,0.9395372378886481,6808,2726,PASS,1378,1348,1.0210505176253137,0.7831764420707505,-1.6133325901287554,0.416016042218764,0.15919139093161316,0.9799469019623759,0.010879369522405617,0.14253104183083384,-0.13165167230842822,29.657161318077712,-358.88245871277536,27.93732142857141,195.5015772227149,0.38664710198092445,0.40498899486427,563,1309,854,3163,0,0.02264551802191859,0.8618400252924439,1543,1183,0.8963839657522612,0.6565034013224466,-0.856957150523483,-3.3050154958852387,1227,1499,0.9515622302812101,0.6688598831217206,-0.38791877299820826,-3.1665284634626016,10.176437458576642,,9,1,-17.717908185491893,-9.728620408861316,-15.149656669633561,10.176437458576642,-58.14555948010632,-112.27060653654765,-48.428753878260565,-69.07021241696805,-38.547578595482655,5.599083506084587e-110,0.0,False,True,False,False,False,False
ETHUSDT,H1,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.4860464650272021,0.9395372378886481,6808,2152,PASS,1088,1064,0.9880873998046831,0.793600006860888,-1.4545884939012792,0.2057394908038528,0.02242773340550297,0.9485057916038355,-0.006447404043316317,0.12031357870204781,-0.12676098274536413,-13.874813501216714,-272.7896348680236,34.10446428571436,228.95339500804573,0.40985130111524165,0.41682156133828996,711,1128,313,3163,0,0.056743661406551994,0.6803667404362946,1215,937,0.8789862484651919,0.6954123726770051,-1.0559023241884806,-3.0150936298805906,957,1195,0.9215703889393176,0.7046435515981014,-0.6687726184194585,-2.8984273213566563,4.17493933363701,,9,2,-22.428490953269662,2.1088916699319444,-26.362533505985635,4.17493933363701,-43.03863357479108,-78.89282325914444,-34.62305347138798,-49.30316779680824,-24.42476331020553,3.331396631281698e-107,0.0,False,False,False,False,False,False
ETHUSDT,H1,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.4860464650272021,0.9395372378886481,10617,2175,PASS,1132,1043,1.0881807297854191,0.9139541698766124,-0.5051387175608252,1.1252571877909905,1.8133494212553671,0.8483615588240505,0.05114128273253301,0.10713779916447122,-0.05599651643193821,111.2322899432593,-121.7924232394656,36.51357142857137,246.37238051166764,0.3535632183908046,0.3664367816091954,319,1207,649,3163,0,0.23508324770119887,0.6876383180524818,1233,942,1.0499196764174656,0.7572032810245592,0.3529468881529471,-2.070297393805344,989,1186,1.0539277180668345,0.8101902632910497,0.37906829993181795,-1.5621582939909993,23.762134430777106,,9,3,23.762134430777106,-1.9128323730816172,-1.3085558937386859,11.955001126462562,5.3419909075890715,-69.31973030294391,-38.78265603428704,-38.78492541269243,-12.742849687550676,8.101482015402999e-77,0.0,False,True,False,False,False,False
ETHUSDT,H1,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",0.4860464650272021,0.9395372378886481,4659,3271,PASS,1686,1585,1.0275112460205666,0.7850584192450892,-1.8314658633673173,0.5454472200535325,0.8819178323212902,0.9958043303057943,0.016202023317232663,0.16590210697016397,-0.1497000836529313,52.996818270668044,-489.6689736287383,24.45785714285705,161.6078651499887,0.36533170284316724,0.3735860593090798,881,1866,524,3164,0,0.005601896860120344,1.033817951959545,1864,1407,0.8820992946625344,0.6718114717842784,-1.074649495872748,-3.5192325794694383,1467,1804,0.9118718901998332,0.6941175091279255,-0.7731776408378722,-3.268648340513023,3.4666829493862057,,9,1,3.4666829493862057,-40.09620073967438,-19.495016724902065,-27.722749352384195,-60.800216046859695,-129.96106957160782,-97.62362315624281,-75.0672054896984,-42.36957549675516,8.451069107287888e-115,0.0,False,True,False,False,False,False
ETHUSDT,H1,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,2737,1864,PASS,987,877,1.158768163629681,0.9237439258948887,-0.47670513402823733,0.8786155369823054,2.3569329672139387,0.7692640061060209,0.09489902390491523,0.14755510872207858,-0.05265608481716337,176.89178055876198,-98.15094209919252,26.278214285714398,171.55163289505455,0.3825107296137339,0.3857296137339056,612,1103,149,3161,0,0.3167262818367068,0.5896868079721607,1082,782,1.0078871276067385,0.8179141095870791,0.06720559330565068,-1.7567897439914777,850,1014,1.0452709872239623,0.8316457841277886,0.3765658397170377,-1.6124741824468103,25.28035165484097,,9,2,25.28035165484097,-13.427593641619515,-2.305187294495121,15.573513189039069,-19.46579212289565,-43.53192066099415,-7.5257747679637905,-25.450492704348992,-27.298045750755335,1.1892690529106893e-76,0.0,False,True,False,False,False,False
ETHUSDT,H1,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,4659,3140,PASS,1629,1511,1.02299032336996,0.809223249564983,-1.5539074299997184,0.27234133849147524,0.4408646524227193,0.9812286485457865,0.0116855377799658,0.12233864660506683,-0.11065310882510102,36.69258862909261,-347.4507617108172,32.63964285714292,214.56449376965537,0.4178343949044586,0.42738853503184715,968,1498,674,3164,0,0.025336031089658106,0.9924146649810367,1795,1345,0.9163274241175422,0.6846292750216122,-0.7448427507095042,-3.187585493046243,1415,1725,0.9439251459261356,0.7126080993645516,-0.4871352800538132,-2.880958048037047,9.275457476262451,,9,1,9.275457476262451,-28.835443891493057,-21.412866987327646,-1.6825023021064025,-39.29020584968478,-119.19703911316836,-69.37295156070539,-53.66096186613445,-23.274247616459597,1.3318451900000001e-109,0.0,False,True,False,False,False,False
ETHUSDT,H1,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,1638,1381,PASS,608,773,0.6882312628211088,0.5282483962779244,-2.9360415195662375,-1.3671298415279012,6.264551825890703,0.992845219631174,-0.19764073356059392,0.14709881498707264,-0.34473954854766653,-272.9418530471802,-476.0853165443275,25.131428571428387,165.0563607085337,0.3425054308472122,0.35047067342505434,357,869,155,3163,0,0.007671244919158859,0.4366108125197597,837,544,0.4610645842151425,0.6424597029628483,-6.434141920159611,-3.5441184215681516,648,733,0.465728824577518,0.5865828014889437,-6.3463546815876315,-4.311063090972999,-8.995359569083131,,9,0,-71.92649145717989,-50.73886603004052,-65.23951784206997,-72.34886143299249,-82.19189434717215,-8.995359569083131,-61.814906726168864,-43.27130307736713,-19.558116062253337,7.327828836325902e-203,0.0,False,False,False,False,False,False
ETHUSDT,H1,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",0.4860464650272021,0.9395372378886481,686,630,PASS,271,359,0.5780513936791194,0.41142252942838536,-2.7075665409794967,-2.7729883173946788,14.58877554179977,0.9119536150292608,-0.23093672796386772,0.14344926756283935,-0.37438599552670704,-145.49013861723665,-235.86317718182545,24.791071428571627,169.5254078628805,0.36984126984126986,0.3968253968253968,181,332,117,3150,0,0.09161525690610446,0.2,364,266,0.3515986182138835,0.5063251438692746,-8.583017686520792,-5.435808935216222,279,351,0.2991734690435446,0.5179577590917998,-9.718371654749872,-5.371676060450009,-2.854344091098076,,9,0,-37.622858417803805,-37.88474231783644,-37.948538122484806,-23.29915813014574,-22.61737170742221,-26.83581861185609,-27.55393543415972,-19.24641034901854,-2.854344091098076,7.740407891544915e-240,0.0,False,False,False,False,False,False
ETHUSDT,H1,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,6411,2628,PASS,1217,1411,0.8951798905142455,0.7176109639362913,-2.107551064618113,-0.7459617139727434,1.6973700220211247,0.9902535634216656,-0.05499391785926916,0.11172715391100504,-0.16672107177027418,-144.52401613415935,-438.14297661228056,34.540714285714216,224.20855203004965,0.4193302891933029,0.4356925418569254,660,1343,625,3163,0,0.010483028351820634,0.830856781536516,1550,1078,0.7007782098603417,0.7426879594726951,-2.9052038079696985,-2.3353387420975475,1214,1414,0.6875039689345345,0.7443543751140849,-3.036119824739105,-2.3564099409968784,-19.956332468190254,,9,0,-75.43349001050116,-48.28958981729491,-59.243051729480314,-45.11836117615074,-49.70874959186654,-31.114464869146044,-74.62883959740898,-34.65009735224166,-19.956332468190254,5.928294474197126e-145,0.0,False,False,False,False,False,False
ETHUSDT,H1,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,7353,2123,PASS,1060,1063,1.0110358734589255,0.8175234336890072,-1.2084450102138011,0.10346238399797786,0.5608467690057526,0.9594714128200027,0.00669219551754997,0.13307192572454724,-0.12637973020699728,14.207531083758585,-268.30416722945523,29.942857142857065,196.90970278693342,0.35892604804521905,0.3674046161092793,585,1261,277,3163,0,0.056094760637951685,0.6711982295289283,1147,976,0.9076565867242355,0.7234097798902585,-0.7843645035912474,-2.668053662411248,895,1228,0.9169682504623435,0.7526914728377982,-0.7025161701962834,-2.330502962618314,10.480099212702585,,9,2,8.446103824172722,-9.353388109131096,-12.932803544042631,-34.341098440956735,-21.173994140840843,-91.75279746116689,-48.29367984029899,-69.38260872989332,10.480099212702585,3.155624949542536e-100,0.0,False,True,False,False,False,False
ETHUSDT,H1,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.4860464650272021,0.9395372378886481,5091,1448,PASS,694,754,1.068095881295561,0.8806941125830826,-0.6536778749456411,0.32024693059749587,1.1215297997189388,0.7525515346274428,0.04348850993980525,0.1294721765864969,-0.08598366664669166,62.971362392838,-124.50434930440952,30.57428571428568,193.10704606318154,0.35428176795580113,0.35566298342541436,484,920,44,3159,0,0.24912845250996044,0.45837290281734727,812,636,0.9523082187203703,0.7957767677850034,-0.4030864709829968,-1.8931051931595624,632,816,0.9478853946563203,0.8317741935026783,-0.43875077557782804,-1.531814156851829,5.06417663887324,,9,1,-13.078125770199769,-8.635843422370156,-6.263827786053818,5.06417663887324,-4.086206961852916,-8.68595474362037,-56.65991364236479,-32.14831807856064,-0.010335538260279914,1.1348993495781578e-82,0.0,False,True,False,False,False,False
ETHUSDT,H1,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,10571,4095,PASS,2041,2054,1.0796630762699233,0.7999589726402523,-1.893487788868732,-0.3987660316827352,0.46175151271801784,0.9961253939385682,0.04267999829036542,0.16933369383090624,-0.12665369554054082,174.7745929990464,-518.6468832385146,22.83107142857125,151.3747982741152,0.42246642246642246,0.4341880341880342,1487,2142,466,3165,0,0.00412169391580692,1.2938388625592416,2276,1819,0.8635705340178776,0.7278099629853034,-1.3711850392208231,-2.9017640442298736,1790,2305,0.8538747075974626,0.7611032997639484,-1.4540506622769223,-2.530933906029647,-16.80172364174095,,9,0,-51.5367807255482,-45.14362015746464,-45.19648138640733,-16.80172364174095,-29.30396870816744,-99.5483307225277,-85.03555706219868,-71.5616266084069,-74.51879422605278,3.1651021404336265e-130,0.0,False,True,False,False,False,False
ETHUSDT,H1,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,1431,1141,PASS,559,582,1.0965056622862461,0.8773868502821609,-0.5815623658184939,0.4652811295919757,1.9842432144188247,0.7948903574012427,0.05743749855112498,0.14161285521948455,-0.08417535666835957,65.5361858468336,-96.04408195859827,29.08428571428567,184.94558983970634,0.37248028045574055,0.38299737072743206,350,669,122,3158,0,0.34329105819651,0.36130462317922735,597,544,1.0426489742291687,0.7253957439590166,0.3190682106063427,-2.541237048418214,470,671,1.1011663382336792,0.7473050598575551,0.7332987202224462,-2.2964843902755887,17.655631615589407,,9,4,15.721115274361706,17.655631615589407,-13.448487581433065,9.202583874626136,-13.125894925553691,-50.15832637186525,-29.487387619712038,-40.220218626341236,7.816902401729757,3.062149452011737e-80,0.0,False,True,False,False,False,False
ETHUSDT,H1,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.4860464650272021,0.9395372378886481,851,767,PASS,368,399,1.068916004245519,0.8692960430955217,-0.5101525838665415,-0.0031862937753442764,9.237128505616251,0.6335605196936276,0.04442876830753113,0.14081906002719596,-0.09639029171966483,34.07686529187638,-73.93135374898293,30.231428571428296,189.39086777631667,0.3494132985658409,0.3494132985658409,263,493,11,3152,0,0.43893818421262143,0.24333756345177665,408,359,1.0290470199150485,0.7136579476507244,0.22254918871001436,-2.5815281954581883,327,440,0.9811955198182138,0.7941271135847741,-0.14825612785558082,-1.7606379125250855,12.417502190293304,,9,4,-14.554241302197795,5.072171848643855,12.417502190293304,-7.209478568439757,12.381990413121583,-38.876603189179946,-7.301336510805585,-42.29592489640318,6.4345662659846,3.18712999407603e-79,0.0,False,True,False,False,False,False
ETHUSDT,H1,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",0.4860464650272021,0.9395372378886481,1694,1418,PASS,741,677,1.1743704553228975,0.9082586078206902,-0.43888068333091684,0.31318896984936107,5.898309110163412,0.8049675395680926,0.1172516528571008,0.1913135687441153,-0.07406191588701448,166.26284375136893,-105.01979672778653,21.385178571428582,138.97906429610856,0.31100141043723556,0.3159379407616361,343,947,128,3159,0,0.278476972943963,0.44887622665400445,764,654,1.0323912685304821,0.7812671886867117,0.23513772268535968,-1.8529837294383082,602,816,1.0506780241381046,0.8139094023653031,0.36525241711339257,-1.5369327054787691,16.01079524295206,,9,3,6.935471786289764,-5.310055811712808,5.481222556554092,16.01079524295206,-4.366632908873072,-59.43403046922306,-34.16824768539005,-20.225096721152404,-9.943222717231071,8.57739108804481e-77,0.0,False,True,False,False,False,False
ETHUSDT,H4,trend,0,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 5, 'k_atr': 0.5, 'R': 2.0, 'H': 24}",0.4860464650272021,0.9395372378886481,1597,653,PASS,326,327,1.1287756862356637,1.0036639848470124,0.011708930721249143,1.3789231079183235,6.165499214207658,0.38608412889178495,0.06490898668909828,0.06292076408194323,0.0019882226071550363,42.38556830798118,1.2983093624722386,61.27107142857153,417.1678898948523,0.41807044410413474,0.43032159264931086,145,310,198,3158,0,0.9648222018397891,0.20677644078530716,364,289,1.1839859756648163,0.8191554760473674,1.1834467043560901,-1.452822839300936,291,362,1.2824344304486435,0.8195169555413648,1.7527228989413082,-1.4341338220657018,13.383946877306037,10.30875018248374,9,4,7.792801109452159,11.280695496533756,7.353576108853815,13.383946877306037,-6.839838770412521,-12.145081588692225,-13.679704869240611,-1.6853724425204877,-4.162712558807684,3.208341261808424e-65,0.0,False,True,False,False,False,False
ETHUSDT,H4,trend,1,"{'ema_trend': 200, 'ema_fast': 50, 'ema_pull': 20, 'swing': 10, 'k_atr': 0.5, 'R': 1.5, 'H': 48}",0.4860464650272021,0.9395372378886481,1597,508,PASS,259,249,1.1423356804557532,1.0368552028112168,0.1091358351176691,0.7512254814567444,4.875961872455508,0.2711069343905198,0.07204702743106217,0.052310592892044976,0.019736434539017196,36.599889934979586,10.026108745820736,74.48803571428573,501.57515078729494,0.4507874015748031,0.4507874015748031,178,250,80,3159,0,1.0689580328083708,0.16081038303260525,287,221,1.182581980304828,0.877373318120033,1.2587695343041863,-0.9925298841000537,228,280,1.303281612831696,0.8643519998905084,1.987965325535359,-1.1047670149464783,13.21950713870027,1.3185082541829267,9,4,4.79472990357622,13.21950713870027,3.2041614759778017,11.206749510740039,-6.4710451017021535,-7.299568059985343,-4.880195538469362,-1.896529442777623,-1.8517011402391124,5.919225564220895e-63,0.0,False,True,False,False,False,False
ETHUSDT,H4,trend,2,"{'ema_trend': 100, 'ema_fast': 30, 'ema_pull': 10, 'swing': 5, 'k_atr': 1.0, 'R': 3.0, 'H': 48}",0.4860464650272021,0.9395372378886481,2657,522,PASS,255,267,1.2759817255020747,1.1795039818352986,0.44742265623093636,2.7707114634879537,12.83610378524094,0.2032754214240823,0.1513034306132398,0.047666131986948176,0.10363729862629159,78.98039078011118,54.09866988292421,75.81464285714276,535.1646650284878,0.39655172413793105,0.4003831417624521,83,272,167,3158,0,1.6213928480224964,0.16529449018366055,302,220,1.3124522596272368,1.01237509000455,1.803378460184479,0.08331939398230344,242,280,1.3171840484287294,1.0703978778795735,1.8098657498062354,0.4624533240553435,14.093882331798085,0.2605217903194086,9,7,10.949359034692275,14.093882331798085,4.938444657521487,12.28051072587755,10.184090476855085,8.132542692407142,-11.604552294047771,-0.8307406816376657,5.955132939458025,1.7813222824169265e-58,0.0,True,True,True,True,False,False
ETHUSDT,H4,breakout,0,"{'N': 20, 'k_atr': 1.0, 'R': 2.0, 'H': 24}",0.4860464650272021,0.9395372378886481,1282,871,PASS,481,390,1.1291479674429226,0.9994225417405751,-0.002274722748788059,1.2685267457198783,4.168699114355006,0.43641560655584316,0.07501819794814713,0.07538075539154526,-0.0003625574433981418,65.34085041283615,-0.3157875331997815,51.42785714285719,328.3488853316665,0.3880597014925373,0.39265212399540755,263,493,115,3150,0,0.9233191841336139,0.2765079365079365,503,368,1.1154876664691906,0.8562169299900472,0.8413599945396478,-1.1914239419913162,401,470,1.161047816165495,0.87487322946011,1.1459944844768613,-1.0303657077801927,31.853378177473544,,9,3,31.853378177473544,-4.233319311407689,13.863250531956329,-3.153249940566563,-3.4468428339343213,-14.67120139000386,6.264721204344428,-10.417310002072936,-16.375213968988717,2.3715323137406866e-65,0.0,False,True,False,False,False,False
ETHUSDT,H4,breakout,1,"{'N': 50, 'k_atr': 1.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,755,494,PASS,278,216,1.3453686821067556,1.2085797614815899,0.5624459056346297,1.9657375546519722,8.856884898881429,0.16108488556705464,0.19748351200001335,0.0697638165590103,0.12771969544100306,97.5568549280066,63.09352954785551,56.078214285714296,351.1195619778406,0.4068825910931174,0.4109311740890688,186,279,29,3147,0,1.7876272179142572,0.15697489672704162,292,202,1.251116519766717,1.1487397745734282,1.6912622894956548,1.084567196127219,229,265,1.3607224544502703,1.0881583896981417,2.3185136439516634,0.657924551944121,24.003917804586187,0.3804497541444336,9,7,24.003917804586187,7.735312762561246,7.108033114785952,9.360924207596295,-3.8086845338511934,-1.5866014821184629,12.670224956690536,2.1142381099811325,5.496164607623817,7.48302560009276e-55,0.0,True,True,True,True,True,False
ETHUSDT,H4,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,1282,840,PASS,459,381,1.0730243773222106,0.9664642785791291,-0.13275047476935983,0.8134547961269677,3.382028844843672,0.4371458806558417,0.03726105421369164,0.05542835404160087,-0.018167299827909225,31.29928553950098,-15.260531855443748,69.11821428571432,439.06778074875643,0.43333333333333335,0.4380952380952381,280,406,154,3153,0,0.8144460908660446,0.2664129400570885,489,351,1.0492937020146342,0.8595046589330524,0.37112120639613555,-1.1623453610239722,387,453,1.0879899555244503,0.8703804651081786,0.6532841869882774,-1.063214070867837,27.67082957518719,,9,3,27.67082957518719,-8.239383060234495,8.40426339904047,-10.156310231028153,-5.0377961549068875,-14.685511035607151,8.172718547527591,-11.795703267979134,-9.59363962744319,1.935987074932559e-68,0.0,False,True,False,False,False,False
ETHUSDT,H4,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,450,397,PASS,164,233,0.7621261800084961,0.6658613256249689,-1.0965763359877485,-0.1641406879377271,8.326349806941453,0.6151259338149063,-0.14957724689904783,0.07740599774820714,-0.22698324464725497,-59.38216701892199,-90.11234812496022,41.95964285714308,302.35992976630797,0.34760705289672544,0.3526448362720403,121,247,29,3150,0,0.39523064257112817,0.12603174603174602,231,166,0.6167097450277319,0.740603998942457,-3.8995946338142384,-2.3408004460318694,182,215,0.5917688096387939,0.7334825272753825,-4.186948650190444,-2.457371369842404,-0.08275848246388007,,9,0,-21.564931203599,-3.9817381135999925,-15.156722939330855,-11.829914345026197,-9.826218811037066,-0.08275848246388007,-13.238973889199636,-8.17769050373438,-6.253399836969217,3.1391848564905604e-97,0.0,False,False,False,False,False,False
ETHUSDT,H4,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",0.4860464650272021,0.9395372378886481,202,193,PASS,83,110,0.6275315211645742,0.5307296288169681,-1.1875181337456804,-2.2536324699611243,20.567535366227794,0.43313189933951735,-0.21002782547921828,0.07466080762690151,-0.28468863310611975,-40.535370317489125,-54.94490618948112,41.14107142857142,312.7190717050104,0.38860103626943004,0.40414507772020725,65,106,22,3149,0,0.5722989902023758,0.06128929818990156,106,87,0.42302782145780693,0.6997856617369779,-7.11551550071734,-2.855054998504759,86,107,0.41128386260940053,0.6510438788036023,-7.355735635092513,-3.444247306880392,3.4057817269061292,,9,1,-18.434334432455913,-5.057006368780891,-9.785264214814504,-1.3133941049663478,-6.675767192404918,3.4057817269061292,-8.79101288090029,-3.931377761767947,-4.362530960296432,8.507241436919081e-116,0.0,False,False,False,False,False,False
ETHUSDT,H4,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,1729,743,PASS,320,423,0.8371227051576322,0.7519117821517648,-1.002029402595067,0.02653807283395909,3.783336815899398,0.6810407667360486,-0.09003108751600483,0.055738061051763946,-0.14576914856776876,-66.89309802439159,-108.30647738585219,63.930000000000064,435.17119520262463,0.38492597577388965,0.39030955585464333,197,393,153,3163,0,0.3230956624845705,0.2349035725576984,448,295,0.6968749534500275,0.8416622036737179,-2.7001136947224538,-1.3054318833166068,354,389,0.6569678981896373,0.8455948943162588,-3.1136279018322197,-1.2763169348773975,1.3773074321819923,,9,2,-27.738138026061915,-8.944627472970296,-29.737101164237615,-7.957451824275003,-7.653357600269926,0.5758638389273234,-18.19726042183526,1.3773074321819923,-10.031712147311506,5.288727627953304e-94,0.0,False,False,False,False,False,False
ETHUSDT,H4,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,1697,521,PASS,250,271,0.9881810285266356,0.8986927279207318,-0.32203415658907397,1.2844471413643839,6.487604931258588,0.4030466736249834,-0.007326275769328941,0.059315711201179275,-0.0666419869705082,-3.8169896758203783,-34.72047521163477,65.35714285714289,400.90638063914224,0.36084452975047987,0.3666026871401152,145,320,56,3150,0,0.674686674092905,0.1653968253968254,289,232,0.9180140110324055,0.8753595272837075,-0.6417514312329827,-0.9987580156449206,226,295,0.9530254100942049,0.8587312969904564,-0.3611788706140642,-1.1421819496398768,6.829879409587013,,9,4,6.829879409587013,-6.322019815756732,6.455058555938535,-13.785747165123349,-8.547894288425399,0.9518810798875874,2.3075400777533206,-7.527241229614774,-15.081931835880978,3.798654442908957e-72,0.0,False,False,False,False,False,False
ETHUSDT,H4,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.4860464650272021,0.9395372378886481,1141,365,PASS,177,188,1.165249141953938,1.0680034234693092,0.16665417748405306,1.7182783818660277,10.347701636103151,0.21476262290237114,0.10235921088764979,0.05782996854006057,0.04452924234758924,37.36111197399217,16.253173456870073,65.61999999999989,402.70568939931286,0.37534246575342467,0.3780821917808219,129,226,10,3149,0,1.1328017111197497,0.11590981263893299,190,175,1.2215605819739481,0.9198602131421082,1.4930254330868715,-0.6323230950384943,147,218,1.3364672499531762,0.9147824196519302,2.1570997520224178,-0.6743454251551294,12.476626206509946,0.7676424693071981,9,5,12.476626206509946,9.828853133534961,-1.3329947318220845,8.24753596151669,-3.2180776018520505,2.5266663914495338,7.284921619458747,-3.7500776197217105,-15.810279902203968,4.763657814914941e-62,0.0,False,True,False,False,False,False
ETHUSDT,H4,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.4860464650272021,0.9395372378886481,2635,976,PASS,498,478,1.0745693853544795,0.9375359039670421,-0.2701655619239809,0.16502443316613472,2.2766129125395165,0.36160175031349434,0.03961789374923324,0.07549539193777234,-0.03587749818853911,38.66706429925164,-35.01643823201417,51.5608928571429,319.3073086775607,0.4293032786885246,0.4344262295081967,346,506,124,3153,0,0.6588436873292127,0.309546463685379,541,435,0.9913065683271939,0.8754176773455287,-0.06788440887851246,-1.0480122779712906,415,561,0.9137172874235845,0.9548756638856918,-0.6988844228379586,-0.36369691852866026,17.765242983488697,,9,2,-3.5610273586028613,-3.219387141752347,-2.5617896346179805,-11.03526033015342,17.765242983488697,-16.279195173421932,-11.54921870017261,5.495095766126288,-10.070898642908002,1.953702276801547e-72,0.0,False,True,False,False,False,False
ETHUSDT,H4,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.4860464650272021,0.9395372378886481,333,276,PASS,132,144,1.2326656866354069,1.1227599799772576,0.2553699927117063,2.0746157548795052,13.357150987859,0.20503153659068854,0.1358991890857357,0.05996219250903745,0.07593699657669824,37.508176187663054,20.958611055168713,72.36928571428575,413.1705310859654,0.39855072463768115,0.40217391304347827,92,159,25,3133,0,1.2003990698500322,0.08809447813597192,159,117,1.2963160407249559,0.9163794907776576,1.9263869462914964,-0.6537811674122038,126,150,1.3628053204890875,0.9467729700323422,2.2985658082425204,-0.4087428104280712,8.786717367498603,0.4192413965013997,9,7,4.539832751824029,6.41763596068033,8.786717367498603,6.45771765558599,1.2782029364888425,5.550603797960519,-13.691102334424743,-4.459621871444106,6.078624790999248,2.320793988359999e-60,0.0,False,True,True,False,False,False
