year,start_equity,end_equity,year_return_pct
1999,1.0,1.0316234823125274,3.162348231252743
2000,1.0316234823125274,1.2018139608140777,16.497344372197166
2001,1.2018139608140777,1.0693670696912143,-11.020581840566013
2002,1.0693670696912143,0.9664716255524824,-9.62208834132544
2003,0.9664716255524824,1.254357449415053,29.78730220848449
2004,1.254357449415053,1.3874937704216819,10.613906033620225
2005,1.3874937704216819,1.6093366206112991,15.988745673589255
2006,1.6093366206112991,2.1033130521041854,30.694413161694634
2007,2.1033130521041854,2.7328211407806102,29.929357783742926
2008,2.7328211407806102,3.236944137193371,18.446980993010097
2009,3.236944137193371,3.4659097184565026,7.0735104332587895
2010,3.4659097184565026,3.929008173389181,13.361526772223975
2011,3.929008173389181,4.50247837084946,14.595800572377037
2012,4.50247837084946,4.1248336370238015,-8.387485796059691
2013,4.1248336370238015,4.69596529059861,13.846174266240197
2014,4.69596529059861,4.7699678984986855,1.5758763815445942
2015,4.7699678984986855,4.22472131401341,-11.430822933984286
2016,4.22472131401341,4.497429255184137,6.455051609348872
2017,4.497429255184137,5.089528775349821,13.165288136176411
2018,5.089528775349821,4.639944922746784,-8.833506449172912
2019,4.639944922746784,4.257300231853939,-8.246750710702933
2020,4.257300231853939,5.462959655323666,28.319812036011747
2021,5.462959655323666,6.283087772746061,15.012523781375142
2022,6.283087772746061,5.388004876274285,-14.245907885520037
2023,5.388004876274285,5.442503543532166,1.0114814019167362
2024,5.442503543532166,5.965098422969077,9.60210453253556
2025,5.965098422969077,7.816931521165076,31.044468454457874
2026,7.816931521165076,7.470036800640384,-4.437735185289037
