opt_type,entry_date,exp_date,exit_date,exit_reason,days_held,dte_at_entry,width,width_pct,contracts,net_credit,realized_pnl,realized_pnl_sized,ret_on_credit,ret_on_max_loss,win,loss_amount,cell
put,1994-01-27,1994-03-04,1994-02-02,early_50%,6,36,0.2686382484436045,0.01,80.40230424547092,1.98891586297189,1.0389855303778526,83.53683072008207,0.5223878745807645,0.04176841536004103,True,0.0,1pct_UNFILTERED_early50pct
call,1994-01-27,1994-03-04,1994-02-10,early_50%,14,36,0.2686382484436045,0.01,79.7669339637636,1.7907789014318036,0.8659898538721651,69.07735548711028,0.48358278801462845,0.034538677743555145,True,0.0,1pct_UNFILTERED_early50pct
call,1994-02-11,1994-03-18,1994-02-24,early_50%,13,35,0.2652977752685537,0.01,80.64061025699337,1.798084673413445,1.1014559809502438,88.82208247504292,0.6125718089011145,0.04453621462458659,True,0.0,1pct_UNFILTERED_early50pct
put,1994-02-03,1994-03-11,1994-03-09,early_50%,34,36,0.27039621353149457,0.01,79.93404847213422,2.0230589059035804,1.1532141401729923,92.18107497933856,0.5700348797594305,0.04609802576212672,True,0.0,1pct_UNFILTERED_early50pct
call,1994-02-25,1994-03-31,1994-03-11,early_50%,14,34,0.2633638763427726,0.01,81.19923978417765,1.784842874336476,0.913964401679837,74.21321460620354,0.512069950145952,0.03722635013871288,True,0.0,1pct_UNFILTERED_early50pct
put,1994-03-10,1994-04-15,1994-03-16,early_50%,6,36,0.2621332359313975,0.01,83.35760022835316,2.125656909526706,1.470500730693999,122.57741204469158,0.6917864892041384,0.061047869434958095,True,0.0,1pct_UNFILTERED_early50pct
call,1994-03-14,1994-04-20,1994-03-23,early_50%,9,37,0.2638913536071783,0.01,81.62309531910603,1.7709742698114275,1.1591211036764006,94.61105233176623,0.6545104146543153,0.04708398403098286,True,0.0,1pct_UNFILTERED_early50pct
call,1994-03-24,1994-04-29,1994-03-29,early_50%,5,36,0.2624074935913079,0.01,82.29387640108351,1.7790083544393716,0.8676451519065667,71.40188289099832,0.48771280345110707,0.0354694766713524,True,0.0,1pct_UNFILTERED_early50pct
call,1994-03-30,1994-05-06,1994-04-13,early_50%,14,37,0.2516213417053237,0.01,85.14302088562874,1.665075375756802,0.9208301966388536,78.40226466453953,0.5530261332585753,0.0391891685117456,True,0.0,1pct_UNFILTERED_early50pct
put,1994-03-17,1994-04-22,1994-04-22,early_50%,36,36,0.26582509994506864,0.01,82.00692628634698,2.064298748293174,1.9269779168613432,158.02553598346663,0.9334782179442913,0.07859373987402624,True,0.0,1pct_UNFILTERED_early50pct
call,1994-04-14,1994-05-20,1994-04-28,early_50%,14,36,0.25232847213744947,0.01,84.85093970814272,1.6987524729819508,0.807771632844387,68.54018211642708,0.4755087310786623,0.0343234631177574,True,0.0,1pct_UNFILTERED_early50pct
call,1994-04-29,1994-06-03,1994-05-09,early_50%,10,35,0.25515779495239244,0.01,84.85755265256562,1.7301310358378932,0.8557972108477722,72.62085687943362,0.49464300282510926,0.03597956189037662,True,0.0,1pct_UNFILTERED_early50pct
put,1994-04-25,1994-06-01,1994-05-17,early_50%,22,37,0.2564839553833025,0.01,85.52313845144546,2.0371011142907793,1.359691219334215,116.28506040233476,0.6674637845886183,0.05758647513835017,True,0.0,1pct_UNFILTERED_early50pct
put,1994-05-18,1994-06-24,1994-05-27,early_50%,9,37,0.2575448608398432,0.01,85.18186803510936,1.9986481047865834,0.9701178863941631,82.6364537773268,0.48538703940469435,0.040837030764549996,True,0.0,1pct_UNFILTERED_early50pct
call,1994-05-10,1994-06-16,1994-06-07,early_50%,28,37,0.2529474639892584,0.01,85.53422408312117,1.7090557760292877,0.9669371573588432,82.7062194918275,0.565772733061623,0.040996771000640475,True,0.0,1pct_UNFILTERED_early50pct
put,1994-05-31,1994-07-07,1994-06-10,early_50%,10,37,0.2592246437072738,0.01,84.76549929280934,2.026227102298985,1.0248165553967001,86.8690870017383,0.5057757613813029,0.042886105619259283,True,0.0,1pct_UNFILTERED_early50pct
call,1994-06-08,1994-07-15,1994-06-21,early_50%,13,37,0.2590479850769043,0.01,84.0028118354317,1.7560830284941895,0.9039076616860151,75.93078522121539,0.5147294558510142,0.03743087960370886,True,0.0,1pct_UNFILTERED_early50pct
call,1994-06-22,1994-07-29,1994-06-29,early_50%,7,37,0.25782358169555764,0.01,84.242235604794,1.7471281240655667,0.817495582141062,68.86765543660557,0.46790820368614405,0.03401238850611506,True,0.0,1pct_UNFILTERED_early50pct
