label,n_trades,win_rate,pct_early_close,avg_days_held,avg_dte_at_entry,sharpe,max_dd,total_return,worst_day,worst_day_date,worst_month,worst_month_date,kill_tail,top_year_share
1pct_UNFILTERED_early25pct,1894,0.9852164730728616,98.6272439281943,10.993136219640972,36.29883843717001,0.8078951939196498,0.05853062638837191,0.7842304244302378,-0.018063980897801462,2002-09-27 00:00:00,-0.01972419169466566,2008-06,False,0.0772177744100808
1pct_UNFILTERED_early50pct,1397,0.9785254115962777,97.85254115962778,15.443808160343593,36.299928418038654,1.0193604346894611,0.03793047232159444,1.1290044459809159,-0.018040685972130877,2002-09-27 00:00:00,-0.01971874171380683,1998-08,False,0.05751478270728247
1pct_UNFILTERED_early75pct,1083,0.9750692520775623,97.50692520775624,20.3601108033241,36.36657433056325,1.2330982427010961,0.04031310737725225,1.4781094882981143,-0.019759862971074772,2022-04-29 00:00:00,-0.019652715261671894,1998-08,False,0.057334620486089165
2pct_UNFILTERED_early25pct,2143,0.9874008399440037,98.74008399440038,9.534297713485767,36.298646756882874,0.9938114502744821,0.04076826672791465,0.9797725701305928,-0.018959902863654173,2001-03-09 00:00:00,-0.019489321665444814,1998-08,False,0.055292482369979155
2pct_UNFILTERED_early50pct,1518,0.9815546772068511,98.15546772068511,14.095520421607379,36.35902503293808,1.3186799116846921,0.03313139113236231,1.4525033412351958,-0.01782836070173159,2009-04-09 00:00:00,-0.017917760408777683,2025-03,False,0.049434542831643676
2pct_UNFILTERED_early75pct,1132,0.9734982332155477,97.34982332155478,19.43816254416961,36.340106007067135,1.3107203179207605,0.036390145795152706,1.373948550509478,-0.01980609690139937,2001-03-09 00:00:00,-0.01963513439014175,1998-08,False,0.053603230109080025
