year,start_equity,end_equity,year_return_pct
2000,1.0,0.9072143008348996,-9.278569916510037
2001,0.9072143008348996,0.8195621391692677,-9.661682094844249
2002,0.8195621391692677,0.818134580452448,-0.17418553744645848
2003,0.818134580452448,0.9955906573908226,21.69032836140934
2004,0.9955906573908226,1.096344109024569,10.119967567573829
2005,1.096344109024569,1.2622636620643604,15.133893790646823
2006,1.2622636620643604,1.619109804335129,28.27033313207854
2007,1.619109804335129,1.9972184321309188,23.352871237232485
2008,1.9972184321309188,2.345802446428481,17.4534747271305
2009,2.345802446428481,2.548234027747057,8.629523838496333
