instrument,timeframe,family,variant,params,bh_sharpe,bh_max_dd,n_cands,n_trades,guard,n_long,n_short,gross_pf,net_pf,sharpe,skew,ekurt,max_dd,gross_R_mean,cost_R_mean,net_R_mean,gross_R_total,net_R_total,risk_med,risk_med_bps,win_rate,gross_win_rate,n_targets,n_stops,n_time,n_obs,n_ruin_days,equity_final,trades_per_day,bars_per_day,is_trades,oos_trades,is_pf,oos_pf,is_sharpe,oos_sharpe,top_year_R,top_year_share,n_years,n_pos_years,yr_2018,yr_2019,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025
NAS100,M1,breakout,2,"{'N': 20, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.842374800132381,0.3567068346922749,178655,106087,PASS,54223,51864,0.9829602459539514,0.32115929678835214,-21.406419008873645,-0.9171246390303394,1.5933224473371248,1.0000000001425204,-0.009064812424458299,0.627944473920687,-0.6370092863451453,-961.6587556735075,-67578.40416049743,8.510607142858134,6.150476749840089,0.34527321915032,0.42138056500796517,32842,53710,19535,2018,25,-0.0,52.570366699702674,1031.4883395522388,61667,44420,0.3009556767318837,0.35158347341033,-19.536132089623404,-23.24107787583949,-6642.713073405071,,8,0,-7406.121686040356,-11235.671272560796,-6714.123274021525,-9820.460561553373,-6642.713073405071,-10331.58458140943,-8564.957447502693,-6862.772264004195
NAS100,M1,meanrev,0,"{'N': 20, 'k_ext': 2.0, 'swing': 3, 'k_atr': 0.5, 'R': 1.5, 'H': 24}",0.842374800132381,0.3567068346922749,57855,48427,PASS,22500,25927,1.0024280783176225,0.2200493805496721,-19.05276604711356,-1.5344282357035584,4.294465277310303,1.0000001476784488,0.0013884483668558769,0.9416595052123802,-0.9402710568455241,67.23838906172955,-45534.5064698582,5.812392857144005,4.31096507326981,0.3154645135977864,0.41270365705081874,17568,27353,3506,2018,12,2.146627205069705e-261,23.997522299306244,1031.4883395522388,28995,19432,0.20228816768886188,0.24991194272189318,-18.527306156897872,-21.21826835006756,-4455.433765666097,,8,0,-6425.267700249934,-7717.963320841148,-4683.786269319898,-5856.232451308206,-4519.43696702565,-6233.38749007547,-5642.998505371798,-4455.433765666097
NAS100,M1,meanrev,1,"{'N': 20, 'k_ext': 2.5, 'swing': 3, 'k_atr': 0.5, 'R': 1.0, 'H': 12}",0.842374800132381,0.3567068346922749,24640,21860,PASS,10008,11852,0.9871777992259139,0.1412106903370199,-16.49088567477788,-1.9810156169224988,6.758039668334408,1.0,-0.005993525078302481,0.9287835137407271,-0.9347770388190296,-131.01845821169223,-20434.226068583986,5.901499999999942,4.427137675878735,0.3037511436413541,0.5014638609332114,9553,9912,2395,2018,0,9.904704511702496e-101,10.832507433102082,1031.4883395522388,13322,8538,0.12219964837392776,0.17608680267115992,-17.022132903161726,-18.33871477175339,-1940.0945083040278,,8,0,-3354.2635662497596,-3571.9294740064115,-2058.1198244736916,-2502.698586147399,-2030.9166662086388,-2613.4094723137,-2362.793970880355,-1940.0945083040278
NAS100,M1,meanrev,2,"{'N': 50, 'k_ext': 2.0, 'swing': 5, 'k_atr': 1.0, 'R': 1.5, 'H': 24}",0.842374800132381,0.3567068346922749,205219,89736,PASS,41161,48575,1.005972675213141,0.31718136417350673,-20.039049199059715,-1.3310472499579742,3.5060129309920973,1.0000000017036457,0.0031506076558943637,0.6456368220598613,-0.6424862144039669,282.72292860933663,-57654.142935754375,8.257642857141946,6.06206739993109,0.34777569760185434,0.43234599268966745,27619,45561,16556,2018,23,-0.0,44.467789890981166,1031.4883395522388,52564,37172,0.29699926949795513,0.3484137215771656,-18.225007649024327,-22.195615008316125,-5394.195809064631,,8,0,-7268.172636586701,-9900.136078611298,-5788.621821815685,-7706.7782307456555,-5394.195809064631,-8382.204236424515,-7508.82039217347,-5705.213730332415
NAS100,M1,momentum,0,"{'N': 24, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.842374800132381,0.3567068346922749,207465,65247,PASS,32595,32652,1.0158972786495097,0.40301351248739176,-18.139332108351894,-1.2347721565307255,2.815359304157568,1.0,0.009863574594586817,0.6347140815298405,-0.6248505069352538,643.568651573006,-40769.621026004505,8.182142857142026,5.9914997146542515,0.3282296504053826,0.3607062393673272,18748,39880,6619,2018,5,-7.723530130700462e-226,32.33250743310208,1031.4883395522388,38196,27051,0.3806241506873404,0.4375143771927076,-17.10076649119024,-20.372717090764517,-3609.8280514696253,,8,0,-4535.469484066695,-7491.875126663565,-4087.5968563992915,-5927.084385662477,-3609.8280514696253,-6003.133049304098,-5038.180202395624,-4076.4538700431285
NAS100,M1,momentum,1,"{'N': 48, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.842374800132381,0.3567068346922749,146525,46941,PASS,23293,23648,1.0164396367352975,0.4202738327066132,-16.455581778928536,-1.4249390610882084,4.150246173529299,1.0,0.010652723792943955,0.6356862085787619,-0.6250334847858178,500.0495075645822,-29339.69680933107,8.216142857143495,5.991994675637144,0.329690462495473,0.3445175859057114,15082,30237,1622,2018,2,8.545015766304154e-153,23.261149653121905,1031.4883395522388,27501,19440,0.39459421254121957,0.4601649291724837,-16.384868113913427,-18.478724295239683,-2522.631780382596,,8,0,-3428.916012018658,-5437.2013719015495,-3094.4284666412855,-4156.797551464703,-2522.631780382596,-4316.835036331069,-3583.2232817990252,-2799.663308792188
NAS100,M1,momentum,2,"{'N': 12, 'k_atr': 1.5, 'R': 1.5, 'H': 24}",0.842374800132381,0.3567068346922749,298792,127237,PASS,63591,63646,1.0030349722662306,0.26085808525007814,-20.44891109306484,-1.3468038979886388,3.7529379054466534,1.0933846946882833,0.0017314769187071943,0.8225698897304703,-0.8208384128117631,220.30792870554728,-104441.0171309303,6.327374999999847,4.6053963919102365,0.33348004118298924,0.41214426621187233,46216,71455,9566,2018,203,-0.0,63.051040634291375,1031.4883395522388,74536,52701,0.2415035758072729,0.2917054537081544,-18.796339021616465,-23.305900629130136,-9854.714985789757,,8,0,-12133.90910058842,-18716.307835553987,-10562.514485551332,-14538.302376774323,-9904.906889162714,-15556.447710426159,-13173.913747083612,-9854.714985789757
NAS100,M1,macross,0,"{'fast': 10, 'slow': 30, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 48}",0.842374800132381,0.3567068346922749,44127,36256,PASS,19530,16726,1.0161017270119674,0.4036949769948195,-16.097397461420965,-1.1212783006457048,1.9828209238768157,1.0,0.010015569175987834,0.6344951938966286,-0.6244796247206407,363.1244760446149,-22641.13327387155,8.193178571428689,5.981460394594534,0.3273113415710503,0.3590578111209179,10554,22217,3485,2018,0,9.287492573658879e-113,17.966303270564914,1031.4883395522388,21163,15093,0.3812014673921674,0.4380608252837373,-16.547598237966962,-17.506463480634306,-2125.988495564388,,8,0,-2429.0655047758173,-4016.200670552587,-2216.2842186692087,-3352.7402179156784,-2186.2241041784287,-3564.488688262771,-2750.141373952669,-2125.988495564388
NAS100,M1,macross,1,"{'fast': 20, 'slow': 50, 'ema_trend': 200, 'k_atr': 2.0, 'R': 2.0, 'H': 96}",0.842374800132381,0.3567068346922749,27480,24670,PASS,12984,11686,1.0277773673286381,0.4398320086737593,-13.720069012525872,-1.1568793102566752,2.0779890596861494,1.0,0.017867591104774247,0.6045232271670599,-0.5866556360622857,440.79347255478064,-14472.794541656587,8.676642857140905,6.278192546162245,0.332671260640454,0.34819618970409405,7932,15767,971,2018,0,1.0907576347489703e-69,12.224975222993063,1031.4883395522388,14373,10297,0.4196924630636164,0.4702412360226418,-14.948484588686956,-14.899462414541787,-1300.9663793887255,,8,0,-1503.113645904041,-2584.825393091575,-1583.5000876182776,-2047.1905204113039,-1300.9663793887255,-2209.091717394957,-1821.2462180208095,-1422.8605798268975
NAS100,M1,macross,2,"{'fast': 10, 'slow': 30, 'ema_trend': 100, 'k_atr': 1.5, 'R': 3.0, 'H': 48}",0.842374800132381,0.3567068346922749,52773,45396,PASS,23687,21709,1.0408052618273855,0.3859225567917736,-16.47896567915485,-1.1680715105745008,1.972885980898766,1.0,0.028755111210068744,0.8438418492882236,-0.8150867380781548,1305.3670284922807,-37001.677561795914,6.173892857143073,4.475071000376792,0.26284254119305667,0.28561987840338354,9964,31761,3671,2018,3,-2.2718480284152597e-212,22.495540138751238,1031.4883395522388,26393,19003,0.36420949857537127,0.4190607800511151,-16.80522175211381,-18.016981692898376,-3395.9014642969078,,8,0,-3936.5001647574786,-6530.598330577767,-3681.6608678844827,-5476.641545957907,-3519.4691066425858,-5902.065032384384,-4558.841049294402,-3395.9014642969078
