label,sharpe,max_dd,total_return,n_pos_years,n_years
ORB gold RETEST standalone,1.3120096507796122,-0.12093632885700137,2.9878413197423446,12,13
US30 breakout standalone,1.0548173417324802,-0.05586662884185874,0.5518243776624199,12,13
VIX+real-yield sleeve standalone,0.38346330662003525,-0.15043489345706704,0.46629509519958257,11,13
"3-way, fixed equal-weight",1.409402721365479,-0.03954008275191601,1.1246830831011017,12,13
"3-way, rolling risk-parity",1.4770491750621837,-0.03684668784442854,0.8481077657753546,12,13
