threshold,n_obs,pct_in_position,n_switches,sharpe_gross,sharpe_net,pf_gross,pf_net,max_dd,total_ret_net,worst_day,worst_day_date,worst_week,worst_week_date,top_year_log,top_year_share,volmageddon_feb2018_ret,volmageddon_worst_day,covid_2020_ret,covid_worst_day,causal_ok,kill_on_tail_risk,skew,ekurt,yr_2011,yr_2012,yr_2013,yr_2014,yr_2015,yr_2016,yr_2017,yr_2018,yr_2019,yr_2020,yr_2021,yr_2022,yr_2023,yr_2024,yr_2025,yr_2026
1.2,3747,0.6375767280491059,337,0.4493318546194414,0.425042725815437,1.1268031517052344,1.1193776526012422,0.9306851931239732,0.9806010694331857,-0.8295739372998041,2018-02-06,-0.9212624306083763,2018-02-08,0.97322062173054,1.424085595784103,-0.908097793575851,-0.8295739372998041,-0.11387846464289919,-0.09540520435413508,True,True,-7.360753053085095,181.6392594560459,0.2555175268920514,0.7139421310563979,0.19897586069992196,-0.3198103138284046,-0.056074794302598416,0.2848073009285812,0.97322062173054,-2.474725470617077,0.1796315351499585,0.10676345906039418,0.3034165069969135,0.008703472657416961,0.28827208619140654,-0.0027432954650979295,0.27237047983028556,-0.048866737921634686
1.5,3747,0.36749399519615694,292,0.11263269673658954,0.08671558843666201,1.0423917758723467,1.03241945877919,0.9184339210839708,-0.6985737031771118,-0.830073937299804,2018-02-06,-0.8526649747208126,2018-02-08,0.5064098394904077,,-0.8482240947988859,-0.830073937299804,-0.004281230359287624,-0.02360352291047446,True,True,-12.273465441515418,401.44929011079864,0.0,0.33545606036792824,0.12180939744187858,-0.23054506603161773,-0.2663090053152402,0.025937492452674734,0.5064098394904077,-2.056255934653146,-0.2113194971344103,0.09338294344979378,-0.0977292824578687,-0.013905322405794184,0.13435383670232853,0.12177938284585178,0.37592962865970625,-0.038224221093521284
