config,look_ahead_guard,first_exec,n_years,n_full_years,years_beat,years_lost,wf_hit_rate_pct,strat_cagr_pct,spy_cagr_pct,strat_sharpe,spy_sharpe,strat_maxDD_pct,spy_maxDD_pct,strat_final_growth,spy_final_growth,worst_year_pct,worst_year,best_year_pct,best_year,median_year_pct,annual_return_std_pct,min_year_sharpe,median_year_sharpe,max_year_sharpe,peak_year,pre09_beat,pre09_n,post09_beat,post09_n,post09_mean_excess_pp,early_span,early_beat,early_n,early_mean_excess_pp,late_span,late_beat,late_n,late_mean_excess_pp
N12_K5,True,2000-01-03,27,26,13,14,48.148148148148145,8.06682904152327,8.318166857243469,0.6079831539699208,0.5111109276387849,39.02938862524964,55.189443514943505,7.87635027695543,8.378471251048845,-18.91111668481139,2022,33.02589779742016,2013,11.329399451789701,13.307364944555706,-1.4521670362571448,0.9425854837288983,2.4070541442029763,2014,9,9,4,18,-7.293800085103596,2000-2014,11,15,5.120692974000485,2015-2026,2,12,-8.589956386112872
N6_K3,True,1999-07-01,27,26,11,16,40.74074074074074,8.221003763692014,8.318166857243469,0.5875052729325553,0.5111109276387849,33.86228399023779,55.189443514943505,8.180811046171026,8.378471251048845,-19.77713307583452,2022,30.86433858967965,2013,10.886544529817076,13.496835822127657,-1.5694837119095666,0.7491890381443278,2.2307800770646047,2013,9,9,2,18,-8.15291053756014,2000-2013,10,14,6.740840485510866,2014-2026,1,13,-8.916451482238042
N6_K5,True,1999-07-01,27,26,10,17,37.03703703703704,7.510784707865459,8.318166857243469,0.5899978531255393,0.5111109276387849,31.98252938113008,55.189443514943505,6.866317664082824,8.378471251048845,-21.896859405457047,2022,30.361245064720887,2003,8.83152209143403,13.335812403052337,-1.8200691395769464,0.7907122143842041,2.228850001180282,2014,8,9,2,18,-8.554498088642852,2000-2014,9,15,4.362317281833561,2015-2026,1,12,-8.839010992181501
N12_K3,True,2000-01-03,27,26,13,14,48.148148148148145,8.200974613825984,8.318166857243469,0.5775584803485356,0.5111109276387849,44.56735432352126,55.189443514943505,8.140627138574127,8.378471251048845,-14.8600751701634,2001,32.56061432806943,2013,11.94386012228994,14.415169953786211,-0.888360161020326,0.8288568781716399,2.384850606216671,2014,7,9,6,18,-7.070458990724996,2000-2014,9,15,4.931693316690991,2015-2026,4,12,-7.771480758279875
